OBJECTID;Àngul / Ángulo;Id. Càmera / Id. Cámara;Tipus Càmera / Tipo Cámara;Pas Inferior / Paso Inferior;Descripció / Descripción;URL;geo_shape;geo_point_2d
114623;311.17001343;10822;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10822;"{""coordinates"": [-0.3555733116602597, 39.456185590108795], ""type"": ""Point""}";39.456185590108795, -0.3555733116602597
114637;258.85998535;11304;CF;No;GENERAL AVILES direccion PIO BAROJA;https://camaras.valencia.es/camaras/visualizador.html?id=11304;"{""coordinates"": [-0.4017755694968426, 39.48324525807339], ""type"": ""Point""}";39.48324525807339, -0.4017755694968426
114639;59.0;11302;CF;No;GENERAL AVILES direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=11302;"{""coordinates"": [-0.40167264785689855, 39.48330863102635], ""type"": ""Point""}";39.48330863102635, -0.40167264785689855
114644;310.3500061;11505;CF;No;TRES CRUCES direccion CAMPOS CRESPO;https://camaras.valencia.es/camaras/visualizador.html?id=11505;"{""coordinates"": [-0.3948706408264383, 39.44979637770598], ""type"": ""Point""}";39.44979637770598, -0.3948706408264383
114654;160.16000366;06104;CF;No;JACINTO BENAVENTE direccion PL. AMERICA;https://camaras.valencia.es/camaras/visualizador.html?id=06104;"{""coordinates"": [-0.3613930471869835, 39.46421577839977], ""type"": ""Point""}";39.46421577839977, -0.3613930471869835
114670;149.02999878;06310;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06310;"{""coordinates"": [-0.396830271960323, 39.48671305711071], ""type"": ""Point""}";39.48671305711071, -0.396830271960323
114673;149.02999878;06309;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06309;"{""coordinates"": [-0.3972929111946076, 39.48736043314644], ""type"": ""Point""}";39.48736043314644, -0.3972929111946076
114678;347.66000366;06704;CF;No;PIO BAROJA direccion GENERAL AVILES;https://camaras.valencia.es/camaras/visualizador.html?id=06704;"{""coordinates"": [-0.4067039980341209, 39.47827527334448], ""type"": ""Point""}";39.47827527334448, -0.4067039980341209
114680;326.29998779;06802;CF;No;PIO XII direccion CORTES VALENCIANAS;https://camaras.valencia.es/camaras/visualizador.html?id=06802;"{""coordinates"": [-0.3929556344728392, 39.481425768742895], ""type"": ""Point""}";39.481425768742895, -0.3929556344728392
114694;347.13000488;05919;CF;S.;P.I. CLARIANO (SALIDA) direccion V-21;https://camaras.valencia.es/camaras/visualizador.html?id=05919;"{""coordinates"": [-0.3512518110860045, 39.4797772594305], ""type"": ""Point""}";39.4797772594305, -0.3512518110860045
114695;0.0;05912;CF;Si;AV. BLASCO IBAdEZ direccion P.I. AV.CATALU;https://camaras.valencia.es/camaras/visualizador.html?id=05912;"{""coordinates"": [-0.35053731046461956, 39.482089732044], ""type"": ""Point""}";39.482089732044, -0.35053731046461956
114697;0.0;05911;CF;Si;AV. BLASCO IBAdEZ direccion P.I. AV.CATALU;https://camaras.valencia.es/camaras/visualizador.html?id=05911;"{""coordinates"": [-0.3499502837620127, 39.48250155864675], ""type"": ""Point""}";39.48250155864675, -0.3499502837620127
114698;53.79000092;05909;CF;Si;P.I. AV. CATALUeA (SALIDA) direccion V-21;https://camaras.valencia.es/camaras/visualizador.html?id=05909;"{""coordinates"": [-0.3498326428039554, 39.482547252632756], ""type"": ""Point""}";39.482547252632756, -0.3498326428039554
114703;266.70001221;06003;CF;Si;A-3 direccion P.I. AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=06003;"{""coordinates"": [-0.404867901325724, 39.469773098873944], ""type"": ""Point""}";39.469773098873944, -0.404867901325724
114707;278.61999512;06005;CF;Si;A-3 direccion P.I. AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=06005;"{""coordinates"": [-0.40629523622341407, 39.4700019869274], ""type"": ""Point""}";39.4700019869274, -0.40629523622341407
114710;137.47999573;10812;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10812;"{""coordinates"": [-0.35029809178061044, 39.45127718339046], ""type"": ""Point""}";39.45127718339046, -0.35029809178061044
114722;262.57000732;10403;CF;Si;P.I. RAMON Y CAJAL - GERMANIAS direccion PL. ESPAIA;https://camaras.valencia.es/camaras/visualizador.html?id=10403;"{""coordinates"": [-0.3778704806957278, 39.46328127392378], ""type"": ""Point""}";39.46328127392378, -0.3778704806957278
114736;0.0;07102;CF;Si;P.I. TIRSO DE MOLINA - MANUAL DE FALLA direccion P.I. TIRSO DE MOLINA - MANUAL DE FALLA;https://camaras.valencia.es/camaras/visualizador.html?id=07102;"{""coordinates"": [-0.3958821368844889, 39.47684770557344], ""type"": ""Point""}";39.47684770557344, -0.3958821368844889
114738;0.0;07107;CF;Si;P.I. TIRSO DE MOLINA - MANUAL DE FALLA direccion P.I. TIRSO DE MOLINA - MANUAL DE FALLA;https://camaras.valencia.es/camaras/visualizador.html?id=07107;"{""coordinates"": [-0.39956547861716546, 39.47569381746203], ""type"": ""Point""}";39.47569381746203, -0.39956547861716546
114739;287.72000122;10508;CF;No;PERIODISTA AZZATTI direccion SAN VICENTE MARTIR;https://camaras.valencia.es/camaras/visualizador.html?id=10508;"{""coordinates"": [-0.37638027809010927, 39.46914552441094], ""type"": ""Point""}";39.46914552441094, -0.37638027809010927
114742;62.43999863;10612;CF;No;DEL JUSTICIA direccion PUENTE DE LA EXPOSICION;https://camaras.valencia.es/camaras/visualizador.html?id=10612;"{""coordinates"": [-0.36789350496622303, 39.47221461537178], ""type"": ""Point""}";39.47221461537178, -0.36789350496622303
114743;234.97999573;07101;CF;Si;P.I. TIRSO DE MOLINA - MANUEL DE FALLA direccion MANUEL DE FALLA;https://camaras.valencia.es/camaras/visualizador.html?id=07101;"{""coordinates"": [-0.39450354935121246, 39.47747129456276], ""type"": ""Point""}";39.47747129456276, -0.39450354935121246
114751;23.79999924;01602;CF;No;LORCA direccion PEREZ GALDOS;https://camaras.valencia.es/camaras/visualizador.html?id=01602;"{""coordinates"": [-0.3925263664330455, 39.46739067420265], ""type"": ""Point""}";39.46739067420265, -0.3925263664330455
114755;102.30999756;01703;CF;No;AV. CID direccion PL. ESPA A;https://camaras.valencia.es/camaras/visualizador.html?id=01703;"{""coordinates"": [-0.405054792277786, 39.46984537895777], ""type"": ""Point""}";39.46984537895777, -0.405054792277786
114759;46.63000107;02702;CF;No;PUENTE DE PICAdA direccion ARCHIDUQUE CARLOS;https://camaras.valencia.es/camaras/visualizador.html?id=02702;"{""coordinates"": [-0.41083693035854335, 39.45123943663096], ""type"": ""Point""}";39.45123943663096, -0.41083693035854335
114772;0.0;02006;CF;No;Dr. Nicasio Benlloch;https://camaras.valencia.es/camaras/visualizador.html?id=02006;"{""coordinates"": [-0.3908047414541789, 39.48834246612618], ""type"": ""Point""}";39.48834246612618, -0.3908047414541789
114773;0.0;02204;CF;No;Jaime Roig - Bachiller;https://camaras.valencia.es/camaras/visualizador.html?id=02204;"{""coordinates"": [-0.3634983821909692, 39.482328046887865], ""type"": ""Point""}";39.482328046887865, -0.3634983821909692
114778;0.0;02906;CF;No;Pte. de las Artes - Guillem de Castro;https://camaras.valencia.es/camaras/visualizador.html?id=02906;"{""coordinates"": [-0.3831710546753824, 39.480406307059404], ""type"": ""Point""}";39.480406307059404, -0.3831710546753824
114779;0.0;02905;CF;No;Pechina - Pte. de las Artes;https://camaras.valencia.es/camaras/visualizador.html?id=02905;"{""coordinates"": [-0.3832823699067441, 39.48035503125056], ""type"": ""Point""}";39.48035503125056, -0.3832823699067441
114809;0.0;00609;CF;No;Avda. del Oeste - Pl. San Agustin;https://camaras.valencia.es/camaras/visualizador.html?id=00609;"{""coordinates"": [-0.37957818341928834, 39.468882279081775], ""type"": ""Point""}";39.468882279081775, -0.37957818341928834
114820;0.0;02904;CF;No;Marginal Izquierda (Guadalaviar);https://camaras.valencia.es/camaras/visualizador.html?id=02904;"{""coordinates"": [-0.3802633890792966, 39.481471214808906], ""type"": ""Point""}";39.481471214808906, -0.3802633890792966
114825;60.40999985;02604;CF;No;PERIS Y VALERO direccion EDUARDO BOSCA;https://camaras.valencia.es/camaras/visualizador.html?id=02604;"{""coordinates"": [-0.37570032978474716, 39.45695486167384], ""type"": ""Point""}";39.45695486167384, -0.37570032978474716
114826;149.46000671;02603;CF;No;AUSIAS MARCH direccion V-31 (PISTA DE SILLA);https://camaras.valencia.es/camaras/visualizador.html?id=02603;"{""coordinates"": [-0.375725620140242, 39.45688489372817], ""type"": ""Point""}";39.45688489372817, -0.375725620140242
114828;241.8500061;02602;CF;No;PASO ELEVADO DE PERIS Y VALERO direccion GIORGETA;https://camaras.valencia.es/camaras/visualizador.html?id=02602;"{""coordinates"": [-0.37581549534647074, 39.45690539113775], ""type"": ""Point""}";39.45690539113775, -0.37581549534647074
114836;149.1000061;04103;CF;No;GENERAL URRUTIA direccion HERMANOS MARISTAS;https://camaras.valencia.es/camaras/visualizador.html?id=04103;"{""coordinates"": [-0.3632382364844565, 39.456621986922], ""type"": ""Point""}";39.456621986922, -0.3632382364844565
114837;330.0;04105;CF;No;GENERAL URRUTIA direccion PERIS Y VALERO;https://camaras.valencia.es/camaras/visualizador.html?id=04105;"{""coordinates"": [-0.36330356925449353, 39.45671067428361], ""type"": ""Point""}";39.45671067428361, -0.36330356925449353
114852;0.0;07910;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07910;"{""coordinates"": [-0.3813905614974197, 39.46892952772993], ""type"": ""Point""}";39.46892952772993, -0.3813905614974197
114859;0.0;10404;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10404;"{""coordinates"": [-0.37852552401385653, 39.46320974706375], ""type"": ""Point""}";39.46320974706375, -0.37852552401385653
114860;0.0;10405;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10405;"{""coordinates"": [-0.3789956797904198, 39.46325215241298], ""type"": ""Point""}";39.46325215241298, -0.3789956797904198
114869;0.0;10511;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10511;"{""coordinates"": [-0.3762280123606916, 39.4704011562936], ""type"": ""Point""}";39.4704011562936, -0.3762280123606916
114870;0.0;10510;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10510;"{""coordinates"": [-0.37613722927644816, 39.47035487339508], ""type"": ""Point""}";39.47035487339508, -0.37613722927644816
114872;0.0;10502;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10502;"{""coordinates"": [-0.3768723337306936, 39.472225298765046], ""type"": ""Point""}";39.472225298765046, -0.3768723337306936
114475;50.31999969;12702;CF;No;AV. HORCHATA direccion ALBORAYA;https://camaras.valencia.es/camaras/visualizador.html?id=12702;"{""coordinates"": [-0.3571074888564974, 39.494430440247115], ""type"": ""Point""}";39.494430440247115, -0.3571074888564974
114477;198.36000061;12704;CF;No;EMILIO BARO direccion PRIMADO REIG;https://camaras.valencia.es/camaras/visualizador.html?id=12704;"{""coordinates"": [-0.3571989302257696, 39.49436468432635], ""type"": ""Point""}";39.49436468432635, -0.3571989302257696
114480;287.05999756;12805;CF;No;HERMANOS MACHADO direccion CAMINO DE MONCADA;https://camaras.valencia.es/camaras/visualizador.html?id=12805;"{""coordinates"": [-0.37045171695383927, 39.49805437064052], ""type"": ""Point""}";39.49805437064052, -0.37045171695383927
114815;0.0;01205;CF;No;Jesus (Pl. Jesus);https://camaras.valencia.es/camaras/visualizador.html?id=01205;"{""coordinates"": [-0.3864540591128791, 39.46258716423434], ""type"": ""Point""}";39.46258716423434, -0.3864540591128791
114483;10.27000046;12802;CF;No;AV. CONSTITUCION direccion TAVERNES BLANQUES;https://camaras.valencia.es/camaras/visualizador.html?id=12802;"{""coordinates"": [-0.37038152461405166, 39.49809953748908], ""type"": ""Point""}";39.49809953748908, -0.37038152461405166
114484;253.05999756;13003;CF;No;HERMANOS MACHADO direccion JUAN XXIII;https://camaras.valencia.es/camaras/visualizador.html?id=13003;"{""coordinates"": [-0.3813563360784409, 39.498622891457885], ""type"": ""Point""}";39.498622891457885, -0.3813563360784409
114486;175.97000122;13106;CF;Si;P.I. CAMINO DE MONCADA direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=13106;"{""coordinates"": [-0.3813426420231312, 39.498842036440344], ""type"": ""Point""}";39.498842036440344, -0.3813426420231312
114487;1.90999997;13103;CF;Si;P.I. CAMINO DE MONCADA direccion POBLE NOU;https://camaras.valencia.es/camaras/visualizador.html?id=13103;"{""coordinates"": [-0.38125181944814684, 39.498414865639916], ""type"": ""Point""}";39.498414865639916, -0.38125181944814684
114491;229.22999573;13503;CF;No;DR. J.J. DOMINE direccion INGENIERO MANUEL SOTO;https://camaras.valencia.es/camaras/visualizador.html?id=13503;"{""coordinates"": [-0.32941710164957, 39.46292196820952], ""type"": ""Point""}";39.46292196820952, -0.32941710164957
114494;265.8500061;07903;CF;Si;P.I. GUILLEM DE CASTRO - ANGEL GUIMERA direccion ANGEL GUIMERA;https://camaras.valencia.es/camaras/visualizador.html?id=07903;"{""coordinates"": [-0.3834075118502401, 39.47039087239312], ""type"": ""Point""}";39.47039087239312, -0.3834075118502401
114554;134.05999756;00404;CF;No;CRONISTA RIVELLES direccion SAN PIO V;https://camaras.valencia.es/camaras/visualizador.html?id=00404;"{""coordinates"": [-0.37476605660432566, 39.4812538186583], ""type"": ""Point""}";39.4812538186583, -0.37476605660432566
114555;297.0;00402;CF;No;GUADALAVIAR direccion LLANO DE LA ZAIDIA;https://camaras.valencia.es/camaras/visualizador.html?id=00402;"{""coordinates"": [-0.3747401601885278, 39.48140449104524], ""type"": ""Point""}";39.48140449104524, -0.3747401601885278
114556;1.0;00403;CF;No;SAGUNTO - PL. SANTA MONICA direccion PL. DON BOSCO;https://camaras.valencia.es/camaras/visualizador.html?id=00403;"{""coordinates"": [-0.3749362696310881, 39.4816643203682], ""type"": ""Point""}";39.4816643203682, -0.3749362696310881
114559;191.16000366;00507;CF;No;SAN VICENTE MARTIR direccion GIORGETA;https://camaras.valencia.es/camaras/visualizador.html?id=00507;"{""coordinates"": [-0.3812655082340436, 39.465418319711254], ""type"": ""Point""}";39.465418319711254, -0.3812655082340436
114560;256.67999268;02803;CF;No;QUART direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=02803;"{""coordinates"": [-0.3842766831932412, 39.47576734480442], ""type"": ""Point""}";39.47576734480442, -0.3842766831932412
114563;0.0;03005;CF;S.;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion P.I. MENENDEZ PIDAL - TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03005;"{""coordinates"": [-0.3909944262485222, 39.47886090817559], ""type"": ""Point""}";39.47886090817559, -0.3909944262485222
114569;238.28999329;03001;CF;Si;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03001;"{""coordinates"": [-0.38843057518718893, 39.479717800624606], ""type"": ""Point""}";39.479717800624606, -0.38843057518718893
114583;108.87999725;03502;CF;No;AV. PUERTO direccion SERRERIA;https://camaras.valencia.es/camaras/visualizador.html?id=03502;"{""coordinates"": [-0.35125742583634223, 39.46540985777371], ""type"": ""Point""}";39.46540985777371, -0.35125742583634223
114586;107.43000031;03604;CF;No;AV. BALEARES direccion MENORCA;https://camaras.valencia.es/camaras/visualizador.html?id=03604;"{""coordinates"": [-0.35252354620959303, 39.46232428593317], ""type"": ""Point""}";39.46232428593317, -0.35252354620959303
114588;14.85999966;03602;CF;No;PADRE TOMAS MONTAcANA direccion AV. PUERTO;https://camaras.valencia.es/camaras/visualizador.html?id=03602;"{""coordinates"": [-0.35252382901062457, 39.46241798362053], ""type"": ""Point""}";39.46241798362053, -0.35252382901062457
114589;0.0;03605;CF;No;PADRE TOMAS MONTAcANA direccion PUENTE DE MONTEOLIVETE;https://camaras.valencia.es/camaras/visualizador.html?id=03605;"{""coordinates"": [-0.3525771152291507, 39.462324515295904], ""type"": ""Point""}";39.462324515295904, -0.3525771152291507
114591;129.67999268;03703;CF;No;PASEO DE LA ALAMEDA direccion MENORCA;https://camaras.valencia.es/camaras/visualizador.html?id=03703;"{""coordinates"": [-0.35348625532960565, 39.45985123249566], ""type"": ""Point""}";39.45985123249566, -0.35348625532960565
114592;285.82000732;03702;CF;No;PASEO DE LA ALAMEDA direccion PUENTE DEL REINO;https://camaras.valencia.es/camaras/visualizador.html?id=03702;"{""coordinates"": [-0.3536063965255792, 39.45989180516101], ""type"": ""Point""}";39.45989180516101, -0.3536063965255792
114595;319.17001343;02003;CF;No;AV. BURJASOT direccion BURJASOT;https://camaras.valencia.es/camaras/visualizador.html?id=02003;"{""coordinates"": [-0.38971271004220853, 39.48873594769154], ""type"": ""Point""}";39.48873594769154, -0.38971271004220853
114596;240.66000366;02004;CF;No;GENERAL AVILES direccion PIO XII;https://camaras.valencia.es/camaras/visualizador.html?id=02004;"{""coordinates"": [-0.3897337773023, 39.48867317922205], ""type"": ""Point""}";39.48867317922205, -0.3897337773023
114610;58.5;05005;CF;No;GENERAL AVILES direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=05005;"{""coordinates"": [-0.39619049899410597, 39.48578423897864], ""type"": ""Point""}";39.48578423897864, -0.39619049899410597
114632;318.70001221;10818;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10818;"{""coordinates"": [-0.3527349183356959, 39.45424354175959], ""type"": ""Point""}";39.45424354175959, -0.3527349183356959
114638;161.55999756;11202;CF;No;JUAN XXIII direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=11202;"{""coordinates"": [-0.3847644522064502, 39.49760544688565], ""type"": ""Point""}";39.49760544688565, -0.3847644522064502
114640;327.67001343;11305;CF;No;MAESTRO RODRIGO direccion LA SAFOR;https://camaras.valencia.es/camaras/visualizador.html?id=11305;"{""coordinates"": [-0.4017577839968472, 39.483317021016816], ""type"": ""Point""}";39.483317021016816, -0.4017577839968472
114645;205.72000122;11504;CF;No;PL. SANTO DOMINGO DE GUZMAN direccion CEMENTERIO;https://camaras.valencia.es/camaras/visualizador.html?id=11504;"{""coordinates"": [-0.39485480604233225, 39.44971620439041], ""type"": ""Point""}";39.44971620439041, -0.39485480604233225
114648;94.69999695;06011;CF;Si;P.I. AV. CID direccion PL. ESPA A;https://camaras.valencia.es/camaras/visualizador.html?id=06011;"{""coordinates"": [-0.4063756832599812, 39.469820182215685], ""type"": ""Point""}";39.469820182215685, -0.4063756832599812
114649;265.10998535;06006;CF;Si;A-3 direccion P.I. AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=06006;"{""coordinates"": [-0.4072613054778252, 39.47000390487741], ""type"": ""Point""}";39.47000390487741, -0.4072613054778252
114650;92.16999817;06010;CF;Si;P.I AVENIDA DEL CID direccion PLAZA DE ESPAdA;https://camaras.valencia.es/camaras/visualizador.html?id=06010;"{""coordinates"": [-0.40725672453364303, 39.469901912690965], ""type"": ""Point""}";39.469901912690965, -0.40725672453364303
114655;329.54000854;06205;CF;Si;P.I. PEREZ GALDOS direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=06205;"{""coordinates"": [-0.39102705235768126, 39.46836907564714], ""type"": ""Point""}";39.46836907564714, -0.39102705235768126
114661;328.29998779;06201;CF;S.;P.I. PEREZ GALDOS direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=06201;"{""coordinates"": [-0.3886910526829735, 39.46508694780078], ""type"": ""Point""}";39.46508694780078, -0.3886910526829735
114663;149.02999878;06312;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06312;"{""coordinates"": [-0.395579004230149, 39.48499217424257], ""type"": ""Point""}";39.48499217424257, -0.395579004230149
114664;149.02999878;06314;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06314;"{""coordinates"": [-0.3945520736596839, 39.483544770795206], ""type"": ""Point""}";39.483544770795206, -0.3945520736596839
114674;329.73001099;06307;CF;S.;P.I. PIO XII - CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=06307;"{""coordinates"": [-0.3977674514661728, 39.48822509600134], ""type"": ""Point""}";39.48822509600134, -0.3977674514661728
114867;0.0;10409;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10409;"{""coordinates"": [-0.38077123032056837, 39.464255584654055], ""type"": ""Point""}";39.464255584654055, -0.38077123032056837
114714;72.87999725;11002;CF;No;DR. PESET ALEIXANDRE direccion PRIMADO REIG;https://camaras.valencia.es/camaras/visualizador.html?id=11002;"{""coordinates"": [-0.3820351183613091, 39.49027606222655], ""type"": ""Point""}";39.49027606222655, -0.3820351183613091
114724;241.32000732;10402;CF;Si;P.I. RAMON Y CAJAL - GERMANIAS direccion PL. ESPADA;https://camaras.valencia.es/camaras/visualizador.html?id=10402;"{""coordinates"": [-0.3774661940441974, 39.46343151732631], ""type"": ""Point""}";39.46343151732631, -0.3774661940441974
114725;184.57000732;10506;CF;No;MARQUES DE SOTELO direccion JATIVA;https://camaras.valencia.es/camaras/visualizador.html?id=10506;"{""coordinates"": [-0.3769535751016361, 39.46936413673463], ""type"": ""Point""}";39.46936413673463, -0.3769535751016361
114733;87.16000366;07002;CF;No;TRES FORQUES direccion PEREZ GALDOS;https://camaras.valencia.es/camaras/visualizador.html?id=07002;"{""coordinates"": [-0.40560510884473383, 39.463575349740545], ""type"": ""Point""}";39.463575349740545, -0.40560510884473383
114735;252.21000671;07104;CF;Si;P.I. TIRSO DE MOLINA - MANUEL DE FALLA direccion MANUEL DE FALLA;https://camaras.valencia.es/camaras/visualizador.html?id=07104;"{""coordinates"": [-0.3965799017458806, 39.476540734137274], ""type"": ""Point""}";39.476540734137274, -0.3965799017458806
114757;58.83000183;13208;CF;Si;P.I. FDO. ABRIL MARTORELL - ANTONIO FERRANDIS  direccion AV.PROF. LOPEZ PIEERO;https://camaras.valencia.es/camaras/visualizador.html?id=13208;"{""coordinates"": [-0.3653119054832553, 39.44766588633316], ""type"": ""Point""}";39.44766588633316, -0.3653119054832553
114761;13.72000027;01702;CF;No;NUEVE DE OCTUBRE direccion PASEO DE LA PECHINA;https://camaras.valencia.es/camaras/visualizador.html?id=01702;"{""coordinates"": [-0.40510242288319537, 39.469908603479595], ""type"": ""Point""}";39.469908603479595, -0.40510242288319537
114763;29.53000069;01803;CF;No;CUENCA direccion PL. OBISPO AMIGO;https://camaras.valencia.es/camaras/visualizador.html?id=01803;"{""coordinates"": [-0.38808841342225714, 39.46432594342142], ""type"": ""Point""}";39.46432594342142, -0.38808841342225714
114767;0.0;00905;CF;No;Fdo. el Catolico - Calixto III (RamGn y Cajal);https://camaras.valencia.es/camaras/visualizador.html?id=00905;"{""coordinates"": [-0.38676652521048516, 39.472426051091425], ""type"": ""Point""}";39.472426051091425, -0.38676652521048516
114774;0.0;02205;CF;No;Bot0nico Cabanilles - Bachiller;https://camaras.valencia.es/camaras/visualizador.html?id=02205;"{""coordinates"": [-0.3645878392646203, 39.48311192933475], ""type"": ""Point""}";39.48311192933475, -0.3645878392646203
114776;0.0;02805;CF;No;Guillem de Castro (salida Murillo);https://camaras.valencia.es/camaras/visualizador.html?id=02805;"{""coordinates"": [-0.38401805472060413, 39.475261444448634], ""type"": ""Point""}";39.475261444448634, -0.38401805472060413
114868;0.0;10504;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10504;"{""coordinates"": [-0.37679439426353284, 39.47222380972214], ""type"": ""Point""}";39.47222380972214, -0.37679439426353284
114783;0.0;03404;CF;No;Dr. Manuel Candela (Avda. del Puerto);https://camaras.valencia.es/camaras/visualizador.html?id=03404;"{""coordinates"": [-0.34940013210046483, 39.46974189627416], ""type"": ""Point""}";39.46974189627416, -0.34940013210046483
114784;0.0;04603;CF;No;Dr. Nicasio Benlloch - Gral. Avil;https://camaras.valencia.es/camaras/visualizador.html?id=04603;"{""coordinates"": [-0.4000337256518234, 39.49557349769563], ""type"": ""Point""}";39.49557349769563, -0.4000337256518234
114788;0.0;06504;CF;No;Pl. America (Jto. Benavente);https://camaras.valencia.es/camaras/visualizador.html?id=06504;"{""coordinates"": [-0.3653657120242472, 39.47053251026097], ""type"": ""Point""}";39.47053251026097, -0.3653657120242472
114789;0.0;03303;CF;No;Ram0n Llull;https://camaras.valencia.es/camaras/visualizador.html?id=03303;"{""coordinates"": [-0.34776896242039906, 39.474458059346574], ""type"": ""Point""}";39.474458059346574, -0.34776896242039906
114790;0.0;06508;CF;No;Pte. de las Flores;https://camaras.valencia.es/camaras/visualizador.html?id=06508;"{""coordinates"": [-0.36532789681829053, 39.47061669583206], ""type"": ""Point""}";39.47061669583206, -0.36532789681829053
114794;0.0;06506;CF;No;Marqu;https://camaras.valencia.es/camaras/visualizador.html?id=06506;"{""coordinates"": [-0.36675403064229245, 39.46807313797987], ""type"": ""Point""}";39.46807313797987, -0.36675403064229245
114798;0.0;07602;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07602;"{""coordinates"": [-0.38317974962544943, 39.48207168819992], ""type"": ""Point""}";39.48207168819992, -0.38317974962544943
114803;0.0;00203;CF;No;Fdo. el Catolico - Quart (hacia Guillem de Castro;https://camaras.valencia.es/camaras/visualizador.html?id=00203;"{""coordinates"": [-0.3884020880210171, 39.47509231009859], ""type"": ""Point""}";39.47509231009859, -0.3884020880210171
114808;0.0;00201;CF;No;Fdo. el Catolico - Quart (Pza. Espala entrada);https://camaras.valencia.es/camaras/visualizador.html?id=00201;"{""coordinates"": [-0.3886728000150775, 39.47509587115589], ""type"": ""Point""}";39.47509587115589, -0.3886728000150775
114810;0.0;00611;CF;No;Avda. del Oeste - Padilla;https://camaras.valencia.es/camaras/visualizador.html?id=00611;"{""coordinates"": [-0.3797016436860033, 39.47038980317554], ""type"": ""Point""}";39.47038980317554, -0.3797016436860033
114811;0.0;00612;CF;No;Avda. del Oeste - Beata (Linterna);https://camaras.valencia.es/camaras/visualizador.html?id=00612;"{""coordinates"": [-0.3797932419624816, 39.472520197600964], ""type"": ""Point""}";39.472520197600964, -0.3797932419624816
114812;0.0;00708;CF;No;Col0n - Felix Pizcueta;https://camaras.valencia.es/camaras/visualizador.html?id=00708;"{""coordinates"": [-0.3738217970156487, 39.467958302778804], ""type"": ""Point""}";39.467958302778804, -0.3738217970156487
114833;344.64001465;02404;CF;No;RONDA NORTE direccion AV. VALLADOLID;https://camaras.valencia.es/camaras/visualizador.html?id=02404;"{""coordinates"": [-0.3511499953562361, 39.481874607707795], ""type"": ""Point""}";39.481874607707795, -0.3511499953562361
114857;0.0;10401;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10401;"{""coordinates"": [-0.37673846584791965, 39.463751662159616], ""type"": ""Point""}";39.463751662159616, -0.37673846584791965
114861;0.0;10411;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10411;"{""coordinates"": [-0.3792471255253155, 39.463188725359494], ""type"": ""Point""}";39.463188725359494, -0.3792471255253155
114880;0.0;10610;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10610;"{""coordinates"": [-0.3738525502809973, 39.470276960728995], ""type"": ""Point""}";39.470276960728995, -0.3738525502809973
