OBJECTID;Àngul / Ángulo;Id. Càmera / Id. Cámara;Tipus Càmera / Tipo Cámara;Pas Inferior / Paso Inferior;Descripció / Descripción;URL;geo_shape;geo_point_2d
114677;332.67999268;06502;CF;No;PL. AMERICA direccion NAVARRO REVERTER;https://camaras.valencia.es/camaras/visualizador.html?id=06502;"{""coordinates"": [-0.364129899028777, 39.469178213507966], ""type"": ""Point""}";39.469178213507966, -0.364129899028777
114679;169.21000671;06703;CF;No;PIO BAROJA direccion NUEVE DE OCTUBRE;https://camaras.valencia.es/camaras/visualizador.html?id=06703;"{""coordinates"": [-0.4066684772677474, 39.47817691502738], ""type"": ""Point""}";39.47817691502738, -0.4066684772677474
114682;239.99000549;06803;CF;No;VALLE DE LA BALLESTERA direccion MAESTRO RODRIGO;https://camaras.valencia.es/camaras/visualizador.html?id=06803;"{""coordinates"": [-0.3929827999915007, 39.481355208631264], ""type"": ""Point""}";39.481355208631264, -0.3929827999915007
114683;16.25;06807;CF;No;AV. CAMPANAR direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=06807;"{""coordinates"": [-0.3929082935917774, 39.48142957138717], ""type"": ""Point""}";39.48142957138717, -0.3929082935917774
114685;148.82000732;06904;CF;No;MAESTRO RODRIGO direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=06904;"{""coordinates"": [-0.3984465945671955, 39.47871672822144], ""type"": ""Point""}";39.47871672822144, -0.3984465945671955
114692;0.0;05907;CF;Si;V-21 direccion P.I. AV.CATALUiA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05907;"{""coordinates"": [-0.35066768309184093, 39.482008743055864], ""type"": ""Point""}";39.482008743055864, -0.35066768309184093
114700;295.97000122;06001;CF;Si;P.I. AV. CID direccion A-3 (AUTOVIA DE MADRID);https://camaras.valencia.es/camaras/visualizador.html?id=06001;"{""coordinates"": [-0.4030841296361608, 39.469355601770715], ""type"": ""Point""}";39.469355601770715, -0.4030841296361608
114706;99.97000122;06012;CF;Si;P.I. AV. CID direccion PL. ESPA A;https://camaras.valencia.es/camaras/visualizador.html?id=06012;"{""coordinates"": [-0.4057034032579923, 39.469710223297696], ""type"": ""Point""}";39.469710223297696, -0.4057034032579923
114708;265.98999023;06007;CF;Si;P.I. AV. Cid (SALIDA) direccion P.I. AV. Cid (SALIDA);https://camaras.valencia.es/camaras/visualizador.html?id=06007;"{""coordinates"": [-0.4085406723707543, 39.46993883889204], ""type"": ""Point""}";39.46993883889204, -0.4085406723707543
114709;141.69999695;10810;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10810;"{""coordinates"": [-0.35152204041507745, 39.45274549535386], ""type"": ""Point""}";39.45274549535386, -0.35152204041507745
114712;310.95999146;10814;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10814;"{""coordinates"": [-0.35079754540981833, 39.45238899192054], ""type"": ""Point""}";39.45238899192054, -0.35079754540981833
114718;231.58999634;11103;CF;No;AV. LEVANTE U.D. direccion PINTOR MATARANA;https://camaras.valencia.es/camaras/visualizador.html?id=11103;"{""coordinates"": [-0.3864796921663003, 39.49752188216886], ""type"": ""Point""}";39.49752188216886, -0.3864796921663003
114719;75.15000153;11203;CF;No;HERMANOS MACHADO direccion CAMINO DE MONCADA;https://camaras.valencia.es/camaras/visualizador.html?id=11203;"{""coordinates"": [-0.38472049996089275, 39.4976829240225], ""type"": ""Point""}";39.4976829240225, -0.38472049996089275
114720;105.37999725;10302;CF;No;AV. BALEARES direccion JUAN VERDEGUER;https://camaras.valencia.es/camaras/visualizador.html?id=10302;"{""coordinates"": [-0.34232845890208613, 39.45944742549954], ""type"": ""Point""}";39.45944742549954, -0.34232845890208613
114729;252.80999756;10707;CF;Si;P.I. GENERAL AVILES - DR. PESET ALEIXANDRE direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=10707;"{""coordinates"": [-0.3856463685403071, 39.489405051030246], ""type"": ""Point""}";39.489405051030246, -0.3856463685403071
114731;71.83000183;10706;CF;Si;P.I. GENERAL AVILES - DR. PESET ALEIXANDRE direccion DR. PESET ALEIXANDRE;https://camaras.valencia.es/camaras/visualizador.html?id=10706;"{""coordinates"": [-0.3864769328337332, 39.489244820712265], ""type"": ""Point""}";39.489244820712265, -0.3864769328337332
114389;84.47000122;05604;CF;No;JAIME BELTRAN - GASPAR AGUILAR direccion URUGUAY;https://camaras.valencia.es/camaras/visualizador.html?id=05604;"{""coordinates"": [-0.39016789135649416, 39.45657362725137], ""type"": ""Point""}";39.45657362725137, -0.39016789135649416
114400;265.45001221;04203;CF;No;TRES FORQUES direccion TRES CRUCES;https://camaras.valencia.es/camaras/visualizador.html?id=04203;"{""coordinates"": [-0.3959115390684776, 39.46407862655743], ""type"": ""Point""}";39.46407862655743, -0.3959115390684776
114402;168.69000244;12004;CF;No;CARRERA MALILLA direccion V-30;https://camaras.valencia.es/camaras/visualizador.html?id=12004;"{""coordinates"": [-0.38022476739748734, 39.445513206755436], ""type"": ""Point""}";39.445513206755436, -0.38022476739748734
114404;235.80999756;12105;CF;No;BULEVAR SUR direccion CARRERA MALILLA;https://camaras.valencia.es/camaras/visualizador.html?id=12105;"{""coordinates"": [-0.3688316684459122, 39.44667708439276], ""type"": ""Point""}";39.44667708439276, -0.3688316684459122
114408;278.17001343;04803;CF;No;PUENTE DE XIRIVELLA direccion A-3 (AUTOVIA DE MADRID);https://camaras.valencia.es/camaras/visualizador.html?id=04803;"{""coordinates"": [-0.4195859096104063, 39.46906301030513], ""type"": ""Point""}";39.46906301030513, -0.4195859096104063
114411;0.0;14307;CF;Si;P.I. TRES FORQUES - CIUDAD ROS CASARES direccion P.I. TRES FORQUES - CIUDAD ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14307;"{""coordinates"": [-0.4143205851435853, 39.46291067808953], ""type"": ""Point""}";39.46291067808953, -0.4143205851435853
114415;213.08000183;14304;CF;Si;P.I TRES FORQUES  - ROS CASARES direccion P.I TRES FORQUES  - ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14304;"{""coordinates"": [-0.41340875444160424, 39.46324497643785], ""type"": ""Point""}";39.46324497643785, -0.41340875444160424
114418;0.0;00504;CF;No;Jesus (de salida);https://camaras.valencia.es/camaras/visualizador.html?id=00504;"{""coordinates"": [-0.3825650433431694, 39.4672317904831], ""type"": ""Point""}";39.4672317904831, -0.3825650433431694
114420;0.0;00806;CF;No;Torres de Serranos  (Pte. del Real);https://camaras.valencia.es/camaras/visualizador.html?id=00806;"{""coordinates"": [-0.37629328913866755, 39.479555742253474], ""type"": ""Point""}";39.479555742253474, -0.37629328913866755
114422;0.0;00909;CF;No;Fdo. el Catolico de salida - Angel Guimer;https://camaras.valencia.es/camaras/visualizador.html?id=00909;"{""coordinates"": [-0.384711376972699, 39.47026824404103], ""type"": ""Point""}";39.47026824404103, -0.384711376972699
114428;238.99000549;07504;CF;No;LA SAFOR direccion MAESTRO RODRIGO;https://camaras.valencia.es/camaras/visualizador.html?id=07504;"{""coordinates"": [-0.39882025351649697, 39.48988331615064], ""type"": ""Point""}";39.48988331615064, -0.39882025351649697
114432;0.0;00405;CF;No;Pont de Fusta;https://camaras.valencia.es/camaras/visualizador.html?id=00405;"{""coordinates"": [-0.3735238876642164, 39.48055603631603], ""type"": ""Point""}";39.48055603631603, -0.3735238876642164
114435;237.47999573;07604;CF;Si;P.I. MAURO GUILLEN - MENENDEZ PIDAL direccion MENENDEZ PIDAL;https://camaras.valencia.es/camaras/visualizador.html?id=07604;"{""coordinates"": [-0.38432927607606854, 39.481590824638516], ""type"": ""Point""}";39.481590824638516, -0.38432927607606854
114436;219.86999512;04204;CF;No;ARCHIDUQUE CARLOS direccion CAMINO NUEVO DE PICARA;https://camaras.valencia.es/camaras/visualizador.html?id=04204;"{""coordinates"": [-0.39588934420943994, 39.464050472118544], ""type"": ""Point""}";39.464050472118544, -0.39588934420943994
114441;241.11999512;04502;CF;No;HERMANOS MARISTAS direccion AUSIAS MARCH;https://camaras.valencia.es/camaras/visualizador.html?id=04502;"{""coordinates"": [-0.36149559229462236, 39.45417168411998], ""type"": ""Point""}";39.45417168411998, -0.36149559229462236
114445;0.0;05905;CF;Si;V-21 direccion P.I. AV.CATALU.A - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05905;"{""coordinates"": [-0.35175405297332196, 39.48130776208002], ""type"": ""Point""}";39.48130776208002, -0.35175405297332196
114447;0.0;05906;CF;S-;V-21 direccion P.I. AV.CATALUiA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05906;"{""coordinates"": [-0.35134939626619577, 39.481610512114486], ""type"": ""Point""}";39.481610512114486, -0.35134939626619577
114474;59.13000107;12605;CF;Si;P.I. FERIA DE MUESTRAS direccion BURJASOT;https://camaras.valencia.es/camaras/visualizador.html?id=12605;"{""coordinates"": [-0.42707776018581756, 39.503057879290495], ""type"": ""Point""}";39.503057879290495, -0.42707776018581756
114495;268.26000977;07904;CF;Si;P.I. GUILLEM DE CASTRO - ANGEL GUIMERA direccion ANGEL GUIMERA;https://camaras.valencia.es/camaras/visualizador.html?id=07904;"{""coordinates"": [-0.38383565039806344, 39.47038033175911], ""type"": ""Point""}";39.47038033175911, -0.38383565039806344
114498;229.25;10204;CF;No;PONT DE L'ASSUT DE L'OR direccion ANTONIO FERRANDIS;https://camaras.valencia.es/camaras/visualizador.html?id=10204;"{""coordinates"": [-0.3478801002971614, 39.456007224837315], ""type"": ""Point""}";39.456007224837315, -0.3478801002971614
114500;230.44999695;10305;CF;No;MENORCA direccion PASEO DE LA ALAMEDA;https://camaras.valencia.es/camaras/visualizador.html?id=10305;"{""coordinates"": [-0.342445447655715, 39.45942100244891], ""type"": ""Point""}";39.45942100244891, -0.342445447655715
114512;348.16000366;04403;CF;No;MANUEL DE FALLA direccion TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=04403;"{""coordinates"": [-0.4058883119213229, 39.47479353250961], ""type"": ""Point""}";39.47479353250961, -0.4058883119213229
114526;69.93000031;01005;CF;No;PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01005;"{""coordinates"": [-0.38983806641872265, 39.47761226499997], ""type"": ""Point""}";39.47761226499997, -0.38983806641872265
114531;28.38999939;01203;CF;No;JESUS direccion RAMON Y CAJAL;https://camaras.valencia.es/camaras/visualizador.html?id=01203;"{""coordinates"": [-0.38666382615257117, 39.46259062012976], ""type"": ""Point""}";39.46259062012976, -0.38666382615257117
114533;148.61999512;01202;CF;No;GIORGETA direccion PERIS Y VALERO;https://camaras.valencia.es/camaras/visualizador.html?id=01202;"{""coordinates"": [-0.3866756463467529, 39.46251079750558], ""type"": ""Point""}";39.46251079750558, -0.3866756463467529
114534;66.90000153;01310;CF;Si;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01310;"{""coordinates"": [-0.3897485876739473, 39.47755548159509], ""type"": ""Point""}";39.47755548159509, -0.3897485876739473
114538;68.90000153;01309;CF;Si;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01309;"{""coordinates"": [-0.390606066168359, 39.477290060980074], ""type"": ""Point""}";39.477290060980074, -0.390606066168359
114540;57.33000183;01307;CF;S.;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01307;"{""coordinates"": [-0.39268965911937587, 39.476515405524424], ""type"": ""Point""}";39.476515405524424, -0.39268965911937587
114543;63.43999863;01303;CF;Si;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01303;"{""coordinates"": [-0.39620450169282423, 39.474912267615665], ""type"": ""Point""}";39.474912267615665, -0.39620450169282423
114546;59.47999954;01304;CF;Si;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01304;"{""coordinates"": [-0.3956523600058189, 39.47518304205107], ""type"": ""Point""}";39.47518304205107, -0.3956523600058189
114557;330.47000122;00502;CF;No;RAMON Y CAJAL direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=00502;"{""coordinates"": [-0.381277721765666, 39.46551102531466], ""type"": ""Point""}";39.46551102531466, -0.381277721765666
114565;240.66000366;03007;CF;Si;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03007;"{""coordinates"": [-0.3916641251317085, 39.47868702742123], ""type"": ""Point""}";39.47868702742123, -0.3916641251317085
114566;0.0;03003;CF;Si;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion P.I. MENENDEZ PIDAL - TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03003;"{""coordinates"": [-0.3898860400373488, 39.479179793733934], ""type"": ""Point""}";39.479179793733934, -0.3898860400373488
114568;0.0;03002;CF;S.;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion P.I. MENENDEZ PIDAL - TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03002;"{""coordinates"": [-0.38928103414370574, 39.47937052261346], ""type"": ""Point""}";39.47937052261346, -0.38928103414370574
114570;0.0;03008;CF;Si;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion P.I. MENENDEZ PIDAL - TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03008;"{""coordinates"": [-0.3929818148186122, 39.47811724053619], ""type"": ""Point""}";39.47811724053619, -0.3929818148186122
114574;78.19000244;03104;CF;No;LLANO DEL REAL direccion MONFORTE;https://camaras.valencia.es/camaras/visualizador.html?id=03104;"{""coordinates"": [-0.3675566259691336, 39.47696163837843], ""type"": ""Point""}";39.47696163837843, -0.3675566259691336
114576;304.1000061;03105;CF;No;SAN PIO V direccion LA TRINIDAD;https://camaras.valencia.es/camaras/visualizador.html?id=03105;"{""coordinates"": [-0.36773796210327014, 39.47692790925207], ""type"": ""Point""}";39.47692790925207, -0.36773796210327014
114594;70.87000275;02005;CF;No;DR. PESET ALEIXANDRE direccion JUAN XXIII;https://camaras.valencia.es/camaras/visualizador.html?id=02005;"{""coordinates"": [-0.3896133935482132, 39.48871488820311], ""type"": ""Point""}";39.48871488820311, -0.3896133935482132
114598;130.83000183;02102;CF;No;PRIMADO REIG direccion ALFAHUIR;https://camaras.valencia.es/camaras/visualizador.html?id=02102;"{""coordinates"": [-0.3737978471645375, 39.4921396737739], ""type"": ""Point""}";39.4921396737739, -0.3737978471645375
114599;195.71000671;02105;CF;No;SAGUNTO - AV. CONSTITUCION direccion MAXIMILIANO THOUS;https://camaras.valencia.es/camaras/visualizador.html?id=02105;"{""coordinates"": [-0.3738682740323803, 39.49212820282178], ""type"": ""Point""}";39.49212820282178, -0.3738682740323803
114605;148.58000183;04904;CF;No;AUSIAS MARCH direccion V-31 (PISTA DE SILLA);https://camaras.valencia.es/camaras/visualizador.html?id=04904;"{""coordinates"": [-0.37097638560289087, 39.45009860726363], ""type"": ""Point""}";39.45009860726363, -0.37097638560289087
114608;132.71000671;05102;CF;No;PRIMADO REIG direccion AV. CATALUNA;https://camaras.valencia.es/camaras/visualizador.html?id=05102;"{""coordinates"": [-0.35684811706883995, 39.4794078555714], ""type"": ""Point""}";39.4794078555714, -0.35684811706883995
114612;327.16000366;05002;CF;No;CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=05002;"{""coordinates"": [-0.39628130153987234, 39.48580284984583], ""type"": ""Point""}";39.48580284984583, -0.39628130153987234
114622;124.98000336;10804;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10804;"{""coordinates"": [-0.3554280229072621, 39.455458878704285], ""type"": ""Point""}";39.455458878704285, -0.3554280229072621
114627;125.86000061;10806;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10806;"{""coordinates"": [-0.3543953651736263, 39.45482746355308], ""type"": ""Point""}";39.45482746355308, -0.3543953651736263
114629;138.3500061;10808;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10808;"{""coordinates"": [-0.3530118911474705, 39.454082737270454], ""type"": ""Point""}";39.454082737270454, -0.3530118911474705
114642;131.69999695;11503;CF;No;DR. TOMAS SALA direccion CARTEROS;https://camaras.valencia.es/camaras/visualizador.html?id=11503;"{""coordinates"": [-0.3947761529404758, 39.44972516195851], ""type"": ""Point""}";39.44972516195851, -0.3947761529404758
114659;329.16000366;06204;CF;Si;P.I. PEREZ GALDOS direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=06204;"{""coordinates"": [-0.39034465478035535, 39.46741143139521], ""type"": ""Point""}";39.46741143139521, -0.39034465478035535
114662;329.73001099;06303;CF;S.;P.I. PIO XII - CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=06303;"{""coordinates"": [-0.3956196474549548, 39.48518344124023], ""type"": ""Point""}";39.48518344124023, -0.3956196474549548
114665;149.02999878;06313;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06313;"{""coordinates"": [-0.3951453432916537, 39.48436661179505], ""type"": ""Point""}";39.48436661179505, -0.3951453432916537
114669;327.44000244;06304;CF;;P.I. PIO XII - CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=06304;"{""coordinates"": [-0.3960902379599284, 39.48583838741152], ""type"": ""Point""}";39.48583838741152, -0.3960902379599284
114675;149.02999878;06308;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06308;"{""coordinates"": [-0.3978834216125768, 39.48817688340491], ""type"": ""Point""}";39.48817688340491, -0.3978834216125768
114687;243.80000305;06903;CF;No;VALLE DE LA BALLESTERA direccion PIO BAROJA;https://camaras.valencia.es/camaras/visualizador.html?id=06903;"{""coordinates"": [-0.3985412098772782, 39.478748215124774], ""type"": ""Point""}";39.478748215124774, -0.3985412098772782
114689;263.92001343;07003;CF;No;TRES FORQUES direccion V-30;https://camaras.valencia.es/camaras/visualizador.html?id=07003;"{""coordinates"": [-0.4057357257249288, 39.463566463905714], ""type"": ""Point""}";39.463566463905714, -0.4057357257249288
114691;0.0;07103;CF;Si;P.I. TIRSO DE MOLINA - MANUAL DE FALLA direccion P.I. TIRSO DE MOLINA - MANUAL DE FALLA;https://camaras.valencia.es/camaras/visualizador.html?id=07103;"{""coordinates"": [-0.39624594186360323, 39.476686852208815], ""type"": ""Point""}";39.476686852208815, -0.39624594186360323
114693;42.06000137;05901;CF;Si;P.I. AV. CATALUeA (SALIDA) direccion V-21;https://camaras.valencia.es/camaras/visualizador.html?id=05901;"{""coordinates"": [-0.3540974266299363, 39.47936498481572], ""type"": ""Point""}";39.47936498481572, -0.3540974266299363
114696;0.0;05908;CF;Si;V-21 direccion P.I. AV.CATALU.A - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05908;"{""coordinates"": [-0.3504445805943233, 39.48201212439131], ""type"": ""Point""}";39.48201212439131, -0.3504445805943233
114717;320.17999268;11102;CF;No;HERMANOS MACHADO direccion CV-30 (RONDA NORTE);https://camaras.valencia.es/camaras/visualizador.html?id=11102;"{""coordinates"": [-0.38647063472127735, 39.497608432964505], ""type"": ""Point""}";39.497608432964505, -0.38647063472127735
114723;59.95000076;10413;CF;Si;P.I. RAMON Y CAJAL - GERMANIAS direccion MARQUES DEL TURIA;https://camaras.valencia.es/camaras/visualizador.html?id=10413;"{""coordinates"": [-0.37783075804087374, 39.46317227198179], ""type"": ""Point""}";39.46317227198179, -0.37783075804087374
114732;144.88999939;10801;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10801;"{""coordinates"": [-0.35710111067856815, 39.457626434235294], ""type"": ""Point""}";39.457626434235294, -0.35710111067856815
114734;239.46000671;07105;CF;Si;P.I. TIRSO DE MOLINA - MANUEL DE FALLA direccion MANUEL DE FALLA;https://camaras.valencia.es/camaras/visualizador.html?id=07105;"{""coordinates"": [-0.39690246434507603, 39.47639472013576], ""type"": ""Point""}";39.47639472013576, -0.39690246434507603
114740;89.11000061;10509;CF;No;ROGER DE LAURIA direccion COLON;https://camaras.valencia.es/camaras/visualizador.html?id=10509;"{""coordinates"": [-0.37625349488527327, 39.46912626604916], ""type"": ""Point""}";39.46912626604916, -0.37625349488527327
114741;327.20001221;10607;CF;No;GENERAL PALANCA direccion PL. TETUAN;https://camaras.valencia.es/camaras/visualizador.html?id=10607;"{""coordinates"": [-0.3686132640049028, 39.472497845782314], ""type"": ""Point""}";39.472497845782314, -0.3686132640049028
114744;326.58999634;02703;CF;No;V-30 direccion XIRIVELLA;https://camaras.valencia.es/camaras/visualizador.html?id=02703;"{""coordinates"": [-0.410911183055943, 39.45125514453843], ""type"": ""Point""}";39.45125514453843, -0.410911183055943
114745;145.1000061;02705;CF;No;V-30 direccion PINEDO;https://camaras.valencia.es/camaras/visualizador.html?id=02705;"{""coordinates"": [-0.410842269144668, 39.45117063771677], ""type"": ""Point""}";39.45117063771677, -0.410842269144668
114747;198.66999817;01503;CF;No;CARDENAL BENLLOCH direccion EDUARDO BOSCA;https://camaras.valencia.es/camaras/visualizador.html?id=01503;"{""coordinates"": [-0.35245056470354835, 39.475358937687886], ""type"": ""Point""}";39.475358937687886, -0.35245056470354835
114750;108.30999756;01504;CF;No;BLASCO IBAnEZ direccion MARINO BLAS DE LEZO;https://camaras.valencia.es/camaras/visualizador.html?id=01504;"{""coordinates"": [-0.3523681794592286, 39.47538264551965], ""type"": ""Point""}";39.47538264551965, -0.3523681794592286
114753;207.03999329;01605;CF;No;ARCHIDUQUE CARLOS direccion TRES FORQUES;https://camaras.valencia.es/camaras/visualizador.html?id=01605;"{""coordinates"": [-0.3925791262762605, 39.46729753557112], ""type"": ""Point""}";39.46729753557112, -0.3925791262762605
114754;100.95999908;01603;CF;No;AV. CID direccion SAN JOSE DE CALASANZ;https://camaras.valencia.es/camaras/visualizador.html?id=01603;"{""coordinates"": [-0.3924820735377127, 39.467334906759476], ""type"": ""Point""}";39.467334906759476, -0.3924820735377127
114758;148.08999634;14308;CF;Si;P.I TRES FORQUES  - ROS CASARES direccion P.I TRES FORQUES  - ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14308;"{""coordinates"": [-0.4143506942796339, 39.46270018030901], ""type"": ""Point""}";39.46270018030901, -0.4143506942796339
114760;276.83999634;01705;CF;No;AV. CID direccion A-3 (AUTOVIA DE MADRID);https://camaras.valencia.es/camaras/visualizador.html?id=01705;"{""coordinates"": [-0.4051829557285739, 39.469868420469446], ""type"": ""Point""}";39.469868420469446, -0.4051829557285739
114764;149.28999329;01802;CF;No;PEREZ GALDOS direccion GIORGETA;https://camaras.valencia.es/camaras/visualizador.html?id=01802;"{""coordinates"": [-0.3880857419068798, 39.464235795171426], ""type"": ""Point""}";39.464235795171426, -0.3880857419068798
114765;243.44999695;01903;CF;No;PECHINA direccion NUEVE DE OCTUBRE;https://camaras.valencia.es/camaras/visualizador.html?id=01903;"{""coordinates"": [-0.39584015063501093, 39.47524067276873], ""type"": ""Point""}";39.47524067276873, -0.39584015063501093
114769;0.0;01406;CF;No;Alameda (Viveros);https://camaras.valencia.es/camaras/visualizador.html?id=01406;"{""coordinates"": [-0.3614038808743015, 39.46925877944268], ""type"": ""Point""}";39.46925877944268, -0.3614038808743015
114770;0.0;01706;CF;No;Tres Cruces - Padre Esteban Pernet (Tres Forques);https://camaras.valencia.es/camaras/visualizador.html?id=01706;"{""coordinates"": [-0.40652273461839356, 39.46745747207884], ""type"": ""Point""}";39.46745747207884, -0.40652273461839356
114775;0.0;02506;CF;No;REGNE DE  VALENCIA - MATIAS PERELLO;https://camaras.valencia.es/camaras/visualizador.html?id=02506;"{""coordinates"": [-0.3647763854481455, 39.462794564847364], ""type"": ""Point""}";39.462794564847364, -0.3647763854481455
114780;0.0;02907;CF;No;Guillem de Castro;https://camaras.valencia.es/camaras/visualizador.html?id=02907;"{""coordinates"": [-0.38308103146988554, 39.48020599619929], ""type"": ""Point""}";39.48020599619929, -0.38308103146988554
114781;0.0;03108;CF;No;Alameda - Pte. de la Exposicien;https://camaras.valencia.es/camaras/visualizador.html?id=03108;"{""coordinates"": [-0.3644213065351017, 39.473866595144266], ""type"": ""Point""}";39.473866595144266, -0.3644213065351017
114791;0.0;05506;CF;No;Islas Canarias - Noguera;https://camaras.valencia.es/camaras/visualizador.html?id=05506;"{""coordinates"": [-0.3419179998852588, 39.46178274851025], ""type"": ""Point""}";39.46178274851025, -0.3419179998852588
114792;0.0;05607;CF;No;Jaime Beltrcn - Carcagente;https://camaras.valencia.es/camaras/visualizador.html?id=05607;"{""coordinates"": [-0.38700454297790166, 39.457348839036705], ""type"": ""Point""}";39.457348839036705, -0.38700454297790166
114793;0.0;05706;CF;No;Ingeniero Fausto Elio - Vte. la Roda;https://camaras.valencia.es/camaras/visualizador.html?id=05706;"{""coordinates"": [-0.3323931595665085, 39.48060311460977], ""type"": ""Point""}";39.48060311460977, -0.3323931595665085
114796;0.0;07206;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07206;"{""coordinates"": [-0.37647413850951983, 39.491438710882456], ""type"": ""Point""}";39.491438710882456, -0.37647413850951983
114797;0.0;07605;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07605;"{""coordinates"": [-0.38565861812543895, 39.48091787360952], ""type"": ""Point""}";39.48091787360952, -0.38565861812543895
114801;0.0;07307;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07307;"{""coordinates"": [-0.40413417297444604, 39.49747774934391], ""type"": ""Point""}";39.49747774934391, -0.40413417297444604
114806;0.0;00204;CF;No;Fdo. el Catolico - Quart (hacia Perez Galdos);https://camaras.valencia.es/camaras/visualizador.html?id=00204;"{""coordinates"": [-0.38852069792035776, 39.47504767937158], ""type"": ""Point""}";39.47504767937158, -0.38852069792035776
114814;0.0;00803;CF;No;Pl. Tetuan (de entrada);https://camaras.valencia.es/camaras/visualizador.html?id=00803;"{""coordinates"": [-0.36985536021575394, 39.47558633852596], ""type"": ""Point""}";39.47558633852596, -0.36985536021575394
114817;0.0;02308;CF;No;Dr. Moliner - Artes Graficas;https://camaras.valencia.es/camaras/visualizador.html?id=02308;"{""coordinates"": [-0.3625903895109373, 39.47665417034697], ""type"": ""Point""}";39.47665417034697, -0.3625903895109373
114823;103.87999725;02503;CF;No;REINO DE VALENCIA direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=02503;"{""coordinates"": [-0.3627632701500874, 39.46246944701488], ""type"": ""Point""}";39.46246944701488, -0.3627632701500874
114832;50.47999954;02405;CF;No;V-21 direccion PORT SAPLAYA;https://camaras.valencia.es/camaras/visualizador.html?id=02405;"{""coordinates"": [-0.35105598336749866, 39.481876698727845], ""type"": ""Point""}";39.481876698727845, -0.35105598336749866
