Òptica / Óptica;Tipus Regulador / Tipo Regulador;Cod. Regulador;Cod. Encreuament / Cod. Cruce;Descripció / Descripción;OBJECTID;geo_shape;geo_point_2d
Led;;;2722;POETA EMILIO BARO - FRANCISCO MARTINEZ;117713;"{""coordinates"": [-0.360480261552852, 39.488343322502146], ""type"": ""Point""}";39.488343322502146, -0.360480261552852
Led;;;2734;PROTECCION BOMBEROS - DANIEL BALACIART;117718;"{""coordinates"": [-0.3542390483889115, 39.48186003068035], ""type"": ""Point""}";39.48186003068035, -0.3542390483889115
Led;;;2801;AVDA. DE LOS NARANJOS - LUIS PEIXC;117719;"{""coordinates"": [-0.33332137746937907, 39.476269150981764], ""type"": ""Point""}";39.476269150981764, -0.33332137746937907
Led;;;2803;AVDA. DE LOS NARANJOS - ESCALANTE;117721;"{""coordinates"": [-0.32971034204731375, 39.475152296224756], ""type"": ""Point""}";39.475152296224756, -0.32971034204731375
Led;;;2809;AVDA. DE LOS NARANJOS - CAMPILLO DE ALTOBUEY;117726;"{""coordinates"": [-0.33578217683879447, 39.47677666336126], ""type"": ""Point""}";39.47677666336126, -0.33578217683879447
Led;;;2813;BLAS DE LEZO - BLASCO IBALEZ;117730;"{""coordinates"": [-0.3351169523406397, 39.470095756226996], ""type"": ""Point""}";39.470095756226996, -0.3351169523406397
Led;;;2816;BLAS DE LEZO - FELIPE DE GAUNA;117731;"{""coordinates"": [-0.3340347618865123, 39.47175295579568], ""type"": ""Point""}";39.47175295579568, -0.3340347618865123
Led;;;2817;Ce CABAoAL - JOSE BALLESTER;117732;"{""coordinates"": [-0.335565360012202, 39.47316585617648], ""type"": ""Point""}";39.47316585617648, -0.335565360012202
Led;;;2821;FAUSTO ELIO - SAN RAFAEL;117735;"{""coordinates"": [-0.3326217971447473, 39.47908318621178], ""type"": ""Point""}";39.47908318621178, -0.3326217971447473
Led;;;2822;FAUSTO ELIO - VICENTE LA RODA;117736;"{""coordinates"": [-0.3323287712714912, 39.480654427546206], ""type"": ""Point""}";39.480654427546206, -0.3323287712714912
Led;;;2903;MALVARROSA - FUERTEVENTURA;117740;"{""coordinates"": [-0.3279564505053859, 39.48131655525208], ""type"": ""Point""}";39.48131655525208, -0.3279564505053859
Led;;;2905;MALVARROSA - VTE. LA RODA;117742;"{""coordinates"": [-0.32793877728922327, 39.479397922752426], ""type"": ""Point""}";39.479397922752426, -0.32793877728922327
Led;;;2908;ISABEL DE VILLENA - INSTITUTO;117745;"{""coordinates"": [-0.3256448649138146, 39.476991804157535], ""type"": ""Point""}";39.476991804157535, -0.3256448649138146
Led;;;2916;EUGENIA VIOES - ACEQUIA CADENA;117752;"{""coordinates"": [-0.32582637278556215, 39.474496692280084], ""type"": ""Point""}";39.474496692280084, -0.32582637278556215
Led;;;2917;REINA - VICENTE GUILLOT;117753;"{""coordinates"": [-0.3280849608577444, 39.473275082937334], ""type"": ""Point""}";39.473275082937334, -0.3280849608577444
Led;;;2919;EUGENIA VICES - EN VICENTE GUILLOT;117754;"{""coordinates"": [-0.32576806373839423, 39.47364303527829], ""type"": ""Point""}";39.47364303527829, -0.32576806373839423
Led;;;2920;EUGENIA VICES - MARINA;117755;"{""coordinates"": [-0.3256871716059658, 39.47272048224155], ""type"": ""Point""}";39.47272048224155, -0.3256871716059658
Led;;;2921;ANTONIO JUAN - RAMON DE ROCAFULL;117756;"{""coordinates"": [-0.3323942261952992, 39.4724976262842], ""type"": ""Point""}";39.4724976262842, -0.3323942261952992
Led;;;2924;REINA - PINTOR FERRANDIS;117759;"{""coordinates"": [-0.3281316182558932, 39.47181629155766], ""type"": ""Point""}";39.47181629155766, -0.3281316182558932
Led;;;3001;EUGENIA VIRES - HISTORIADOR COLOMA;117765;"{""coordinates"": [-0.32569998183089693, 39.470456524252086], ""type"": ""Point""}";39.470456524252086, -0.32569998183089693
Led;;;3002;REINA - CURA PLANELLES;117766;"{""coordinates"": [-0.32855441813199304, 39.470238673879415], ""type"": ""Point""}";39.470238673879415, -0.32855441813199304
Led;;;3004;EUGENIA VIRES - TR. DE PESCADORES;117767;"{""coordinates"": [-0.325725370718316, 39.46933867512908], ""type"": ""Point""}";39.46933867512908, -0.325725370718316
Led;;;3010;REINA - MEDITERRANEO;117770;"{""coordinates"": [-0.32876220623562585, 39.46753920923832], ""type"": ""Point""}";39.46753920923832, -0.32876220623562585
Led;;;3012;EUGENIA VI-ES - MEDITERANEO;117772;"{""coordinates"": [-0.3255038154619348, 39.4673488634418], ""type"": ""Point""}";39.4673488634418, -0.3255038154619348
Led;;;3013;EUGENIA VI-ES - PASSEIG DE NEPTS;117773;"{""coordinates"": [-0.32462824411926844, 39.465732813109035], ""type"": ""Point""}";39.465732813109035, -0.32462824411926844
Led;;;3019;DR. LLUCH - AMPARO GUILLEM;117779;"{""coordinates"": [-0.32800533462324555, 39.46886600199239], ""type"": ""Point""}";39.46886600199239, -0.32800533462324555
Led;;;3022;REINA - JUSTO VILAR;117782;"{""coordinates"": [-0.3288235113248382, 39.467115586325384], ""type"": ""Point""}";39.467115586325384, -0.3288235113248382
Led;;;3024;REINA - TRAVESIA DEL TEATRO;117784;"{""coordinates"": [-0.32894818777075924, 39.46615046344849], ""type"": ""Point""}";39.46615046344849, -0.32894818777075924
Led;;;3026;DR. MARCOS SOPENA - FABRICA;117786;"{""coordinates"": [-0.3272619828848245, 39.46324457469075], ""type"": ""Point""}";39.46324457469075, -0.3272619828848245
Led;;;3028;MEDITERRANEO - COLEGIO P.P.;117787;"{""coordinates"": [-0.3257671392931931, 39.46737140933715], ""type"": ""Point""}";39.46737140933715, -0.3257671392931931
Led;;;3101;AVDA. DEL PUERTO - SERRERIA;117792;"{""coordinates"": [-0.33851931023435244, 39.46205324233071], ""type"": ""Point""}";39.46205324233071, -0.33851931023435244
Led;;;3102;ISLAS CANARIAS - IBIZA;117793;"{""coordinates"": [-0.3392401578327171, 39.461536430143944], ""type"": ""Point""}";39.461536430143944, -0.3392401578327171
Led;;;3103;AVDA. DEL PUERTO - ISLAS CANARIAS;117794;"{""coordinates"": [-0.3373087250558789, 39.46125571405089], ""type"": ""Point""}";39.46125571405089, -0.3373087250558789
Led;;;3107;ARQUITECTO ALFARO - JOSE AGUIRRE;117798;"{""coordinates"": [-0.3356641751627719, 39.461902958368505], ""type"": ""Point""}";39.461902958368505, -0.3356641751627719
Led;;;3112;PUENTE DE ASTILLEROS - PARQUE NAZARET;117802;"{""coordinates"": [-0.3320325881468091, 39.45231919537424], ""type"": ""Point""}";39.45231919537424, -0.3320325881468091
Led;;;3113;MAYOR - PTE. ASTILLEROS;117803;"{""coordinates"": [-0.3333979155198455, 39.45239395166035], ""type"": ""Point""}";39.45239395166035, -0.3333979155198455
Led;;;3115;CNO. DEL CANAL - CASTELL DE POP;117804;"{""coordinates"": [-0.3354649164815837, 39.448236337659694], ""type"": ""Point""}";39.448236337659694, -0.3354649164815837
Led;;;3130;J.J. DOMINE NT 12  (PASO DE PEATONES);117811;"{""coordinates"": [-0.3312641389341474, 39.46173776774931], ""type"": ""Point""}";39.46173776774931, -0.3312641389341474
Led;;;3202;PAVIA - TRAVESIA DE PESCADORES;117813;"{""coordinates"": [-0.32486215195925655, 39.4692952941355], ""type"": ""Point""}";39.4692952941355, -0.32486215195925655
Led;;;3203;PAVIA - HISTORIADOR COLOMA;117814;"{""coordinates"": [-0.32485832187061786, 39.470277877735604], ""type"": ""Point""}";39.470277877735604, -0.32485832187061786
Led;;;3206;PAVIA - EN VICENTE GUILLOT;117817;"{""coordinates"": [-0.32481522007820574, 39.47320715283578], ""type"": ""Point""}";39.47320715283578, -0.32481522007820574
Led;;;3302;PLAZA ARMADA ESPAVOLA;117824;"{""coordinates"": [-0.32928170158748715, 39.46328362052476], ""type"": ""Point""}";39.46328362052476, -0.32928170158748715
