objectid;Código;Bocas;Situación;Estado;Tipo calle;Calle;Número;APERTURA;M_DERECHA;M_INFERIOR;M_IZQUIERDA;OPERATIVO;geo_shape;geo_point_2d
3847;H791;3 O 70;U;O;C;DOCTOR NICASIO BENLLOCH;FRONT 102;D;;;783.0;S;"{""coordinates"": [-0.39777134480613513, 39.49273339489762], ""type"": ""Point""}";39.49273339489762, -0.39777134480613513
3848;H794;3 O 70;U;O;C;EL VALLE DE AYORA;7 Acc;D;;1.0;;S;"{""coordinates"": [-0.3984830457944604, 39.4921700746675], ""type"": ""Point""}";39.4921700746675, -0.3984830457944604
3849;H800;3 O 70;U;O;Avd;CORTS VALENCIANES;17;D;;1.0;;S;"{""coordinates"": [-0.39916855717942085, 39.489405511113205], ""type"": ""Point""}";39.489405511113205, -0.39916855717942085
3435;H320;3 O 70;U;O;C;CIRILO AMOROS;16;D;;3.0;1.0;S;"{""coordinates"": [-0.3730960733745506, 39.46656214936149], ""type"": ""Point""}";39.46656214936149, -0.3730960733745506
3438;H393;3 O 70;U;O;C;COLON;13;I;3.0;2.0;;S;"{""coordinates"": [-0.37332075484153193, 39.46830697960935], ""type"": ""Point""}";39.46830697960935, -0.37332075484153193
3445;H255;3 O 70;U;O;C;SAN VICENTE MARTIR;77y79;I;0.7;0.3;;S;"{""coordinates"": [-0.38016396600997887, 39.467525733394524], ""type"": ""Point""}";39.467525733394524, -0.38016396600997887
3453;H30;3 O 70;U;O;AV;PUERTO;265;D;1.0;4.0;;S;"{""coordinates"": [-0.33574986517917166, 39.46102961459609], ""type"": ""Point""}";39.46102961459609, -0.33574986517917166
3457;H433;3 O 70;U;O;C;SANTOS JUSTO Y PASTOR;146;I;;1.5;;S;"{""coordinates"": [-0.33751390538453746, 39.46647906697278], ""type"": ""Point""}";39.46647906697278, -0.33751390538453746
3461;H542;3 O 70;U;O;C;FRANCISCO BALDOMA;--;D;;0.5;;S;"{""coordinates"": [-0.3335083713203577, 39.46529387869701], ""type"": ""Point""}";39.46529387869701, -0.3335083713203577
3464;H199;3 O 70;U;O;C;VICENTE BRULL;Pares;I;;1.0;0.5;S;"{""coordinates"": [-0.3328718610512542, 39.46396464795452], ""type"": ""Point""}";39.46396464795452, -0.3328718610512542
3467;H979;3 O 70;U;O;C;RIO JALON;2;D;;2.0;;S;"{""coordinates"": [-0.33838095972997306, 39.46410618651906], ""type"": ""Point""}";39.46410618651906, -0.33838095972997306
3477;H891;3 O 70;U;O;Avd;Tres Cruces;141;D;;1.0;;S;"{""coordinates"": [-0.396089004371138, 39.451067990860786], ""type"": ""Point""}";39.451067990860786, -0.396089004371138
3481;H123;3 O 70;U;O;C;SAN VICENTE MARTIR;41;D;;1.5;;S;"{""coordinates"": [-0.3775193178588152, 39.4711778268324], ""type"": ""Point""}";39.4711778268324, -0.3775193178588152
3482;H982;3 O 70;U;O;C;MUSICO PEYDRO;34ACC;D;;1.0;;S;"{""coordinates"": [-0.3785409113873175, 39.47137694426276], ""type"": ""Point""}";39.47137694426276, -0.3785409113873175
3484;H207;3 O 70;U;O;AV;BLASCO IBAÑEZ;15-17;I;;8.5;;S;"{""coordinates"": [-0.3626650409282432, 39.478815500770494], ""type"": ""Point""}";39.478815500770494, -0.3626650409282432
3487;H290;3 O 70;U;O;AV;BLASCO IBAÑEZ;21;D;;3.0;;S;"{""coordinates"": [-0.3606560358450278, 39.478198335248564], ""type"": ""Point""}";39.478198335248564, -0.3606560358450278
3490;H630;3 O 70;U;O;Avd;MENENDEZ Y PELAYO;19 Dup.;D;;1.5;3.0;S;"{""coordinates"": [-0.35894192238978534, 39.47889627061207], ""type"": ""Point""}";39.47889627061207, -0.35894192238978534
3491;H440;3 O 70;U;O;AV;MENENDEZ Y PELAYO;s/n;D;;0.5;;S;"{""coordinates"": [-0.3619541612251014, 39.47961838755668], ""type"": ""Point""}";39.47961838755668, -0.3619541612251014
3495;H424;3 O 70;U;O;AV;PRIMADO REIG;183;I;;1.5;;S;"{""coordinates"": [-0.3572502097276584, 39.47986344796688], ""type"": ""Point""}";39.47986344796688, -0.3572502097276584
3518;H1085;3 O 70;U;O;C;GORGOS;9;D;;25.0;;S;"{""coordinates"": [-0.3540206131217582, 39.477455964998704], ""type"": ""Point""}";39.477455964998704, -0.3540206131217582
3525;H748;3 O 70;U;O;C;DANIEL BALACIART;s/n;D;;;;S;"{""coordinates"": [-0.35409891369184576, 39.48191652286311], ""type"": ""Point""}";39.48191652286311, -0.35409891369184576
3529;H470;3 O 70;U;O;C;Metge Diógenes López Mecho;S/N;D;;4.0;;S;"{""coordinates"": [-0.3539975220165156, 39.483794466484376], ""type"": ""Point""}";39.483794466484376, -0.3539975220165156
3532;H1087;3 O 70;U;O;;CONDE DE SALVATIERRA;41;D;;1.0;;S;"{""coordinates"": [-0.3670964511663981, 39.46822277575247], ""type"": ""Point""}";39.46822277575247, -0.3670964511663981
3536;H674;3 O 70;U;O;C;Josep Bea i Izquierdo;Impares;D;;;1.5;S;"{""coordinates"": [-0.3960259023429316, 39.488004806273146], ""type"": ""Point""}";39.488004806273146, -0.3960259023429316
3540;H531;3 O 70;U;O;C;AMICS DEL CORPUS;1;D;2.0;3.0;;S;"{""coordinates"": [-0.39341170148992805, 39.48924234320125], ""type"": ""Point""}";39.48924234320125, -0.39341170148992805
3541;H106;3 O 70;U;O;C;SAGUNTO;103;D;;4.1;;S;"{""coordinates"": [-0.37505792801828175, 39.48674011888795], ""type"": ""Point""}";39.48674011888795, -0.37505792801828175
2915;H319;3 O 70;U;O;C;CISCAR;18;I;;2.5;;S;"{""coordinates"": [-0.36608388915548107, 39.466557754152696], ""type"": ""Point""}";39.466557754152696, -0.36608388915548107
2920;H138;1 O 70;U;O;G.V.;MARQUES DEL TURIA;18;D;2.5;2.0;;S;"{""coordinates"": [-0.37109594233635734, 39.465752407643684], ""type"": ""Point""}";39.465752407643684, -0.37109594233635734
2937;H1055;3 O 70;U;O;Passeig;Albereda;s/n;D;;5.0;;S;"{""coordinates"": [-0.35246131668814645, 39.45970843165588], ""type"": ""Point""}";39.45970843165588, -0.35246131668814645
2938;H1115;3 O 70;U;O;C;"VICENTE BELTRAN GRIMAL ""ESCULTOR""";18 Acc;D;;2.0;;S;"{""coordinates"": [-0.3492011191938167, 39.46051197558804], ""type"": ""Point""}";39.46051197558804, -0.3492011191938167
2939;H704;3 O 70;U;O;Avd;FRANCIA;13;D;;;;S;"{""coordinates"": [-0.3521407658535399, 39.460592475083516], ""type"": ""Point""}";39.460592475083516, -0.3521407658535399
2944;H1031;3 O 70;U;O;C;"VICENTE BELTRAN GRIMAL ""ESCULTOR""";6;D;;2.0;;S;"{""coordinates"": [-0.3486498976397176, 39.46195372312937], ""type"": ""Point""}";39.46195372312937, -0.3486498976397176
2945;H266;3 O 70;U;O;C;BALEARES;44 Acc;D;;;;S;"{""coordinates"": [-0.3499572067800356, 39.46136917862656], ""type"": ""Point""}";39.46136917862656, -0.3499572067800356
2952;H1005;3 O 70;U;O;C;LEBON;4-6 Acc;D;;;2.0;S;"{""coordinates"": [-0.3505987902680456, 39.46403692560045], ""type"": ""Point""}";39.46403692560045, -0.3505987902680456
2953;H957;3 O 70;U;O;C;ISLAS CANARIAS;78;I;;0.5;1.0;S;"{""coordinates"": [-0.3507421924841318, 39.46495663872832], ""type"": ""Point""}";39.46495663872832, -0.3507421924841318
2956;H527;3 O 70;U;O;C;RIO ESCALONA;5;D;1.0;2.5;;S;"{""coordinates"": [-0.3533464609107546, 39.46516567637536], ""type"": ""Point""}";39.46516567637536, -0.3533464609107546
2965;H378;3 O 70;U;O;C;DOCTOR MANUEL CANDELA;21;D;;3.0;;S;"{""coordinates"": [-0.3508776599777667, 39.46702196868342], ""type"": ""Point""}";39.46702196868342, -0.3508776599777667
2968;H708;3 O 70;U;O;C;MENORCA;14 Acc;D;;;;S;"{""coordinates"": [-0.3429498976891514, 39.459344827341816], ""type"": ""Point""}";39.459344827341816, -0.3429498976891514
2970;H709;3 O 70;U;O;Avd;FRANCIA;Parells;D;;;;S;"{""coordinates"": [-0.34726026063078774, 39.45897345067318], ""type"": ""Point""}";39.45897345067318, -0.34726026063078774
2971;H705;3 O 70;U;O;Avd;FRANCIA;Impares;D;;;;S;"{""coordinates"": [-0.3484566993312517, 39.45979483203751], ""type"": ""Point""}";39.45979483203751, -0.3484566993312517
2979;H76;3 O 70;U;O;C;PERIS BRELL;1;D;5.0;1.5;;S;"{""coordinates"": [-0.3478483578486272, 39.46468787322196], ""type"": ""Point""}";39.46468787322196, -0.3478483578486272
2982;H237;3 O 70;U;O;C;MUÑIZ Y H. DE ALBA;9;I;;0.5;3.0;S;"{""coordinates"": [-0.3468404101043873, 39.46528711934599], ""type"": ""Point""}";39.46528711934599, -0.3468404101043873
2984;H222;1 O 70;U;O;C;PERIS BRELL;8;I;;1.0;;S;"{""coordinates"": [-0.34738889215986557, 39.465332639067036], ""type"": ""Point""}";39.465332639067036, -0.34738889215986557
2985;H196;3 O 70;U;O;C;INDUSTRIA;42 acc;I;;4.0;6.0;S;"{""coordinates"": [-0.3425927729984318, 39.466128509579946], ""type"": ""Point""}";39.466128509579946, -0.3425927729984318
2987;H502;3 O 70;U;O;C;MAESTRO VALLS;12;D;;1.5;;S;"{""coordinates"": [-0.3421367128210908, 39.46403916551957], ""type"": ""Point""}";39.46403916551957, -0.3421367128210908
2989;H230;3 O 70;U;O;C;SAMUEL ROS;17 Acc;I;;2.5;;S;"{""coordinates"": [-0.34583727233067035, 39.4623456715185], ""type"": ""Point""}";39.4623456715185, -0.34583727233067035
2665;H1263;3 O 70;U;O;Avd;Levante UD;1 Acc;D;;1.0;;S;"{""coordinates"": [-0.3912507960161948, 39.49474844412688], ""type"": ""Point""}";39.49474844412688, -0.3912507960161948
2670;H1258;3 O 70;U;O;C;Manuel Melia i Fuster (Don Pio);20;D;;1.0;;S;"{""coordinates"": [-0.389633220308122, 39.497868522749364], ""type"": ""Point""}";39.497868522749364, -0.389633220308122
2674;H1252;3 O 70;U;O;C;SALVADOR CERVERO;24;D;;1.0;;S;"{""coordinates"": [-0.38929593837139165, 39.49976325679291], ""type"": ""Point""}";39.49976325679291, -0.38929593837139165
2678;H1532;1 O 70;U;O;C;LINTERNA;S/N;D;1.5;;16.0;S;"{""coordinates"": [-0.37904178266347566, 39.47230667082353], ""type"": ""Point""}";39.47230667082353, -0.37904178266347566
2685;H1220;3 O 70;U;O;Avd;Profesor López Piñero;Imparells;D;;6.0;;S;"{""coordinates"": [-0.3514314754204735, 39.45388395518547], ""type"": ""Point""}";39.45388395518547, -0.3514314754204735
2688;H1164;3 O 70;U;O;Cno.;De la Caldera;s/n;D;;2.0;;S;"{""coordinates"": [-0.4100819500590251, 39.47621906293281], ""type"": ""Point""}";39.47621906293281, -0.4100819500590251
2689;H1163;3 O 70;U;O;Vial;Oest Parc Capçalera;s/n;D;;2.0;;S;"{""coordinates"": [-0.4097374286483381, 39.47805314133144], ""type"": ""Point""}";39.47805314133144, -0.4097374286483381
2692;H1216;1 O 70;U;O;C;YESA, LA;5;D;;0.5;;S;"{""coordinates"": [-0.4257875726249365, 39.499000085766205], ""type"": ""Point""}";39.499000085766205, -0.4257875726249365
2695;H1305;3 O 70;U;O;C;RAMON ASENSIO;Pares;D;;7.5;;S;"{""coordinates"": [-0.3576981860250481, 39.483300557540524], ""type"": ""Point""}";39.483300557540524, -0.3576981860250481
2717;H648;3 O 70;U;O;C;GENERAL URRUTIA;65;D;;0.5;;S;"{""coordinates"": [-0.36105579145973554, 39.453953073170574], ""type"": ""Point""}";39.453953073170574, -0.36105579145973554
2721;H660;3 O 70;U;O;Avd;ALCALDE GISBERT RICO;33;D;;1.5;;S;"{""coordinates"": [-0.3610985912236606, 39.45479552952089], ""type"": ""Point""}";39.45479552952089, -0.3610985912236606
2997;H716;3 O 70;U;O;C;AMADEO ROCA ´PINTOR´;1acc;D;;;;S;"{""coordinates"": [-0.3450119970690594, 39.456604416150604], ""type"": ""Point""}";39.456604416150604, -0.3450119970690594
3000;H717;3 O 70;U;O;Avd;FRANCIA;58;D;;;;S;"{""coordinates"": [-0.34382713576730883, 39.45824369417044], ""type"": ""Point""}";39.45824369417044, -0.34382713576730883
3008;H638;3 O 70;U;O;AV;CARLOS MARX;s/n;D;;1.5;2.0;S;"{""coordinates"": [-0.37823484358666437, 39.43131540676441], ""type"": ""Point""}";39.43131540676441, -0.37823484358666437
3010;H639;3 O 70;U;O;C;GUADALQUIVIR;73;D;;3.0;;S;"{""coordinates"": [-0.37740678750930895, 39.428542380217294], ""type"": ""Point""}";39.428542380217294, -0.37740678750930895
3012;H694;3 O 70;P;O;C;REDOLINS;72;D;1.0;0.5;;S;"{""coordinates"": [-0.318283078821451, 39.30730727553876], ""type"": ""Point""}";39.30730727553876, -0.318283078821451
2659;H1269;3 O 70;U;O;;CARLOS CORTINA;s/n;D;;1.0;;S;"{""coordinates"": [-0.3906480872094046, 39.500082398446466], ""type"": ""Point""}";39.500082398446466, -0.3906480872094046
2663;H1265;3 O 70;U;O;Avd;Levante UD;Impares;D;;1.0;;S;"{""coordinates"": [-0.3890343338237671, 39.49611846157745], ""type"": ""Point""}";39.49611846157745, -0.3890343338237671
2877;H579;1 O 70;U;O;C;PIVEROT, EL;6;D;;1.5;;S;"{""coordinates"": [-0.3336872393209711, 39.38407711526111], ""type"": ""Point""}";39.38407711526111, -0.3336872393209711
2879;H581;1 O 70;U;O;C;SEQUIA DEL REI;--;D;;1.0;;S;"{""coordinates"": [-0.33297942300870553, 39.38460754773378], ""type"": ""Point""}";39.38460754773378, -0.33297942300870553
2880;H582;1 O 70;U;O;C;SEQUIA DEL REI;2;D;;0.5;;S;"{""coordinates"": [-0.3323018600612486, 39.384706227534856], ""type"": ""Point""}";39.384706227534856, -0.3323018600612486
2886;H464;3 O 70;U;O;C;PINTOR MONLEON;6-8;I;;2.0;;S;"{""coordinates"": [-0.35826062776518647, 39.465449708664984], ""type"": ""Point""}";39.465449708664984, -0.35826062776518647
2891;H293;3 O 70;U;O;PSO;ALAMEDA;30;D;;1.0;;S;"{""coordinates"": [-0.36025323831256933, 39.46654015870897], ""type"": ""Point""}";39.46654015870897, -0.36025323831256933
2897;H731;3 O 70;U;O;C;MATIAS PERELLO;30;D;;1.5;;S;"{""coordinates"": [-0.36737338557689614, 39.46156539989539], ""type"": ""Point""}";39.46156539989539, -0.36737338557689614
2900;H492;3 O 70;U;O;C;POETA AL RUSSAFI;4;I;;0.5;;S;"{""coordinates"": [-0.3705830761885265, 39.461026041622134], ""type"": ""Point""}";39.461026041622134, -0.3705830761885265
2901;H224;3 O 70;U;O;C;FRANCISCO SEMPERE;3;I;;2.5;;S;"{""coordinates"": [-0.370938428882078, 39.46065647699126], ""type"": ""Point""}";39.46065647699126, -0.370938428882078
3981;H1421;3 O 70;U;O;C;CLARIANO;Pares;D;;2.0;;S;"{""coordinates"": [-0.35105710881463026, 39.4798243061659], ""type"": ""Point""}";39.4798243061659, -0.35105710881463026
4009;H1691;3 O 70;U;O;Calle;en proyecto sector fuente san luis;s/n;D;;;;S;"{""coordinates"": [-0.37921237553179954, 39.43958911899876], ""type"": ""Point""}";39.43958911899876, -0.37921237553179954
4016;H1639;3 O 70;U;O;Calle;Florence Nightingale;s/n;D;;;;S;"{""coordinates"": [-0.38472957919816103, 39.44059477983329], ""type"": ""Point""}";39.44059477983329, -0.38472957919816103
3866;H727;3 O 70;U;O;C;CAMP DE TURIA;2acc;D;;4.0;;S;"{""coordinates"": [-0.40128248985124343, 39.49543910413363], ""type"": ""Point""}";39.49543910413363, -0.40128248985124343
3867;H724;3 O 70;U;O;C;PORTS, ELS;s/n;D;;2.0;;S;"{""coordinates"": [-0.4028770598925261, 39.49584857684182], ""type"": ""Point""}";39.49584857684182, -0.4028770598925261
3870;H588;3 O 70;U;O;C;PAROT, EL;2;D;4.0;1.5;;S;"{""coordinates"": [-0.39549907599434786, 39.50035857818052], ""type"": ""Point""}";39.50035857818052, -0.39549907599434786
3853;H798;3 O 70;U;O;Avd;CORTS VALENCIANES;37;D;;1.5;;S;"{""coordinates"": [-0.40052558615693246, 39.4913054207796], ""type"": ""Point""}";39.4913054207796, -0.40052558615693246
3854;H804;3 O 70;U;O;C;MARINA ALTA;s/n;D;;1.5;9.0;S;"{""coordinates"": [-0.40291833585720255, 39.49149538176773], ""type"": ""Point""}";39.49149538176773, -0.40291833585720255
3857;H910;3 O 70;U;O;C;La Marina Alta;6;D;;;;S;"{""coordinates"": [-0.40346238586011424, 39.49304504662775], ""type"": ""Point""}";39.49304504662775, -0.40346238586011424
3863;H896;3 O 70;U;O;Avd;CORTS VALENCIANES;s/n;D;;;;S;"{""coordinates"": [-0.40161509796624323, 39.49416600448327], ""type"": ""Point""}";39.49416600448327, -0.40161509796624323
3885;H399;3 O 70;U;O;C;GUILLEM DE CASTRO;118;D;;5.0;;S;"{""coordinates"": [-0.3830985818315423, 39.47965582795438], ""type"": ""Point""}";39.47965582795438, -0.3830985818315423
3887;H353;3 O 70;U;O;C;GUILLEM DE CASTRO;134;D;;1.5;;S;"{""coordinates"": [-0.382711242827435, 39.48049720131342], ""type"": ""Point""}";39.48049720131342, -0.382711242827435
3893;H235;3 O 70;U;O;AV;BURJASOT;7;I;;2.70000005;;S;"{""coordinates"": [-0.38249394444545787, 39.48306525374053], ""type"": ""Point""}";39.48306525374053, -0.38249394444545787
3895;H127;3 O 70;U;O;Avd;BURJASOT;23;D;;1.60000002;;S;"{""coordinates"": [-0.3836337487376322, 39.48383826519207], ""type"": ""Point""}";39.48383826519207, -0.3836337487376322
3896;H291;3 O 70;U;O;C;MALAGA;22;D;;0.5;;S;"{""coordinates"": [-0.38341861254617804, 39.48426491502961], ""type"": ""Point""}";39.48426491502961, -0.38341861254617804
3900;H1573;3 O 70;U;O;GV;FERNANDO EL CATOLICO;54;D;1.5;1.5;;S;"{""coordinates"": [-0.38683811225269216, 39.4733113889454], ""type"": ""Point""}";39.4733113889454, -0.38683811225269216
3902;H1571;3 O 70;U;O;;Puerto Autónomo de Valencia;s/n;D;;;;S;"{""coordinates"": [-0.3288732513586889, 39.46231598253096], ""type"": ""Point""}";39.46231598253096, -0.3288732513586889
3903;H1614;3 O 70;U;O;carrer;Suïssa;12;D;6.0;1.0;;S;"{""coordinates"": [-0.33835814608721293, 39.45303187320681], ""type"": ""Point""}";39.45303187320681, -0.33835814608721293
3907;Z233;3 O 100;F;O;Avenida;GOLA DE PUJOL;18;D;;;;S;"{""coordinates"": [-0.3218450049560191, 39.352260588009095], ""type"": ""Point""}";39.352260588009095, -0.3218450049560191
4053;H1699;3 O 70;U;O;Calle;del Forners de Castellar;s/n;D;;;;S;"{""coordinates"": [-0.3737438726999643, 39.437671058844366], ""type"": ""Point""}";39.437671058844366, -0.3737438726999643
4054;H1688;3 O 70;U;O;Calle;en proyecto sector fuente san luis;s/n;D;;;;S;"{""coordinates"": [-0.3746033806009014, 39.43996378250995], ""type"": ""Point""}";39.43996378250995, -0.3746033806009014
4058;H1692;3 O 70;U;O;Calle;en proyecto sector fuente san luis;s/n;D;;;;S;"{""coordinates"": [-0.37768874846757017, 39.43916591862982], ""type"": ""Point""}";39.43916591862982, -0.37768874846757017
4059;H1697;3 O 70;U;O;Calle;del Forners de Castellar;s/n;D;;;;S;"{""coordinates"": [-0.37767864482521485, 39.43807690145163], ""type"": ""Point""}";39.43807690145163, -0.37767864482521485
4069;H1425;3 O 70;U;O;C;FILIPINAS;19 Acc.;D;;35.0;;S;"{""coordinates"": [-0.3774956088353284, 39.45969538096662], ""type"": ""Point""}";39.45969538096662, -0.3774956088353284
4071;H1361;3 O 70;P;O;Pl;CANOVAS DEL CASTILLO;s/n;D;;1.5;;S;"{""coordinates"": [-0.3657099592105957, 39.4680702679891], ""type"": ""Point""}";39.4680702679891, -0.3657099592105957
4074;H1569;3 O 70;U;O;C;Alcalà de Chivert;parells;D;;;;S;"{""coordinates"": [-0.3901601630881683, 39.44121163816681], ""type"": ""Point""}";39.44121163816681, -0.3901601630881683
4156;H1549;3 O 70;U;O;C;SOLLANA;FTE 8;D;;0.5;;S;"{""coordinates"": [-0.3699296412189409, 39.45203744095902], ""type"": ""Point""}";39.45203744095902, -0.3699296412189409
4157;H1525;3 O 70;P;O;Plza.;MIGUEL ASINS ARBO (COMPOSITOR);1 Acc;D;;1.0;;S;"{""coordinates"": [-0.3577569793089163, 39.455439662456875], ""type"": ""Point""}";39.455439662456875, -0.3577569793089163
4158;H1528;1 O 70;U;O;CALLE;ZURRADORES;15;D;0.5;1.0;;S;"{""coordinates"": [-0.3769281445379519, 39.47533565539893], ""type"": ""Point""}";39.47533565539893, -0.3769281445379519
4163;H1624;3 O 70;U;O;Calle;Isabel de Villena;frente nº 31;D;;;;S;"{""coordinates"": [-0.32568473809950116, 39.47648303556931], ""type"": ""Point""}";39.47648303556931, -0.32568473809950116
4170;H1359;3 O 70;U;O;Avd;REAL DE MADRID;57;D;;0.5;1.0;S;"{""coordinates"": [-0.3915786054789238, 39.43277859170222], ""type"": ""Point""}";39.43277859170222, -0.3915786054789238
4173;H1596;3 O 70;U;O;C;PEATONAL;s/n;D;;;;S;"{""coordinates"": [-0.3755363791529523, 39.44618656668626], ""type"": ""Point""}";39.44618656668626, -0.3755363791529523
4176;H1409;1 O 70;U;O;C;EUGENIA VIÑES;s/n;D;;1.0;;S;"{""coordinates"": [-0.3242747405387007, 39.46441394011919], ""type"": ""Point""}";39.46441394011919, -0.3242747405387007
4188;H1474;3 O 70;U;O;C;ARABISTA AMBROSIO HUICI;26;D;;;;S;"{""coordinates"": [-0.36074310133419607, 39.45615846058671], ""type"": ""Point""}";39.45615846058671, -0.36074310133419607
4245;H1444;3 O 70;U;O;Avd;TRES CRUCES;Impares;D;;5.0;1439.0;S;"{""coordinates"": [-0.40062687883778575, 39.4562034788889], ""type"": ""Point""}";39.4562034788889, -0.40062687883778575
4021;H1460;3 O 70;U;O;C;Ep. Sector la Torre E;sIn;D;;;;S;"{""coordinates"": [-0.3989066978232229, 39.43333594804644], ""type"": ""Point""}";39.43333594804644, -0.3989066978232229
4024;H1377;1 O 70;P;O;C;L'HORT DE L'ESCALA;16;D;;1.0;;S;"{""coordinates"": [-0.41067280632536024, 39.53855482915747], ""type"": ""Point""}";39.53855482915747, -0.41067280632536024
4027;H1548;3 O 70;U;O;Avd;Baleares;Impares;D;1.20000005;0.60000002;;S;"{""coordinates"": [-0.35605516927653913, 39.463606014610896], ""type"": ""Point""}";39.463606014610896, -0.35605516927653913
4030;H1684;3 O 70;U;O;Calle;Manolo Taberner;24a y 26b;D;;;;S;"{""coordinates"": [-0.3978668792255134, 39.47235054078294], ""type"": ""Point""}";39.47235054078294, -0.3978668792255134
4031;H1627;3 O 70;U;O;Calle;Pintor Villar con C. Almassora;;D;;;;S;"{""coordinates"": [-0.37220502526725185, 39.48238240579461], ""type"": ""Point""}";39.48238240579461, -0.37220502526725185
4038;H1527;3 O 70;U;O;C;Salavert;13 Acc;D;;2.0;1.0;S;"{""coordinates"": [-0.3939883719609713, 39.46266986944305], ""type"": ""Point""}";39.46266986944305, -0.3939883719609713
3967;H1498;3 O 70;U;O;C;Casa Maicalles;s/n;D;;2.0;;S;"{""coordinates"": [-0.39406404717593957, 39.43134485637008], ""type"": ""Point""}";39.43134485637008, -0.39406404717593957
3968;H1499;3 O 70;U;O;Cno.;SABONER;s/n;D;;1.5;;N;"{""coordinates"": [-0.39562348144157994, 39.431608189336416], ""type"": ""Point""}";39.431608189336416, -0.39562348144157994
3969;H1500;3 O 70;U;O;C;Ep la Torre Sector A;s/n;D;;1.0;;S;"{""coordinates"": [-0.3973752041014965, 39.43114754751876], ""type"": ""Point""}";39.43114754751876, -0.3973752041014965
4207;H1459;3 O 70;U;O;C;Ep Barraques de Llacer;3;D;;;;S;"{""coordinates"": [-0.3975355359438074, 39.43388433018111], ""type"": ""Point""}";39.43388433018111, -0.3975355359438074
4215;H1239;3 O 70;U;O;C;PI BLANC;s/n;D;;1.0;;S;"{""coordinates"": [-0.38135712628134244, 39.429928009603486], ""type"": ""Point""}";39.429928009603486, -0.38135712628134244
4223;H1489;3 O 70;U;O;C;Castell de Corbera;Pares;D;;3.0;;S;"{""coordinates"": [-0.3937838831241017, 39.435585517247944], ""type"": ""Point""}";39.435585517247944, -0.3937838831241017
4227;H1430;3 O 70;U;O;C;CAMPOS CRESPO;18;D;;2.0;4.0;S;"{""coordinates"": [-0.39456492841118035, 39.45633463020977], ""type"": ""Point""}";39.45633463020977, -0.39456492841118035
4231;H1451;3 O 70;U;O;Avd;BLASCO IBAÑEZ;134;D;;3.0;;S;"{""coordinates"": [-0.34557494420356805, 39.47282943216012], ""type"": ""Point""}";39.47282943216012, -0.34557494420356805
4234;H1289;3 O 70;U;O;C;LINARES;1;D;;1.0;1.0;S;"{""coordinates"": [-0.3922010871362702, 39.46884597577523], ""type"": ""Point""}";39.46884597577523, -0.3922010871362702
4235;H1328;3 O 70;U;O;C;ANDILLA;29;D;;1.0;;S;"{""coordinates"": [-0.42223102247907013, 39.50343899856102], ""type"": ""Point""}";39.50343899856102, -0.42223102247907013
4236;H1520;3 O 70;U;O;C;María Moliner;Impares;D;;1.0;;S;"{""coordinates"": [-0.336620531806177, 39.44254176843994], ""type"": ""Point""}";39.44254176843994, -0.336620531806177
4240;H1250;3 O 70;U;O;C;Salvador Cervero;4 Acc;D;;1.0;;S;"{""coordinates"": [-0.3928596494847998, 39.49762057532143], ""type"": ""Point""}";39.49762057532143, -0.3928596494847998
4243;H1441;3 O 70;U;O;Avd;José Roca i Coll;20;D;;1.5;;S;"{""coordinates"": [-0.3984951916534595, 39.45947223150425], ""type"": ""Point""}";39.45947223150425, -0.3984951916534595
4082;H1466;3 O 70;U;O;Avd;Fernando Abril Martorell;s/n;D;;1.0;;S;"{""coordinates"": [-0.37839040313218986, 39.44455692781595], ""type"": ""Point""}";39.44455692781595, -0.37839040313218986
4085;H1470;3 O 70;U;O;Avd;Fernando Abril Martorell;s/n;D;;1.0;;S;"{""coordinates"": [-0.37864598883735845, 39.44344444391697], ""type"": ""Point""}";39.44344444391697, -0.37864598883735845
4096;H1317;3 O 70;U;O;C;POLO Y PEYROLON;2;D;;2.0;;S;"{""coordinates"": [-0.3558455378233242, 39.47118708173316], ""type"": ""Point""}";39.47118708173316, -0.3558455378233242
4097;H1488;3 O 70;U;O;C;Ep Eduardo Dato (Paralela);s/n;D;13.0;7.0;;S;"{""coordinates"": [-0.39456793895792297, 39.43217506685331], ""type"": ""Point""}";39.43217506685331, -0.39456793895792297
4098;H1618;1 O 70;P;O;C;PALMA DE GANDIA - MASSAMAGRELL;;I;;;;S;"{""coordinates"": [-0.38439325404800023, 39.52842789131045], ""type"": ""Point""}";39.52842789131045, -0.38439325404800023
4115;H1703;3 O 70;U;O;Calle;Vicente Brull;11D;D;;;;S;"{""coordinates"": [-0.3332016818077727, 39.46259252044261], ""type"": ""Point""}";39.46259252044261, -0.3332016818077727
3052;H547;2 O 70;P;O;Ctra.;PI;10;I;;0.5;;S;"{""coordinates"": [-0.3630253562733045, 39.42647578307505], ""type"": ""Point""}";39.42647578307505, -0.3630253562733045
3066;H611;3 O 70;U;O;AV;PERIS Y VALERO;31;D;;1.0;;S;"{""coordinates"": [-0.37796744194270726, 39.45621473295938], ""type"": ""Point""}";39.45621473295938, -0.37796744194270726
4212;H1422;3 O 70;U;O;C;Adolfo de Azcárraga;s/n;D;;1.5;;S;"{""coordinates"": [-0.3372727211331514, 39.45049987115032], ""type"": ""Point""}";39.45049987115032, -0.3372727211331514
