objectid;Código;Bocas;Situación;Estado;Tipo calle;Calle;Número;APERTURA;M_DERECHA;M_INFERIOR;M_IZQUIERDA;OPERATIVO;geo_shape;geo_point_2d
2303;H1735;1 O 70;U;O;Calle;Mare de Déu dels Reis;70;D;;;;S;"{""coordinates"": [-0.331281051384747, 39.44846688549123], ""type"": ""Point""}";39.44846688549123, -0.331281051384747
2312;H1737;3 O 70;U;O;Calle;Manuel Andres 34 esq C. Estivella;;D;;;;S;"{""coordinates"": [-0.33397081651355587, 39.44697954951381], ""type"": ""Point""}";39.44697954951381, -0.33397081651355587
3368;H151;3 O 70;U;F;PL;AYUNTAMIENTO;s/n;D;;;;S;"{""coordinates"": [-0.3761491272480232, 39.47016202045216], ""type"": ""Point""}";39.47016202045216, -0.3761491272480232
7728;H1710;3 O 70;U;O;Calle;Vicent Miguel Carceller esq. C. Esparreguera;;D;;;;S;"{""coordinates"": [-0.37649675248871967, 39.44995080646112], ""type"": ""Point""}";39.44995080646112, -0.37649675248871967
8354;H1744;3 O 70;U;O;Calle;San Vicnete Martir- Barreras acceso parking estación Joaquin Sorolla;;D;;;;S;"{""coordinates"": [-0.38208184675640716, 39.45969052496878], ""type"": ""Point""}";39.45969052496878, -0.38208184675640716
3379;H1107;3 O 70;U;O;C;DOCTOR ZAMENHOF;31;D;;1.0;;S;"{""coordinates"": [-0.39337027685325243, 39.47510096658541], ""type"": ""Point""}";39.47510096658541, -0.39337027685325243
3444;H329;3 O 70;U;O;C;SAN VICENTE MARTIR;--;D;;1.5;319.0;S;"{""coordinates"": [-0.38081281146330587, 39.466689107503086], ""type"": ""Point""}";39.466689107503086, -0.38081281146330587
9966;H1769;3 O 70;U;O;Calle;Maderas esq C. Jeroni Montsoriu;;D;;;;S;"{""coordinates"": [-0.33793884649513894, 39.465121835966485], ""type"": ""Point""}";39.465121835966485, -0.33793884649513894
3580;H347;3 O 70;U;O;C;BLANQUERIAS;16;D;;4.0;;S;"{""coordinates"": [-0.37815705354345575, 39.480559487364026], ""type"": ""Point""}";39.480559487364026, -0.37815705354345575
9968;H1772;3 O 70;U;O;Calle;Comte de Melito;4;D;;;;S;"{""coordinates"": [-0.3333301872851816, 39.47480214627098], ""type"": ""Point""}";39.47480214627098, -0.3333301872851816
2304;H1734;3 O 70;U;O;Calle;Jesus Nazareno;fte 60;D;;;;S;"{""coordinates"": [-0.33076591584747356, 39.44825746326897], ""type"": ""Point""}";39.44825746326897, -0.33076591584747356
7719;H1714;3 O 70;U;O;Calle;Bailen esq. Doctor Vila Barberà;;D;;;;S;"{""coordinates"": [-0.3800493530261729, 39.46161566247922], ""type"": ""Point""}";39.46161566247922, -0.3800493530261729
2605;H1576;3 O 70;U;F;C;GUILLEM DE ANGLESOLA;s/n;D;2.2;2.5;;S;"{""coordinates"": [-0.3455975704994497, 39.46471069054708], ""type"": ""Point""}";39.46471069054708, -0.3455975704994497
2825;H340;3 O 70;U;O;AV;DOCTOR WAKSMAN;31y33;D;;3.0;;S;"{""coordinates"": [-0.371964525905155, 39.456302071743046], ""type"": ""Point""}";39.456302071743046, -0.371964525905155
3058;H556;1 O 70;P;O;C;JOSE SIRUANA;12 Acc;I;;0.5;;S;"{""coordinates"": [-0.36232411835803774, 39.42896294087946], ""type"": ""Point""}";39.42896294087946, -0.36232411835803774
3998;H1583;3 O 70;U;O;C;Juan Ramón Jimenéz;s/n;D;;;;S;"{""coordinates"": [-0.3717853353041861, 39.448642384720316], ""type"": ""Point""}";39.448642384720316, -0.3717853353041861
4142;H1582;3 O 70;U;O;Avd;AUSIAS MARCH;s/n;D;;;;S;"{""coordinates"": [-0.37048836677667435, 39.4487967303209], ""type"": ""Point""}";39.4487967303209, -0.37048836677667435
4161;H1413;1 O 70;U;O;C;PINTOR RAFAEL MOCHOLI;4;D;;0.5;;S;"{""coordinates"": [-0.3660651563565304, 39.424273734473864], ""type"": ""Point""}";39.424273734473864, -0.3660651563565304
3389;H636;3 O 70;U;O;C;GUILLEM DE CASTRO;37;D;;;;S;"{""coordinates"": [-0.38208718493700156, 39.46919337021075], ""type"": ""Point""}";39.46919337021075, -0.38208718493700156
3411;H631;3 O 70;U;O;C;GUILLEM DE CASTRO;147;D;;;;S;"{""coordinates"": [-0.38414994097055305, 39.47651921317624], ""type"": ""Point""}";39.47651921317624, -0.38414994097055305
4144;H1595;3 O 70;U;O;Cami;Vell Malilla;29;D;;;;S;"{""coordinates"": [-0.37841938812482867, 39.44651454279281], ""type"": ""Point""}";39.44651454279281, -0.37841938812482867
2821;H129;3 O 70;U;O;C;LUIS OLIAG;1;I;;2.0;;S;"{""coordinates"": [-0.3687717781454677, 39.45891485201453], ""type"": ""Point""}";39.45891485201453, -0.3687717781454677
2960;H75;3 O 70;U;O;C;RAMIRO DE MAEZTU;18;D;1.0;2.0;;S;"{""coordinates"": [-0.3485829059609132, 39.46741396585232], ""type"": ""Point""}";39.46741396585232, -0.3485829059609132
2981;H238;3 O 70;U;O;C;MUÑIZ Y H. DE ALBA;13;I;;0.5;3.0;S;"{""coordinates"": [-0.34670623569264625, 39.46558877741036], ""type"": ""Point""}";39.46558877741036, -0.34670623569264625
9970;H1774;3 O 70;U;O;Calle;Badall esq Calciners;;D;;;;S;"{""coordinates"": [-0.4150891790471425, 39.54630895469571], ""type"": ""Point""}";39.54630895469571, -0.4150891790471425
2822;H130;3 O 70;U;F;AV;PERIS Y VALERO;93;D;1.5;3.0;;S;"{""coordinates"": [-0.37127905241288595, 39.45897568908631], ""type"": ""Point""}";39.45897568908631, -0.37127905241288595
3295;H469;3 O 70;U;O;C;JESUS;98;D;;0.5;;S;"{""coordinates"": [-0.3877435232859326, 39.461349838797865], ""type"": ""Point""}";39.461349838797865, -0.3877435232859326
3431;H339;3 O 70;U;F;C;SALVADOR SASTRE;18;I;;3.0;;S;"{""coordinates"": [-0.3807058830401825, 39.46352268649078], ""type"": ""Point""}";39.46352268649078, -0.3807058830401825
2912;H318;3 O 70;U;O;C;JOAQUIN COSTA;25;I;;2.5;;S;"{""coordinates"": [-0.3669346633032661, 39.46593066180659], ""type"": ""Point""}";39.46593066180659, -0.3669346633032661
2913;H462;3 O 70;U;O;C;CISCAR;37;D;;2.0;;S;"{""coordinates"": [-0.36488937183428805, 39.465062233623904], ""type"": ""Point""}";39.465062233623904, -0.36488937183428805
3016;H217;3 O 70;U;A;C;VALLE DE LAGUAR;2;I;;0.5;;N;"{""coordinates"": [-0.3827413655219382, 39.48259646891162], ""type"": ""Point""}";39.48259646891162, -0.3827413655219382
3032;H939;3 O 70;U;O;C;JOSE AGUIRRE;40 Acc;D;1.5;3.0;;S;"{""coordinates"": [-0.33231604633576495, 39.46128340122486], ""type"": ""Point""}";39.46128340122486, -0.33231604633576495
3097;H31;3 O 70;U;F;C;AVELLANAS;21acc;D;;1.5;;S;"{""coordinates"": [-0.37393055126459607, 39.47530431332948], ""type"": ""Point""}";39.47530431332948, -0.37393055126459607
3323;H998;3 O 70;U;O;C;MONESTIR DE POBLET;47;D;;2.0;;S;"{""coordinates"": [-0.39684819146021966, 39.4837887943565], ""type"": ""Point""}";39.4837887943565, -0.39684819146021966
3358;H51;1 O 70;U;O;C;CORRETGERIA;Impares;D;;;4.0;S;"{""coordinates"": [-0.37661851311912886, 39.47533306215599], ""type"": ""Point""}";39.47533306215599, -0.37661851311912886
3401;H369;3 O 70;U;O;C;CARNICEROS;6;D;;0.5;;S;"{""coordinates"": [-0.38240853779546646, 39.473891628289515], ""type"": ""Point""}";39.473891628289515, -0.38240853779546646
3547;H987;3 O 70;U;O;C;ECONOMISTA GAY;1;D;;;;S;"{""coordinates"": [-0.3758673646261775, 39.48982709627983], ""type"": ""Point""}";39.48982709627983, -0.3758673646261775
3590;H1035;3 O 70;U;O;C;Visitación;31;I;;6.0;;S;"{""coordinates"": [-0.377017778982224, 39.48533607050175], ""type"": ""Point""}";39.48533607050175, -0.377017778982224
3693;H16;3 O 70;U;O;PL;MERCADO;6;I;3.0;3.0;;S;"{""coordinates"": [-0.37866717037158915, 39.474062648237016], ""type"": ""Point""}";39.474062648237016, -0.37866717037158915
4068;H1415;3 O 70;U;O;C;CUBA;22;D;;2.5;;S;"{""coordinates"": [-0.37716607307860234, 39.46206632434526], ""type"": ""Point""}";39.46206632434526, -0.37716607307860234
3575;H52;3 O 70;U;O;C;BAJA;42;D;;0.5;;S;"{""coordinates"": [-0.3788345219192415, 39.477974464788396], ""type"": ""Point""}";39.477974464788396, -0.3788345219192415
3736;H449;3 O 70;U;O;C;ALTA;14;I;;1.5;;S;"{""coordinates"": [-0.379909083405526, 39.47736180336625], ""type"": ""Point""}";39.47736180336625, -0.379909083405526
3881;H357;3 O 70;U;F;C;NA JORDANA;19;I;;0.5;;S;"{""coordinates"": [-0.38089822806759704, 39.47979633193138], ""type"": ""Point""}";39.47979633193138, -0.38089822806759704
7395;H1644;3 O 70;U;A;Calle;Miguel Servet 28(Mdo Benicalap);;I;;;;N;"{""coordinates"": [-0.394173852794513, 39.4884528077591], ""type"": ""Point""}";39.4884528077591, -0.394173852794513
2683;H1217;3 O 70;U;A;C;PROFESSOR ERNEST LLUCH;Impares;D;;0.5;;N;"{""coordinates"": [-0.3412327560525551, 39.47686050310545], ""type"": ""Point""}";39.47686050310545, -0.3412327560525551
3809;H1086;3 O 70;U;O;C;BAPTISTA ESTEVE XIMENO;s/n;D;1.0;1.0;;S;"{""coordinates"": [-0.384223030643144, 39.48812484186086], ""type"": ""Point""}";39.48812484186086, -0.384223030643144
2250;H1352;3 O 70;U;O;C;QUEVEDO;2;D;;0.5;;S;"{""coordinates"": [-0.3802354827893272, 39.47008325151613], ""type"": ""Point""}";39.47008325151613, -0.3802354827893272
2617;H1315;3 O 70;U;O;C;PADRE URBANO;4;D;;1.5;1.0;S;"{""coordinates"": [-0.3745715659333079, 39.489049601602275], ""type"": ""Point""}";39.489049601602275, -0.3745715659333079
2820;H163;1 O 70;U;O;C;SALVADOR LLUCH;2;D;;1.5;1.5;S;"{""coordinates"": [-0.36826774417768293, 39.45807222451513], ""type"": ""Point""}";39.45807222451513, -0.36826774417768293
3169;H242;3 O 70;U;O;C;MICER MASCO;2 Acc;D;1.0;1.5;;S;"{""coordinates"": [-0.36595703772219734, 39.47627217399359], ""type"": ""Point""}";39.47627217399359, -0.36595703772219734
3304;H902;3 O 70;U;O;C;HERNANDEZ LAZARO;Pares;D;;2.0;1.0;S;"{""coordinates"": [-0.4032720554215668, 39.47835009091796], ""type"": ""Point""}";39.47835009091796, -0.4032720554215668
3440;H3;3 O 70;U;O;PASSEIG;RUSSAFA;13 ACC;D;1.0;0.5;;S;"{""coordinates"": [-0.37497179583291973, 39.46740055069519], ""type"": ""Point""}";39.46740055069519, -0.37497179583291973
3553;H1149;3 O 70;U;O;Avd;CAMPANAR;90;D;;1.0;;S;"{""coordinates"": [-0.39347988903031045, 39.4806218718586], ""type"": ""Point""}";39.4806218718586, -0.39347988903031045
3554;H923;3 O 70;U;O;C;GAUDENCIA TORRES;Pares;D;3.0;1.5;;S;"{""coordinates"": [-0.3964593653246085, 39.48110428645421], ""type"": ""Point""}";39.48110428645421, -0.3964593653246085
3572;H18;3 O 70;U;O;PL;FUEROS;--;D;1.0;2.0;;S;"{""coordinates"": [-0.3763027574147626, 39.47882215436274], ""type"": ""Point""}";39.47882215436274, -0.3763027574147626
2863;H991;3 O 70;U;O;C;ALQUERIA DE BENIMASOT;17;D;;1.5;;S;"{""coordinates"": [-0.3873660643605348, 39.440544950879236], ""type"": ""Point""}";39.440544950879236, -0.3873660643605348
2406;H1348;3 O 70;U;O;C;Suíssa;s/n;D;;5.0;;S;"{""coordinates"": [-0.33947447581247747, 39.45309391879316], ""type"": ""Point""}";39.45309391879316, -0.33947447581247747
2263;H1281;3 O 70;U;O;C;TRES FORQUES;138 Acc;I;;15.0;;S;"{""coordinates"": [-0.40992080281565446, 39.46349593835272], ""type"": ""Point""}";39.46349593835272, -0.40992080281565446
2277;H1755;3 O 70;U;O;C;Campoamor;51;D;;;;S;"{""coordinates"": [-0.3459203611792735, 39.47085896810865], ""type"": ""Point""}";39.47085896810865, -0.3459203611792735
2278;H1275;3 O 70;U;O;Avd;BLASCO IBAÑEZ;137;D;;2.0;;S;"{""coordinates"": [-0.3414887741174731, 39.47258704552868], ""type"": ""Point""}";39.47258704552868, -0.3414887741174731
2283;H1208;1 O 70;U;O;C;LUIS GARCIA-BERLANGA ´DIRECTOR CINEMA´;s/n;D;;1.0;;S;"{""coordinates"": [-0.34160291326472464, 39.45538318459779], ""type"": ""Point""}";39.45538318459779, -0.34160291326472464
2286;H1611;3 O 70;U;O;Calle;Música Chapi;19;D;;;;S;"{""coordinates"": [-0.3653099572618013, 39.44541239983306], ""type"": ""Point""}";39.44541239983306, -0.3653099572618013
2293;H1610;3 O 70;U;O;Calle;Mossén Palanca esq. C. Josefina Landete Aragó;;D;;;;S;"{""coordinates"": [-0.36587451843237245, 39.44453710796007], ""type"": ""Point""}";39.44453710796007, -0.36587451843237245
2295;H1608;3 O 70;U;O;Calle;Xeraco;3A;D;;;;S;"{""coordinates"": [-0.3665611947651564, 39.445721571616176], ""type"": ""Point""}";39.445721571616176, -0.3665611947651564
2296;H1609;3 O 70;U;O;Calle;Mari Pepa Colomer;22;D;;;;S;"{""coordinates"": [-0.36568610191691864, 39.44646181011463], ""type"": ""Point""}";39.44646181011463, -0.36568610191691864
2305;H1561;3 O 70;U;O;C;Vicente Alcober Coloma;S/N;D;;;;S;"{""coordinates"": [-0.36388395066810714, 39.46137665658011], ""type"": ""Point""}";39.46137665658011, -0.36388395066810714
2306;H1518;3 O 70;U;O;C;Carlos Pau Español;Impares;D;;1.0;;S;"{""coordinates"": [-0.33479793579588113, 39.442703209795525], ""type"": ""Point""}";39.442703209795525, -0.33479793579588113
2523;Z222;3 O 70;F;O;Avd;GOLA DE PUJOL 19 (HOTEL Sidi);-;I;;;;S;"{""coordinates"": [-0.31770141218917314, 39.35939558391152], ""type"": ""Point""}";39.35939558391152, -0.31770141218917314
2528;Z208;3 O 70;F;O;;CAMI VELL O DEL MIG 7,MALLADA RODONA;-;D;;;;S;"{""coordinates"": [-0.3248820769395431, 39.36953203462539], ""type"": ""Point""}";39.36953203462539, -0.3248820769395431
2532;Z101;3 O 70;F;O;;DEPÊNDENCIES DE BOMBERS DE LA CREU;s/n;D;;;;S;"{""coordinates"": [-0.3303204003408995, 39.39080239597005], ""type"": ""Point""}";39.39080239597005, -0.3303204003408995
2535;Z324;3 O 70;F;O;;VIAL CENTRAL 7-LA MALLADETA;-;I;;;;S;"{""coordinates"": [-0.30797871542337396, 39.328521832296005], ""type"": ""Point""}";39.328521832296005, -0.30797871542337396
2536;Z322;3 O 70;F;O;;RAMAL DE LA MALLADETA 3;-;D;;;;S;"{""coordinates"": [-0.3105879463268291, 39.329029426352214], ""type"": ""Point""}";39.329029426352214, -0.3105879463268291
2537;Z320;3 O 70;F;O;;CV-500 pk 12+000;s/n;I;;;;S;"{""coordinates"": [-0.3120365979144157, 39.33050222397298], ""type"": ""Point""}";39.33050222397298, -0.3120365979144157
2550;Z407;3 O 70;F;O;;CV-500 pk 14+000;-;I;;;;S;"{""coordinates"": [-0.30153754761926005, 39.31376839030505], ""type"": ""Point""}";39.31376839030505, -0.30153754761926005
2557;H1203;3 O 70;U;O;C;ROCAFORT;s/n;D;;;;S;"{""coordinates"": [-0.40570421179963817, 39.53881604744401], ""type"": ""Point""}";39.53881604744401, -0.40570421179963817
2722;H750;3 O 70;U;O;Avd;INSTITUTO OBRERO DE VALENCIA;27 Acc;D;;1.0;5.0;S;"{""coordinates"": [-0.35718120433262973, 39.45615875128687], ""type"": ""Point""}";39.45615875128687, -0.35718120433262973
2723;H461;3 O 70;U;O;AV;INSTITUTO OBRERO DE VALENCIA;13;I;;3.5;;S;"{""coordinates"": [-0.35868708865000887, 39.455478857973574], ""type"": ""Point""}";39.455478857973574, -0.35868708865000887
2727;H956;3 O 70;U;O;C;ARABISTA AMBROSIO HUICI;20 Acc.;D;;1.5;;S;"{""coordinates"": [-0.36363403596806165, 39.45501255355786], ""type"": ""Point""}";39.45501255355786, -0.36363403596806165
2728;H594;3 O 70;U;O;AV;PLATA;117 Acc;D;;5.0;;S;"{""coordinates"": [-0.3589570206691775, 39.45859842079255], ""type"": ""Point""}";39.45859842079255, -0.3589570206691775
2732;H598;3 O 70;U;O;C;PARQUE NAZARET;8;D;;3.5;;S;"{""coordinates"": [-0.33216958842439415, 39.45198704329959], ""type"": ""Point""}";39.45198704329959, -0.33216958842439415
2734;H597;3 O 70;U;O;C;PARQUE NAZARET;62;D;;10.0;;S;"{""coordinates"": [-0.3326937741656831, 39.45029515782096], ""type"": ""Point""}";39.45029515782096, -0.3326937741656831
2738;H1006;1 O 70;U;O;C;SORIA;30;D;;0.5;;S;"{""coordinates"": [-0.3891739206028956, 39.442814343842265], ""type"": ""Point""}";39.442814343842265, -0.3891739206028956
2749;H135;3 O 70;U;O;C;IFACH;66;D;;1.0;;S;"{""coordinates"": [-0.3339831836637314, 39.445668859412315], ""type"": ""Point""}";39.445668859412315, -0.3339831836637314
2751;H593;3 O 70;U;O;Avd;GAVIOTAS;111;I;;2.0;;S;"{""coordinates"": [-0.291181637897083, 39.30131777397842], ""type"": ""Point""}";39.30131777397842, -0.291181637897083
2753;H591;3 O 70;U;O;AV;GAVIOTAS;139;I;0.5;1.5;;S;"{""coordinates"": [-0.28866423254598983, 39.29888602236898], ""type"": ""Point""}";39.29888602236898, -0.28866423254598983
2759;Z108;3 O 70;F;O;;CAMI VELL o DEL MIG 3, MALLADA DEL QUARTER;;D;;;;S;"{""coordinates"": [-0.326965611850083, 39.38424691674714], ""type"": ""Point""}";39.38424691674714, -0.326965611850083
2764;Z119;3 O 70;F;O;Passeig;FRANCISCO LOZANO 8;;D;;1.0;;S;"{""coordinates"": [-0.322296046815332, 39.374491124571534], ""type"": ""Point""}";39.374491124571534, -0.322296046815332
2769;Z115;3 O 70;F;O;;ROTONDA DE LA RAMBLA;;I;;;;S;"{""coordinates"": [-0.3314101990721772, 39.37691638745042], ""type"": ""Point""}";39.37691638745042, -0.3314101990721772
2814;H863;3 O 70;U;O;Avd;AUSIAS MARCH;31;D;;3.0;2.0;S;"{""coordinates"": [-0.37316950973322616, 39.45376726098275], ""type"": ""Point""}";39.45376726098275, -0.37316950973322616
2816;H1073;3 O 70;U;O;Avd;PLATA;17-19;D;;1.0;;S;"{""coordinates"": [-0.3701131676156109, 39.454019135689876], ""type"": ""Point""}";39.454019135689876, -0.3701131676156109
2818;H105;3 O 70;U;A;C;ZAPADORES;48y50;D;;4.0;;N;"{""coordinates"": [-0.3675803018940103, 39.45645481888797], ""type"": ""Point""}";39.45645481888797, -0.3675803018940103
2829;H1044;3 O 70;U;O;C;Eduardo Primo Yúfera;s/n;D;;0.5;;S;"{""coordinates"": [-0.34941747426187286, 39.4529214669829], ""type"": ""Point""}";39.4529214669829, -0.34941747426187286
2831;H1030;3 O 70;U;O;Avd;Professor Lopez Piñero;s/n;D;;1.0;;S;"{""coordinates"": [-0.3529670006239535, 39.45456200918057], ""type"": ""Point""}";39.45456200918057, -0.3529670006239535
2835;H1028;3 O 70;U;O;Avd;Profesor Lopez Piñero;s/n;D;;1.0;;S;"{""coordinates"": [-0.3550422987705355, 39.45599289838114], ""type"": ""Point""}";39.45599289838114, -0.3550422987705355
2836;H1027;3 O 70;U;O;Vorera;Aparcament Museu Princep Felip;s/n;D;;0.5;;S;"{""coordinates"": [-0.3546761582450843, 39.45611310249944], ""type"": ""Point""}";39.45611310249944, -0.3546761582450843
2837;H619;3 O 70;U;O;C;ANTONIO FERRANDIS (ACTOR);2 Acc;D;;;;S;"{""coordinates"": [-0.35620012628853065, 39.45178484135504], ""type"": ""Point""}";39.45178484135504, -0.35620012628853065
2838;H618;3 O 70;U;O;C;ANTONIO FERRANDIS (ACTOR);2 Acc;D;;;;S;"{""coordinates"": [-0.35429240793771805, 39.45264911951478], ""type"": ""Point""}";39.45264911951478, -0.35429240793771805
2839;H616;3 O 70;U;O;C;RICARDO MUÑOZ SUAY (CINEASTA);2ac;D;;;;S;"{""coordinates"": [-0.35534286646705776, 39.45400805777912], ""type"": ""Point""}";39.45400805777912, -0.35534286646705776
2841;H714;3 O 70;U;O;C;LUIS GARCIA-BERLANGA ´DIRECTOR CINEMA´;14 Dup;D;;;;S;"{""coordinates"": [-0.3494910232132832, 39.45786056715732], ""type"": ""Point""}";39.45786056715732, -0.3494910232132832
2842;H713;3 O 70;U;O;C;LUIS GARCIA-BERLANGA ´DIRECTOR CINEMA´;8-10;D;;3.0;;S;"{""coordinates"": [-0.35067206577234866, 39.45866924173158], ""type"": ""Point""}";39.45866924173158, -0.35067206577234866
2844;H642;3 O 70;U;O;AV;INSTITUTO OBRERO DE VALENCIA;30;D;;3.0;;S;"{""coordinates"": [-0.35674496570579006, 39.4560425809264], ""type"": ""Point""}";39.4560425809264, -0.35674496570579006
2846;H178;3 O 70;U;O;AV;"MANUEL SOTO ""INGENIERO""";--;D;;2.5;;S;"{""coordinates"": [-0.331060298690293, 39.454092613724846], ""type"": ""Point""}";39.454092613724846, -0.331060298690293
2857;H876;1 O 70;U;O;C;MANUEL CARBONERES;s/n;D;;3.0;;S;"{""coordinates"": [-0.3329870143347657, 39.44459444776922], ""type"": ""Point""}";39.44459444776922, -0.3329870143347657
2867;H549;1 O 70;P;O;C;VILLALONGA;--;I;;0.5;;N;"{""coordinates"": [-0.3632718045068245, 39.42285850653387], ""type"": ""Point""}";39.42285850653387, -0.3632718045068245
3548;H26;3 O 70;U;O;C;SAGUNTO;173;D;;2.0;3.0;S;"{""coordinates"": [-0.37476661579497267, 39.48993253492205], ""type"": ""Point""}";39.48993253492205, -0.37476661579497267
3552;H482;3 O 70;U;O;C;VALLE DE LA BALLESTERA;9y11;D;;4.0;;S;"{""coordinates"": [-0.3941929120365828, 39.480652286270036], ""type"": ""Point""}";39.480652286270036, -0.3941929120365828
3556;H205;3 O 70;U;O;C;PROFESOR BELTRAN BAGUENA;4;D;;4.0;;S;"{""coordinates"": [-0.3891026188026985, 39.48076086957912], ""type"": ""Point""}";39.48076086957912, -0.3891026188026985
3560;H32;3 O 70;U;O;AV;CAMPANAR;32;D;;2.1500001;;S;"{""coordinates"": [-0.39230314953808143, 39.48308952263314], ""type"": ""Point""}";39.48308952263314, -0.39230314953808143
3563;H1010;3 O 70;U;O;C;ACORAZADO;Pares;D;;2.0;;S;"{""coordinates"": [-0.389196947629221, 39.4855908224288], ""type"": ""Point""}";39.4855908224288, -0.389196947629221
3569;H69;3 O 70;U;O;C;SALVADOR;10;D;;0.5;;S;"{""coordinates"": [-0.3739046299097656, 39.477440944987706], ""type"": ""Point""}";39.477440944987706, -0.3739046299097656
3635;H821;3 O 70;U;O;Avd;Pio Baroja;´Pares;D;;4.0;;S;"{""coordinates"": [-0.4063873400354784, 39.481051294266805], ""type"": ""Point""}";39.481051294266805, -0.4063873400354784
3638;H1078;3 O 70;U;O;Avd;Pio Baroja;Pares;D;;1.0;;S;"{""coordinates"": [-0.405916102488099, 39.48433253636265], ""type"": ""Point""}";39.48433253636265, -0.405916102488099
3640;H10;3 O 70;U;O;C;LLANO DEL REAL;2-3 Acc;D;7.5;1.5;;S;"{""coordinates"": [-0.36686172398600986, 39.477251237851156], ""type"": ""Point""}";39.477251237851156, -0.36686172398600986
3644;H1113;1 O 70;U;O;C;SAN PIO V;s/n;D;;1.5;;S;"{""coordinates"": [-0.37181275212179765, 39.47965059511095], ""type"": ""Point""}";39.47965059511095, -0.37181275212179765
3650;H567;3 O 70;U;O;C;PINTOR GENARO LAHUERTA;21 Acc;D;0.5;0.5;;S;"{""coordinates"": [-0.36877022836368234, 39.48262415801708], ""type"": ""Point""}";39.48262415801708, -0.36877022836368234
3653;H249;3 O 70;U;O;C;ALVARO DE BAZAN;17;I;;2.5;1.0;S;"{""coordinates"": [-0.36144452373740665, 39.480829432034994], ""type"": ""Point""}";39.480829432034994, -0.36144452373740665
3664;H505;3 O 70;U;O;Avd;Pio Baroja;s/n;D;;3.0;;S;"{""coordinates"": [-0.40641342548055465, 39.4749386831277], ""type"": ""Point""}";39.4749386831277, -0.40641342548055465
3673;H903;3 O 70;U;O;Avd;MANUEL DE FALLA;12 Acc;D;3.0;2.0;;S;"{""coordinates"": [-0.40221941839014996, 39.475467054986474], ""type"": ""Point""}";39.475467054986474, -0.40221941839014996
3674;H899;3 O 70;U;O;Avd;MANUEL DE FALLA;s/n;D;;8.0;;S;"{""coordinates"": [-0.4034438648586131, 39.475293118104325], ""type"": ""Point""}";39.475293118104325, -0.4034438648586131
3682;H906;3 O 70;U;O;C;Vicente Rios Enrique;1;D;;;;S;"{""coordinates"": [-0.40058497681298844, 39.47760383993686], ""type"": ""Point""}";39.47760383993686, -0.40058497681298844
3684;H901;3 O 70;U;O;C;HERNANDEZ LAZARO;Pares;D;;;300.0;S;"{""coordinates"": [-0.4033435072688791, 39.47700799420615], ""type"": ""Point""}";39.47700799420615, -0.4033435072688791
3685;H904;3 O 70;U;O;CALLE;VICENTE RIOS ENRIQUE;6;D;1.0;1.0;;S;"{""coordinates"": [-0.4023644272145214, 39.47736992449264], ""type"": ""Point""}";39.47736992449264, -0.4023644272145214
3908;Z234;3 O 100;F;O;Avenida;LOS PINARES;77;D;;;;S;"{""coordinates"": [-0.3227676855199778, 39.35372899765396], ""type"": ""Point""}";39.35372899765396, -0.3227676855199778
3909;Z235;3 O 70;F;O;Avenida;GOLA DE PUJOL;14;D;;;;S;"{""coordinates"": [-0.3218155009159631, 39.35379640619535], ""type"": ""Point""}";39.35379640619535, -0.3218155009159631
3913;Z239;3 O 100;F;O;Avenida;GOLA DE PUJOL;s/n;D;;;;S;"{""coordinates"": [-0.32036844970572054, 39.3566100353155], ""type"": ""Point""}";39.3566100353155, -0.32036844970572054
6418;H1706;3 O 70;U;F;Calle;Parque central- Frente Nave 1;NAVE 1;D;;;;S;"{""coordinates"": [-0.3783962122441596, 39.45939760751903], ""type"": ""Point""}";39.45939760751903, -0.3783962122441596
6419;H1707;3 O 70;U;O;Calle;Parque central;NAVE 1;D;;;;S;"{""coordinates"": [-0.3787529185311262, 39.458427617669194], ""type"": ""Point""}";39.458427617669194, -0.3787529185311262
6421;H1731;3 O 70;U;O;Calle;Fausti Valentin i Torrejon;s/n;D;;;;S;"{""coordinates"": [-0.3823306658302727, 39.44031583975501], ""type"": ""Point""}";39.44031583975501, -0.3823306658302727
6422;H1642;3 O 70;U;O;Calle;Gonzalo Tejero Langarita;rotonda;D;;;;S;"{""coordinates"": [-0.38523549559263814, 39.43995133397607], ""type"": ""Point""}";39.43995133397607, -0.38523549559263814
6426;H1643;3 O 70;U;O;Calle;Vicente Chulia Campos;s/n;D;;;;S;"{""coordinates"": [-0.38346260357189815, 39.44037080481277], ""type"": ""Point""}";39.44037080481277, -0.38346260357189815
6428;H1701;O;U;O;Pza;de la Reina- C dels Brodadors;;I;;;;S;"{""coordinates"": [-0.3755908196637229, 39.475167185162995], ""type"": ""Point""}";39.475167185162995, -0.3755908196637229
7430;H1666;3 O 70;U;O;Calle;ZAL(sin nombre);s/n;I;;;;S;"{""coordinates"": [-0.3391158825838608, 39.43160071276401], ""type"": ""Point""}";39.43160071276401, -0.3391158825838608
7431;H1667;3 O 70;U;O;Calle;ZAL(sin nombre);s/n;I;;;;S;"{""coordinates"": [-0.34023168174912377, 39.43098748928665], ""type"": ""Point""}";39.43098748928665, -0.34023168174912377
7433;H1669;3 O 70;U;O;Calle;ZAL(sin nombre);s/n;I;;;;S;"{""coordinates"": [-0.33982398642385536, 39.43549538837942], ""type"": ""Point""}";39.43549538837942, -0.33982398642385536
