OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
223785;1;"{""coordinates"": [-0.39898124620329767, 39.484227568896145], ""type"": ""Point""}";39.484227568896145, -0.39898124620329767
223786;1;"{""coordinates"": [-0.39294908133113904, 39.47451966559841], ""type"": ""Point""}";39.47451966559841, -0.39294908133113904
223789;1;"{""coordinates"": [-0.3287713784062179, 39.463941466085494], ""type"": ""Point""}";39.463941466085494, -0.3287713784062179
223792;1;"{""coordinates"": [-0.3342280251560851, 39.44965200749525], ""type"": ""Point""}";39.44965200749525, -0.3342280251560851
223794;1;"{""coordinates"": [-0.32880137391335934, 39.464743527804224], ""type"": ""Point""}";39.464743527804224, -0.32880137391335934
223795;1;"{""coordinates"": [-0.3831771088231162, 39.49542318709072], ""type"": ""Point""}";39.49542318709072, -0.3831771088231162
223802;1;"{""coordinates"": [-0.3600733850067023, 39.48330483330993], ""type"": ""Point""}";39.48330483330993, -0.3600733850067023
223803;1;"{""coordinates"": [-0.4017472279093046, 39.477478574216974], ""type"": ""Point""}";39.477478574216974, -0.4017472279093046
223804;1;"{""coordinates"": [-0.2974326228089168, 39.30777130017423], ""type"": ""Point""}";39.30777130017423, -0.2974326228089168
223805;1;"{""coordinates"": [-0.29702937268816565, 39.30742822459], ""type"": ""Point""}";39.30742822459, -0.29702937268816565
223806;1;"{""coordinates"": [-0.2950160358796453, 39.3074179775332], ""type"": ""Point""}";39.3074179775332, -0.2950160358796453
223809;1;"{""coordinates"": [-0.4022026408307174, 39.460441491205785], ""type"": ""Point""}";39.460441491205785, -0.4022026408307174
223810;1;"{""coordinates"": [-0.38276106082808553, 39.49788157164691], ""type"": ""Point""}";39.49788157164691, -0.38276106082808553
223812;1;"{""coordinates"": [-0.38298630252210814, 39.49669239709659], ""type"": ""Point""}";39.49669239709659, -0.38298630252210814
223813;1;"{""coordinates"": [-0.2860744333919058, 39.294366450433394], ""type"": ""Point""}";39.294366450433394, -0.2860744333919058
223814;1;"{""coordinates"": [-0.28328526921361175, 39.29020785544698], ""type"": ""Point""}";39.29020785544698, -0.28328526921361175
223818;1;"{""coordinates"": [-0.38691245340228664, 39.466005427107646], ""type"": ""Point""}";39.466005427107646, -0.38691245340228664
223820;1;"{""coordinates"": [-0.38997476348738774, 39.467311360845265], ""type"": ""Point""}";39.467311360845265, -0.38997476348738774
223821;1;"{""coordinates"": [-0.39265345866895246, 39.46655639873045], ""type"": ""Point""}";39.46655639873045, -0.39265345866895246
223824;1;"{""coordinates"": [-0.32784297782699556, 39.47379058343183], ""type"": ""Point""}";39.47379058343183, -0.32784297782699556
223826;1;"{""coordinates"": [-0.39913019529315596, 39.48937041899914], ""type"": ""Point""}";39.48937041899914, -0.39913019529315596
223828;1;"{""coordinates"": [-0.3688383477400197, 39.4707036806855], ""type"": ""Point""}";39.4707036806855, -0.3688383477400197
223833;1;"{""coordinates"": [-0.3909085844263099, 39.45542770337735], ""type"": ""Point""}";39.45542770337735, -0.3909085844263099
223834;1;"{""coordinates"": [-0.3321925761017555, 39.47917617633994], ""type"": ""Point""}";39.47917617633994, -0.3321925761017555
223837;1;"{""coordinates"": [-0.38783554786885954, 39.46313158218055], ""type"": ""Point""}";39.46313158218055, -0.38783554786885954
223838;1;"{""coordinates"": [-0.38854496044560993, 39.43960561321545], ""type"": ""Point""}";39.43960561321545, -0.38854496044560993
223842;1;"{""coordinates"": [-0.40471994604676526, 39.494415688278885], ""type"": ""Point""}";39.494415688278885, -0.40471994604676526
223844;1;"{""coordinates"": [-0.4192817818817839, 39.502140627188794], ""type"": ""Point""}";39.502140627188794, -0.4192817818817839
223847;1;"{""coordinates"": [-0.3577728396359778, 39.45796506915786], ""type"": ""Point""}";39.45796506915786, -0.3577728396359778
223848;1;"{""coordinates"": [-0.3575756232653081, 39.457728618078306], ""type"": ""Point""}";39.457728618078306, -0.3575756232653081
223849;1;"{""coordinates"": [-0.3994140760148142, 39.476585014397955], ""type"": ""Point""}";39.476585014397955, -0.3994140760148142
223853;1;"{""coordinates"": [-0.3883375263598133, 39.49346470522307], ""type"": ""Point""}";39.49346470522307, -0.3883375263598133
223861;1;"{""coordinates"": [-0.3355999144314425, 39.46004288060847], ""type"": ""Point""}";39.46004288060847, -0.3355999144314425
223865;1;"{""coordinates"": [-0.3570998408028087, 39.458179905135715], ""type"": ""Point""}";39.458179905135715, -0.3570998408028087
223869;1;"{""coordinates"": [-0.3670632374853076, 39.46388678658228], ""type"": ""Point""}";39.46388678658228, -0.3670632374853076
223871;1;"{""coordinates"": [-0.37829387397054365, 39.49647859768767], ""type"": ""Point""}";39.49647859768767, -0.37829387397054365
223878;1;"{""coordinates"": [-0.3988771351231322, 39.45404927107166], ""type"": ""Point""}";39.45404927107166, -0.3988771351231322
223890;1;"{""coordinates"": [-0.39698848970251477, 39.47735989691993], ""type"": ""Point""}";39.47735989691993, -0.39698848970251477
223891;1;"{""coordinates"": [-0.37589883983151995, 39.432146634760734], ""type"": ""Point""}";39.432146634760734, -0.37589883983151995
223894;1;"{""coordinates"": [-0.3956985725757943, 39.48155969649384], ""type"": ""Point""}";39.48155969649384, -0.3956985725757943
223896;1;"{""coordinates"": [-0.40432950705510057, 39.47027229928742], ""type"": ""Point""}";39.47027229928742, -0.40432950705510057
223898;1;"{""coordinates"": [-0.3864512310141933, 39.46681543445342], ""type"": ""Point""}";39.46681543445342, -0.3864512310141933
223900;1;"{""coordinates"": [-0.40640281876473233, 39.45427084784209], ""type"": ""Point""}";39.45427084784209, -0.40640281876473233
223903;1;"{""coordinates"": [-0.3597117453730936, 39.47297087011459], ""type"": ""Point""}";39.47297087011459, -0.3597117453730936
223905;1;"{""coordinates"": [-0.3847199504157429, 39.48234599650434], ""type"": ""Point""}";39.48234599650434, -0.3847199504157429
223906;1;"{""coordinates"": [-0.3601427617517088, 39.45305442231868], ""type"": ""Point""}";39.45305442231868, -0.3601427617517088
223908;1;"{""coordinates"": [-0.3655662668345047, 39.491148616373174], ""type"": ""Point""}";39.491148616373174, -0.3655662668345047
223909;1;"{""coordinates"": [-0.37961154679747966, 39.471368091366486], ""type"": ""Point""}";39.471368091366486, -0.37961154679747966
223912;1;"{""coordinates"": [-0.3872209046131032, 39.455997604222574], ""type"": ""Point""}";39.455997604222574, -0.3872209046131032
223915;1;"{""coordinates"": [-0.3924408749802001, 39.45127392667765], ""type"": ""Point""}";39.45127392667765, -0.3924408749802001
223918;1;"{""coordinates"": [-0.3844259367449862, 39.48193364992497], ""type"": ""Point""}";39.48193364992497, -0.3844259367449862
223920;1;"{""coordinates"": [-0.33404966039752754, 39.445043301893094], ""type"": ""Point""}";39.445043301893094, -0.33404966039752754
223921;1;"{""coordinates"": [-0.3995653815813134, 39.491556542044364], ""type"": ""Point""}";39.491556542044364, -0.3995653815813134
223923;1;"{""coordinates"": [-0.4196333964918047, 39.50283026882526], ""type"": ""Point""}";39.50283026882526, -0.4196333964918047
223933;1;"{""coordinates"": [-0.36799857940100716, 39.45835659087092], ""type"": ""Point""}";39.45835659087092, -0.36799857940100716
223936;1;"{""coordinates"": [-0.4132725944288334, 39.46866560913789], ""type"": ""Point""}";39.46866560913789, -0.4132725944288334
223938;1;"{""coordinates"": [-0.37006418289370935, 39.45544480615834], ""type"": ""Point""}";39.45544480615834, -0.37006418289370935
223941;1;"{""coordinates"": [-0.37625420820513933, 39.488823948527134], ""type"": ""Point""}";39.488823948527134, -0.37625420820513933
223944;1;"{""coordinates"": [-0.3695325233579222, 39.45459380215042], ""type"": ""Point""}";39.45459380215042, -0.3695325233579222
223946;1;"{""coordinates"": [-0.33728261120990183, 39.46432447846668], ""type"": ""Point""}";39.46432447846668, -0.33728261120990183
223949;1;"{""coordinates"": [-0.3965593124978559, 39.45668042480908], ""type"": ""Point""}";39.45668042480908, -0.3965593124978559
223953;1;"{""coordinates"": [-0.3338737985543038, 39.44690300173507], ""type"": ""Point""}";39.44690300173507, -0.3338737985543038
223954;1;"{""coordinates"": [-0.4052228670809414, 39.45243694662573], ""type"": ""Point""}";39.45243694662573, -0.4052228670809414
223971;1;"{""coordinates"": [-0.37098105656091607, 39.46950648441088], ""type"": ""Point""}";39.46950648441088, -0.37098105656091607
223972;1;"{""coordinates"": [-0.35234626531462515, 39.472315555560954], ""type"": ""Point""}";39.472315555560954, -0.35234626531462515
223974;1;"{""coordinates"": [-0.3519377785278899, 39.47154724184051], ""type"": ""Point""}";39.47154724184051, -0.3519377785278899
223978;1;"{""coordinates"": [-0.40049768516282463, 39.48470459194261], ""type"": ""Point""}";39.48470459194261, -0.40049768516282463
223981;1;"{""coordinates"": [-0.4025545944464071, 39.45543687026741], ""type"": ""Point""}";39.45543687026741, -0.4025545944464071
223982;1;"{""coordinates"": [-0.3335135550564693, 39.47170195351043], ""type"": ""Point""}";39.47170195351043, -0.3335135550564693
223983;1;"{""coordinates"": [-0.4010543978331435, 39.45498043087695], ""type"": ""Point""}";39.45498043087695, -0.4010543978331435
223984;1;"{""coordinates"": [-0.3913050670453794, 39.43182537833094], ""type"": ""Point""}";39.43182537833094, -0.3913050670453794
223987;1;"{""coordinates"": [-0.3498803621982899, 39.471438360661885], ""type"": ""Point""}";39.471438360661885, -0.3498803621982899
223990;1;"{""coordinates"": [-0.34093439167914263, 39.45913922071904], ""type"": ""Point""}";39.45913922071904, -0.34093439167914263
223994;1;"{""coordinates"": [-0.4101101406244542, 39.46645304280474], ""type"": ""Point""}";39.46645304280474, -0.4101101406244542
224001;1;"{""coordinates"": [-0.37882751722596947, 39.452306116703724], ""type"": ""Point""}";39.452306116703724, -0.37882751722596947
224007;1;"{""coordinates"": [-0.36758483191085556, 39.444604517663215], ""type"": ""Point""}";39.444604517663215, -0.36758483191085556
224009;1;"{""coordinates"": [-0.37753121186170996, 39.44880052281593], ""type"": ""Point""}";39.44880052281593, -0.37753121186170996
224011;1;"{""coordinates"": [-0.36976719042872735, 39.480551675252876], ""type"": ""Point""}";39.480551675252876, -0.36976719042872735
224012;1;"{""coordinates"": [-0.3696352421442099, 39.480513202977605], ""type"": ""Point""}";39.480513202977605, -0.3696352421442099
224014;1;"{""coordinates"": [-0.39711529793165096, 39.46254119093228], ""type"": ""Point""}";39.46254119093228, -0.39711529793165096
224018;1;"{""coordinates"": [-0.3979566815208238, 39.46311986805182], ""type"": ""Point""}";39.46311986805182, -0.3979566815208238
224019;1;"{""coordinates"": [-0.3287936754287848, 39.48166846938453], ""type"": ""Point""}";39.48166846938453, -0.3287936754287848
224021;1;"{""coordinates"": [-0.41282816862423194, 39.46897392674672], ""type"": ""Point""}";39.46897392674672, -0.41282816862423194
224023;1;"{""coordinates"": [-0.4134685191995542, 39.46727065205085], ""type"": ""Point""}";39.46727065205085, -0.4134685191995542
224027;1;"{""coordinates"": [-0.383412714970718, 39.48953807544244], ""type"": ""Point""}";39.48953807544244, -0.383412714970718
224028;1;"{""coordinates"": [-0.34936634843338227, 39.46361801306111], ""type"": ""Point""}";39.46361801306111, -0.34936634843338227
224029;1;"{""coordinates"": [-0.39535515878146005, 39.47033593282634], ""type"": ""Point""}";39.47033593282634, -0.39535515878146005
224030;1;"{""coordinates"": [-0.3782436847522187, 39.49039546349266], ""type"": ""Point""}";39.49039546349266, -0.3782436847522187
224033;1;"{""coordinates"": [-0.32941331836693527, 39.46975059330797], ""type"": ""Point""}";39.46975059330797, -0.32941331836693527
224035;1;"{""coordinates"": [-0.37702945968856927, 39.44884867687283], ""type"": ""Point""}";39.44884867687283, -0.37702945968856927
224036;1;"{""coordinates"": [-0.39758860746372404, 39.47921773097223], ""type"": ""Point""}";39.47921773097223, -0.39758860746372404
224039;1;"{""coordinates"": [-0.3939649598750236, 39.480998589960805], ""type"": ""Point""}";39.480998589960805, -0.3939649598750236
224052;1;"{""coordinates"": [-0.35402768279758695, 39.47744272995385], ""type"": ""Point""}";39.47744272995385, -0.35402768279758695
224054;1;"{""coordinates"": [-0.36744527578689257, 39.44327868235674], ""type"": ""Point""}";39.44327868235674, -0.36744527578689257
224056;1;"{""coordinates"": [-0.4200878033470553, 39.49905451130282], ""type"": ""Point""}";39.49905451130282, -0.4200878033470553
224057;1;"{""coordinates"": [-0.37584088932970366, 39.49511493418026], ""type"": ""Point""}";39.49511493418026, -0.37584088932970366
224058;1;"{""coordinates"": [-0.3771982182405274, 39.51635874829327], ""type"": ""Point""}";39.51635874829327, -0.3771982182405274
224060;1;"{""coordinates"": [-0.3553288566439103, 39.49000116330394], ""type"": ""Point""}";39.49000116330394, -0.3553288566439103
224061;1;"{""coordinates"": [-0.37046063565445997, 39.49444076361969], ""type"": ""Point""}";39.49444076361969, -0.37046063565445997
224063;1;"{""coordinates"": [-0.37882007916715077, 39.48357954186797], ""type"": ""Point""}";39.48357954186797, -0.37882007916715077
224071;1;"{""coordinates"": [-0.35994392497929656, 39.47594129137872], ""type"": ""Point""}";39.47594129137872, -0.35994392497929656
224074;1;"{""coordinates"": [-0.39093189653465504, 39.44698361848231], ""type"": ""Point""}";39.44698361848231, -0.39093189653465504
224076;1;"{""coordinates"": [-0.3334722681186283, 39.46533718773846], ""type"": ""Point""}";39.46533718773846, -0.3334722681186283
224078;1;"{""coordinates"": [-0.3794893289242001, 39.468095005107585], ""type"": ""Point""}";39.468095005107585, -0.3794893289242001
224085;1;"{""coordinates"": [-0.33354963496178786, 39.464676595050975], ""type"": ""Point""}";39.464676595050975, -0.33354963496178786
224088;1;"{""coordinates"": [-0.3392885383936224, 39.42151111249287], ""type"": ""Point""}";39.42151111249287, -0.3392885383936224
224090;1;"{""coordinates"": [-0.4123873575299647, 39.45948915791492], ""type"": ""Point""}";39.45948915791492, -0.4123873575299647
224101;1;"{""coordinates"": [-0.36726851261696025, 39.4721997010192], ""type"": ""Point""}";39.4721997010192, -0.36726851261696025
224103;1;"{""coordinates"": [-0.37810043866030996, 39.51726541162835], ""type"": ""Point""}";39.51726541162835, -0.37810043866030996
224104;1;"{""coordinates"": [-0.35399092416323286, 39.461813024964535], ""type"": ""Point""}";39.461813024964535, -0.35399092416323286
224106;1;"{""coordinates"": [-0.4174129353547714, 39.50296234502028], ""type"": ""Point""}";39.50296234502028, -0.4174129353547714
224108;1;"{""coordinates"": [-0.40815296861771366, 39.4706201979392], ""type"": ""Point""}";39.4706201979392, -0.40815296861771366
224110;1;"{""coordinates"": [-0.3655740354217062, 39.4280533075982], ""type"": ""Point""}";39.4280533075982, -0.3655740354217062
224111;1;"{""coordinates"": [-0.3283980968050121, 39.48171782362925], ""type"": ""Point""}";39.48171782362925, -0.3283980968050121
224112;1;"{""coordinates"": [-0.370120555433522, 39.44750357113897], ""type"": ""Point""}";39.44750357113897, -0.370120555433522
224122;1;"{""coordinates"": [-0.35395236609579, 39.46577538594443], ""type"": ""Point""}";39.46577538594443, -0.35395236609579
224126;1;"{""coordinates"": [-0.3373505959457776, 39.42221022719635], ""type"": ""Point""}";39.42221022719635, -0.3373505959457776
224128;1;"{""coordinates"": [-0.38836258974607935, 39.4458554759388], ""type"": ""Point""}";39.4458554759388, -0.38836258974607935
224129;1;"{""coordinates"": [-0.35526351855120897, 39.474497729140786], ""type"": ""Point""}";39.474497729140786, -0.35526351855120897
224132;1;"{""coordinates"": [-0.39807017695958596, 39.47176468858276], ""type"": ""Point""}";39.47176468858276, -0.39807017695958596
224137;1;"{""coordinates"": [-0.3968550318026266, 39.47992688818864], ""type"": ""Point""}";39.47992688818864, -0.3968550318026266
224138;3;"{""coordinates"": [-0.3751566150289058, 39.44455706895643], ""type"": ""Point""}";39.44455706895643, -0.3751566150289058
224139;3;"{""coordinates"": [-0.3744449257702038, 39.442309454079464], ""type"": ""Point""}";39.442309454079464, -0.3744449257702038
224141;1;"{""coordinates"": [-0.39421657538126137, 39.49070847883661], ""type"": ""Point""}";39.49070847883661, -0.39421657538126137
224149;1;"{""coordinates"": [-0.3739413541494383, 39.49699985719903], ""type"": ""Point""}";39.49699985719903, -0.3739413541494383
224151;1;"{""coordinates"": [-0.40555122413236516, 39.468676683297], ""type"": ""Point""}";39.468676683297, -0.40555122413236516
224158;1;"{""coordinates"": [-0.3292151625769926, 39.46534737163639], ""type"": ""Point""}";39.46534737163639, -0.3292151625769926
224159;1;"{""coordinates"": [-0.3854412117749433, 39.49058059486729], ""type"": ""Point""}";39.49058059486729, -0.3854412117749433
224164;1;"{""coordinates"": [-0.3974354660471213, 39.470012745479394], ""type"": ""Point""}";39.470012745479394, -0.3974354660471213
224165;1;"{""coordinates"": [-0.392429307738397, 39.47655547270066], ""type"": ""Point""}";39.47655547270066, -0.392429307738397
224171;1;"{""coordinates"": [-0.3181339279203359, 39.30842846487881], ""type"": ""Point""}";39.30842846487881, -0.3181339279203359
224173;1;"{""coordinates"": [-0.39457070031959207, 39.49118930056296], ""type"": ""Point""}";39.49118930056296, -0.39457070031959207
224179;1;"{""coordinates"": [-0.3938914182258391, 39.4898669268663], ""type"": ""Point""}";39.4898669268663, -0.3938914182258391
224187;1;"{""coordinates"": [-0.40084725283059575, 39.47152852379494], ""type"": ""Point""}";39.47152852379494, -0.40084725283059575
224192;1;"{""coordinates"": [-0.38678133564936257, 39.456742787519616], ""type"": ""Point""}";39.456742787519616, -0.38678133564936257
224193;1;"{""coordinates"": [-0.329308073144336, 39.468266634477814], ""type"": ""Point""}";39.468266634477814, -0.329308073144336
224202;1;"{""coordinates"": [-0.3348682787982343, 39.44854615365706], ""type"": ""Point""}";39.44854615365706, -0.3348682787982343
224203;1;"{""coordinates"": [-0.3349828245355297, 39.44814929550258], ""type"": ""Point""}";39.44814929550258, -0.3349828245355297
224206;1;"{""coordinates"": [-0.4041090262601416, 39.53960356638912], ""type"": ""Point""}";39.53960356638912, -0.4041090262601416
224212;1;"{""coordinates"": [-0.3293525407459623, 39.4674867433008], ""type"": ""Point""}";39.4674867433008, -0.3293525407459623
224214;1;"{""coordinates"": [-0.3392464092455724, 39.42135086353737], ""type"": ""Point""}";39.42135086353737, -0.3392464092455724
224220;1;"{""coordinates"": [-0.3568471932316313, 39.4868485250216], ""type"": ""Point""}";39.4868485250216, -0.3568471932316313
224222;1;"{""coordinates"": [-0.3418971825023742, 39.47072392000595], ""type"": ""Point""}";39.47072392000595, -0.3418971825023742
224223;1;"{""coordinates"": [-0.37182462884406203, 39.4887073300047], ""type"": ""Point""}";39.4887073300047, -0.37182462884406203
224224;1;"{""coordinates"": [-0.36110507646220014, 39.45654993216388], ""type"": ""Point""}";39.45654993216388, -0.36110507646220014
224227;1;"{""coordinates"": [-0.37150549185092985, 39.48685924133313], ""type"": ""Point""}";39.48685924133313, -0.37150549185092985
224231;1;"{""coordinates"": [-0.3296007017862068, 39.472473806359694], ""type"": ""Point""}";39.472473806359694, -0.3296007017862068
224239;1;"{""coordinates"": [-0.3445493117505837, 39.47129512436868], ""type"": ""Point""}";39.47129512436868, -0.3445493117505837
224241;1;"{""coordinates"": [-0.3774020877695984, 39.471388068173276], ""type"": ""Point""}";39.471388068173276, -0.3774020877695984
224244;1;"{""coordinates"": [-0.38911181638417397, 39.44930228998488], ""type"": ""Point""}";39.44930228998488, -0.38911181638417397
224246;1;"{""coordinates"": [-0.3976162717531803, 39.45931369654173], ""type"": ""Point""}";39.45931369654173, -0.3976162717531803
224247;1;"{""coordinates"": [-0.33545162791658023, 39.46690539014549], ""type"": ""Point""}";39.46690539014549, -0.33545162791658023
224248;2;"{""coordinates"": [-0.3352740275889429, 39.46702517010343], ""type"": ""Point""}";39.46702517010343, -0.3352740275889429
224251;1;"{""coordinates"": [-0.3765400236287706, 39.51555198246819], ""type"": ""Point""}";39.51555198246819, -0.3765400236287706
224255;1;"{""coordinates"": [-0.34758891007302634, 39.45812939770767], ""type"": ""Point""}";39.45812939770767, -0.34758891007302634
224262;1;"{""coordinates"": [-0.38323866677526947, 39.49116278162374], ""type"": ""Point""}";39.49116278162374, -0.38323866677526947
224264;1;"{""coordinates"": [-0.3699706077785686, 39.48616732113033], ""type"": ""Point""}";39.48616732113033, -0.3699706077785686
224265;1;"{""coordinates"": [-0.3794643093256477, 39.493162765116715], ""type"": ""Point""}";39.493162765116715, -0.3794643093256477
224266;1;"{""coordinates"": [-0.37744804881562743, 39.49158218876406], ""type"": ""Point""}";39.49158218876406, -0.37744804881562743
224267;1;"{""coordinates"": [-0.3792472597739436, 39.47233196208933], ""type"": ""Point""}";39.47233196208933, -0.3792472597739436
224271;1;"{""coordinates"": [-0.36672056477816195, 39.4595079285815], ""type"": ""Point""}";39.4595079285815, -0.36672056477816195
224273;1;"{""coordinates"": [-0.3323621633972168, 39.44769304171035], ""type"": ""Point""}";39.44769304171035, -0.3323621633972168
224285;1;"{""coordinates"": [-0.35585400221953445, 39.48579424653993], ""type"": ""Point""}";39.48579424653993, -0.35585400221953445
224286;1;"{""coordinates"": [-0.3410293656513859, 39.463685609682315], ""type"": ""Point""}";39.463685609682315, -0.3410293656513859
224288;2;"{""coordinates"": [-0.3546989401664845, 39.48107544249403], ""type"": ""Point""}";39.48107544249403, -0.3546989401664845
224290;1;"{""coordinates"": [-0.37360303522969485, 39.46637959418617], ""type"": ""Point""}";39.46637959418617, -0.37360303522969485
224291;1;"{""coordinates"": [-0.36325517473561425, 39.454300470874024], ""type"": ""Point""}";39.454300470874024, -0.36325517473561425
224296;1;"{""coordinates"": [-0.35762483085168817, 39.467805021557545], ""type"": ""Point""}";39.467805021557545, -0.35762483085168817
224297;1;"{""coordinates"": [-0.4214174523515883, 39.50057796028411], ""type"": ""Point""}";39.50057796028411, -0.4214174523515883
224301;1;"{""coordinates"": [-0.35206941833626143, 39.47666354075519], ""type"": ""Point""}";39.47666354075519, -0.35206941833626143
224304;1;"{""coordinates"": [-0.3865677230011693, 39.455455847790454], ""type"": ""Point""}";39.455455847790454, -0.3865677230011693
224305;1;"{""coordinates"": [-0.3945163139211465, 39.48104707887671], ""type"": ""Point""}";39.48104707887671, -0.3945163139211465
224308;1;"{""coordinates"": [-0.3511036055525824, 39.47619082096042], ""type"": ""Point""}";39.47619082096042, -0.3511036055525824
224313;1;"{""coordinates"": [-0.37779479596753757, 39.49627388124892], ""type"": ""Point""}";39.49627388124892, -0.37779479596753757
224314;1;"{""coordinates"": [-0.3615647103496428, 39.48467583909475], ""type"": ""Point""}";39.48467583909475, -0.3615647103496428
224315;1;"{""coordinates"": [-0.36076035968928916, 39.43236306097885], ""type"": ""Point""}";39.43236306097885, -0.36076035968928916
224318;1;"{""coordinates"": [-0.4201037233296504, 39.498575442296605], ""type"": ""Point""}";39.498575442296605, -0.4201037233296504
224319;1;"{""coordinates"": [-0.3676836235536677, 39.45292944648061], ""type"": ""Point""}";39.45292944648061, -0.3676836235536677
224323;1;"{""coordinates"": [-0.34660446319751215, 39.47200843654216], ""type"": ""Point""}";39.47200843654216, -0.34660446319751215
224324;1;"{""coordinates"": [-0.3934252059416388, 39.47508217207272], ""type"": ""Point""}";39.47508217207272, -0.3934252059416388
224325;1;"{""coordinates"": [-0.3518271500175902, 39.464610439770574], ""type"": ""Point""}";39.464610439770574, -0.3518271500175902
224326;1;"{""coordinates"": [-0.33247316002969723, 39.46814160655103], ""type"": ""Point""}";39.46814160655103, -0.33247316002969723
224331;1;"{""coordinates"": [-0.3443362547298501, 39.45719424028394], ""type"": ""Point""}";39.45719424028394, -0.3443362547298501
224337;1;"{""coordinates"": [-0.36012445556832373, 39.46126107782571], ""type"": ""Point""}";39.46126107782571, -0.36012445556832373
224338;1;"{""coordinates"": [-0.39076671854103057, 39.435009630960394], ""type"": ""Point""}";39.435009630960394, -0.39076671854103057
224345;1;"{""coordinates"": [-0.3969778455969325, 39.45987656862489], ""type"": ""Point""}";39.45987656862489, -0.3969778455969325
224350;1;"{""coordinates"": [-0.3982826178670047, 39.47322969429921], ""type"": ""Point""}";39.47322969429921, -0.3982826178670047
224352;1;"{""coordinates"": [-0.36739899101518586, 39.49352881016898], ""type"": ""Point""}";39.49352881016898, -0.36739899101518586
224356;1;"{""coordinates"": [-0.3962979553061063, 39.464684092487204], ""type"": ""Point""}";39.464684092487204, -0.3962979553061063
224364;1;"{""coordinates"": [-0.3356745239659343, 39.4722692150521], ""type"": ""Point""}";39.4722692150521, -0.3356745239659343
224365;1;"{""coordinates"": [-0.39280526725778614, 39.4497668677047], ""type"": ""Point""}";39.4497668677047, -0.39280526725778614
224366;1;"{""coordinates"": [-0.3926696406190729, 39.449742204058964], ""type"": ""Point""}";39.449742204058964, -0.3926696406190729
224368;1;"{""coordinates"": [-0.3905044573213392, 39.44953653439935], ""type"": ""Point""}";39.44953653439935, -0.3905044573213392
224378;1;"{""coordinates"": [-0.397533197138292, 39.45938457370445], ""type"": ""Point""}";39.45938457370445, -0.397533197138292
224381;1;"{""coordinates"": [-0.3881283787333378, 39.49098504717014], ""type"": ""Point""}";39.49098504717014, -0.3881283787333378
224384;1;"{""coordinates"": [-0.3489256208670715, 39.470838275777616], ""type"": ""Point""}";39.470838275777616, -0.3489256208670715
224385;1;"{""coordinates"": [-0.3982033436986503, 39.496177799099385], ""type"": ""Point""}";39.496177799099385, -0.3982033436986503
224387;1;"{""coordinates"": [-0.3449830875022599, 39.46354412686124], ""type"": ""Point""}";39.46354412686124, -0.3449830875022599
224389;1;"{""coordinates"": [-0.37729388919768353, 39.48753828272739], ""type"": ""Point""}";39.48753828272739, -0.37729388919768353
224394;1;"{""coordinates"": [-0.3753798446798125, 39.490050241237], ""type"": ""Point""}";39.490050241237, -0.3753798446798125
224400;1;"{""coordinates"": [-0.34712765946100393, 39.4747434662354], ""type"": ""Point""}";39.4747434662354, -0.34712765946100393
224401;1;"{""coordinates"": [-0.35745465942158394, 39.49277073723471], ""type"": ""Point""}";39.49277073723471, -0.35745465942158394
224405;1;"{""coordinates"": [-0.42630326679204367, 39.499931131105825], ""type"": ""Point""}";39.499931131105825, -0.42630326679204367
224406;1;"{""coordinates"": [-0.39281090646466277, 39.472330900748325], ""type"": ""Point""}";39.472330900748325, -0.39281090646466277
224410;2;"{""coordinates"": [-0.3750601106805069, 39.46911552339463], ""type"": ""Point""}";39.46911552339463, -0.3750601106805069
224414;1;"{""coordinates"": [-0.37682546260050337, 39.48510816728853], ""type"": ""Point""}";39.48510816728853, -0.37682546260050337
224417;3;"{""coordinates"": [-0.3796395168503442, 39.447151152634895], ""type"": ""Point""}";39.447151152634895, -0.3796395168503442
224420;1;"{""coordinates"": [-0.32869374329407286, 39.468034142837574], ""type"": ""Point""}";39.468034142837574, -0.32869374329407286
224422;1;"{""coordinates"": [-0.4165746144158314, 39.50169177137268], ""type"": ""Point""}";39.50169177137268, -0.4165746144158314
224426;1;"{""coordinates"": [-0.33556857087900127, 39.46090853369005], ""type"": ""Point""}";39.46090853369005, -0.33556857087900127
224429;2;"{""coordinates"": [-0.37719823742209574, 39.4830640842943], ""type"": ""Point""}";39.4830640842943, -0.37719823742209574
224436;1;"{""coordinates"": [-0.3273199789513271, 39.46601298655808], ""type"": ""Point""}";39.46601298655808, -0.3273199789513271
224444;1;"{""coordinates"": [-0.33732730175226117, 39.46305563796022], ""type"": ""Point""}";39.46305563796022, -0.33732730175226117
224445;1;"{""coordinates"": [-0.35108290722412366, 39.46508619485693], ""type"": ""Point""}";39.46508619485693, -0.35108290722412366
224446;3;"{""coordinates"": [-0.35044587380253656, 39.46433252148067], ""type"": ""Point""}";39.46433252148067, -0.35044587380253656
224447;1;"{""coordinates"": [-0.3396468306389968, 39.46195712507616], ""type"": ""Point""}";39.46195712507616, -0.3396468306389968
224456;1;"{""coordinates"": [-0.3394800410544003, 39.46520567415682], ""type"": ""Point""}";39.46520567415682, -0.3394800410544003
224457;3;"{""coordinates"": [-0.32372976284080607, 39.464536576030845], ""type"": ""Point""}";39.464536576030845, -0.32372976284080607
