OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
222738;1;"{""coordinates"": [-0.3287278140640842, 39.4754006246451], ""type"": ""Point""}";39.4754006246451, -0.3287278140640842
222740;1;"{""coordinates"": [-0.33172095926740963, 39.47126087313313], ""type"": ""Point""}";39.47126087313313, -0.33172095926740963
222741;1;"{""coordinates"": [-0.3325932942050626, 39.472393595587526], ""type"": ""Point""}";39.472393595587526, -0.3325932942050626
222753;1;"{""coordinates"": [-0.3874976288284669, 39.46438629338321], ""type"": ""Point""}";39.46438629338321, -0.3874976288284669
222754;1;"{""coordinates"": [-0.3874415471849375, 39.46537509290068], ""type"": ""Point""}";39.46537509290068, -0.3874415471849375
222759;1;"{""coordinates"": [-0.38673096415819025, 39.46980524606143], ""type"": ""Point""}";39.46980524606143, -0.38673096415819025
222760;1;"{""coordinates"": [-0.383645937697856, 39.46760005035198], ""type"": ""Point""}";39.46760005035198, -0.383645937697856
222763;1;"{""coordinates"": [-0.2768053512483198, 39.27994175859112], ""type"": ""Point""}";39.27994175859112, -0.2768053512483198
222767;2;"{""coordinates"": [-0.3164400146706361, 39.35884927638613], ""type"": ""Point""}";39.35884927638613, -0.3164400146706361
222769;2;"{""coordinates"": [-0.3229460313529679, 39.374230401780586], ""type"": ""Point""}";39.374230401780586, -0.3229460313529679
222771;2;"{""coordinates"": [-0.36935470324862907, 39.48282726916497], ""type"": ""Point""}";39.48282726916497, -0.36935470324862907
222772;1;"{""coordinates"": [-0.31798336984345127, 39.31237849967024], ""type"": ""Point""}";39.31237849967024, -0.31798336984345127
222774;1;"{""coordinates"": [-0.40248240266852364, 39.4856859993256], ""type"": ""Point""}";39.4856859993256, -0.40248240266852364
222779;1;"{""coordinates"": [-0.3745368575414696, 39.49141389880905], ""type"": ""Point""}";39.49141389880905, -0.3745368575414696
222781;1;"{""coordinates"": [-0.3671891853724353, 39.485891302865596], ""type"": ""Point""}";39.485891302865596, -0.3671891853724353
222785;1;"{""coordinates"": [-0.3529130706033139, 39.47058868681777], ""type"": ""Point""}";39.47058868681777, -0.3529130706033139
222787;1;"{""coordinates"": [-0.3960362823947204, 39.47160357638125], ""type"": ""Point""}";39.47160357638125, -0.3960362823947204
222788;1;"{""coordinates"": [-0.39698543564896055, 39.472217413737404], ""type"": ""Point""}";39.472217413737404, -0.39698543564896055
222791;1;"{""coordinates"": [-0.3989599882211915, 39.473878348855415], ""type"": ""Point""}";39.473878348855415, -0.3989599882211915
222799;1;"{""coordinates"": [-0.39341383529983526, 39.470879294634365], ""type"": ""Point""}";39.470879294634365, -0.39341383529983526
222804;1;"{""coordinates"": [-0.3996881967431126, 39.4809438405777], ""type"": ""Point""}";39.4809438405777, -0.3996881967431126
222807;1;"{""coordinates"": [-0.39374105192376174, 39.47444919778372], ""type"": ""Point""}";39.47444919778372, -0.39374105192376174
222811;1;"{""coordinates"": [-0.3949284426609881, 39.4788954563475], ""type"": ""Point""}";39.4788954563475, -0.3949284426609881
222812;1;"{""coordinates"": [-0.38900673225421706, 39.444013179447154], ""type"": ""Point""}";39.444013179447154, -0.38900673225421706
222813;2;"{""coordinates"": [-0.38723565898433415, 39.44446283182509], ""type"": ""Point""}";39.44446283182509, -0.38723565898433415
222814;1;"{""coordinates"": [-0.38973154610196814, 39.44452067552874], ""type"": ""Point""}";39.44452067552874, -0.38973154610196814
222818;1;"{""coordinates"": [-0.3963080982010697, 39.44731081202809], ""type"": ""Point""}";39.44731081202809, -0.3963080982010697
222821;2;"{""coordinates"": [-0.3884143996005429, 39.4476544447574], ""type"": ""Point""}";39.4476544447574, -0.3884143996005429
222822;1;"{""coordinates"": [-0.3866609182749279, 39.44726058836125], ""type"": ""Point""}";39.44726058836125, -0.3866609182749279
222823;1;"{""coordinates"": [-0.40503712385130236, 39.45461412343897], ""type"": ""Point""}";39.45461412343897, -0.40503712385130236
222825;1;"{""coordinates"": [-0.40338846256735766, 39.45168141428104], ""type"": ""Point""}";39.45168141428104, -0.40338846256735766
222827;1;"{""coordinates"": [-0.4042269896284651, 39.45368904813001], ""type"": ""Point""}";39.45368904813001, -0.4042269896284651
222828;1;"{""coordinates"": [-0.40097832201196215, 39.454886253840016], ""type"": ""Point""}";39.454886253840016, -0.40097832201196215
222829;1;"{""coordinates"": [-0.3958839015334772, 39.448795606986195], ""type"": ""Point""}";39.448795606986195, -0.3958839015334772
222833;1;"{""coordinates"": [-0.3910998696392198, 39.44965001604867], ""type"": ""Point""}";39.44965001604867, -0.3910998696392198
222834;1;"{""coordinates"": [-0.3894814994765265, 39.449033770080874], ""type"": ""Point""}";39.449033770080874, -0.3894814994765265
222842;1;"{""coordinates"": [-0.3905315817005019, 39.47209244831255], ""type"": ""Point""}";39.47209244831255, -0.3905315817005019
222846;1;"{""coordinates"": [-0.39237573728834174, 39.47561502987067], ""type"": ""Point""}";39.47561502987067, -0.39237573728834174
222847;1;"{""coordinates"": [-0.3916180295088551, 39.47679943099529], ""type"": ""Point""}";39.47679943099529, -0.3916180295088551
222850;1;"{""coordinates"": [-0.3910589005949166, 39.47519103169821], ""type"": ""Point""}";39.47519103169821, -0.3910589005949166
222852;1;"{""coordinates"": [-0.38074721530262656, 39.47624029232788], ""type"": ""Point""}";39.47624029232788, -0.38074721530262656
222853;1;"{""coordinates"": [-0.38315270255730693, 39.47956544530393], ""type"": ""Point""}";39.47956544530393, -0.38315270255730693
222854;1;"{""coordinates"": [-0.3865282620027057, 39.48209597596255], ""type"": ""Point""}";39.48209597596255, -0.3865282620027057
222855;1;"{""coordinates"": [-0.3870038729506685, 39.48466578242211], ""type"": ""Point""}";39.48466578242211, -0.3870038729506685
222856;1;"{""coordinates"": [-0.38841650681289813, 39.48380509223482], ""type"": ""Point""}";39.48380509223482, -0.38841650681289813
222861;1;"{""coordinates"": [-0.38598600301857655, 39.451783504522936], ""type"": ""Point""}";39.451783504522936, -0.38598600301857655
222862;1;"{""coordinates"": [-0.3851102407898592, 39.451090745759274], ""type"": ""Point""}";39.451090745759274, -0.3851102407898592
222867;1;"{""coordinates"": [-0.3869685583383587, 39.45451886110775], ""type"": ""Point""}";39.45451886110775, -0.3869685583383587
222868;1;"{""coordinates"": [-0.39069844751276156, 39.452419998043844], ""type"": ""Point""}";39.452419998043844, -0.39069844751276156
222871;1;"{""coordinates"": [-0.3931218588459927, 39.452474955554], ""type"": ""Point""}";39.452474955554, -0.3931218588459927
222873;1;"{""coordinates"": [-0.3898241881957485, 39.453697946243615], ""type"": ""Point""}";39.453697946243615, -0.3898241881957485
222876;1;"{""coordinates"": [-0.3895360260085602, 39.45447323405597], ""type"": ""Point""}";39.45447323405597, -0.3895360260085602
222878;1;"{""coordinates"": [-0.3925399930582113, 39.45467850131694], ""type"": ""Point""}";39.45467850131694, -0.3925399930582113
222880;1;"{""coordinates"": [-0.39641242024209977, 39.456245538663296], ""type"": ""Point""}";39.456245538663296, -0.39641242024209977
222883;1;"{""coordinates"": [-0.38867370317559125, 39.48674616325411], ""type"": ""Point""}";39.48674616325411, -0.38867370317559125
222886;1;"{""coordinates"": [-0.39546927498880236, 39.483048172817455], ""type"": ""Point""}";39.483048172817455, -0.39546927498880236
222887;2;"{""coordinates"": [-0.39456858626931185, 39.48499117138744], ""type"": ""Point""}";39.48499117138744, -0.39456858626931185
222892;1;"{""coordinates"": [-0.393980915056868, 39.48608289588319], ""type"": ""Point""}";39.48608289588319, -0.393980915056868
222893;1;"{""coordinates"": [-0.3940990709639414, 39.48624663210428], ""type"": ""Point""}";39.48624663210428, -0.3940990709639414
222895;1;"{""coordinates"": [-0.39778154976337976, 39.484376759231566], ""type"": ""Point""}";39.484376759231566, -0.39778154976337976
222897;1;"{""coordinates"": [-0.4002469709254106, 39.484361107501826], ""type"": ""Point""}";39.484361107501826, -0.4002469709254106
222899;1;"{""coordinates"": [-0.399560325908277, 39.484673375771], ""type"": ""Point""}";39.484673375771, -0.399560325908277
222900;1;"{""coordinates"": [-0.3987984257355801, 39.48593100641331], ""type"": ""Point""}";39.48593100641331, -0.3987984257355801
222906;1;"{""coordinates"": [-0.39660648719981056, 39.45658584366438], ""type"": ""Point""}";39.45658584366438, -0.39660648719981056
222909;1;"{""coordinates"": [-0.3888008463595906, 39.455936401970106], ""type"": ""Point""}";39.455936401970106, -0.3888008463595906
222910;1;"{""coordinates"": [-0.38730612845788803, 39.45586539662684], ""type"": ""Point""}";39.45586539662684, -0.38730612845788803
222916;1;"{""coordinates"": [-0.3782288449677397, 39.454737409252445], ""type"": ""Point""}";39.454737409252445, -0.3782288449677397
222917;1;"{""coordinates"": [-0.37768216986306336, 39.45486822615583], ""type"": ""Point""}";39.45486822615583, -0.37768216986306336
222922;1;"{""coordinates"": [-0.3763628905252319, 39.45513267096176], ""type"": ""Point""}";39.45513267096176, -0.3763628905252319
222927;1;"{""coordinates"": [-0.38615203311327756, 39.45965828825131], ""type"": ""Point""}";39.45965828825131, -0.38615203311327756
222930;1;"{""coordinates"": [-0.3999859621459693, 39.48858369680929], ""type"": ""Point""}";39.48858369680929, -0.3999859621459693
222933;1;"{""coordinates"": [-0.3354690843792915, 39.46951037997367], ""type"": ""Point""}";39.46951037997367, -0.3354690843792915
222940;1;"{""coordinates"": [-0.3382588759366946, 39.46981079249757], ""type"": ""Point""}";39.46981079249757, -0.3382588759366946
222941;1;"{""coordinates"": [-0.33816590370072414, 39.47000216176672], ""type"": ""Point""}";39.47000216176672, -0.33816590370072414
222942;2;"{""coordinates"": [-0.3404728200124615, 39.46892331027012], ""type"": ""Point""}";39.46892331027012, -0.3404728200124615
222943;1;"{""coordinates"": [-0.34003565652612916, 39.470041452118416], ""type"": ""Point""}";39.470041452118416, -0.34003565652612916
222945;1;"{""coordinates"": [-0.34087193170029256, 39.470870207145275], ""type"": ""Point""}";39.470870207145275, -0.34087193170029256
222954;1;"{""coordinates"": [-0.3463916270965073, 39.47145120489811], ""type"": ""Point""}";39.47145120489811, -0.3463916270965073
222955;1;"{""coordinates"": [-0.3446190763061043, 39.47117870387763], ""type"": ""Point""}";39.47117870387763, -0.3446190763061043
222956;1;"{""coordinates"": [-0.34486111832317756, 39.468532066272004], ""type"": ""Point""}";39.468532066272004, -0.34486111832317756
222963;2;"{""coordinates"": [-0.34888664877504355, 39.47053156638296], ""type"": ""Point""}";39.47053156638296, -0.34888664877504355
222964;1;"{""coordinates"": [-0.349715500327642, 39.47285502071824], ""type"": ""Point""}";39.47285502071824, -0.349715500327642
222967;1;"{""coordinates"": [-0.3495374052797266, 39.46901720043128], ""type"": ""Point""}";39.46901720043128, -0.3495374052797266
222968;1;"{""coordinates"": [-0.3490335210980568, 39.47173600057543], ""type"": ""Point""}";39.47173600057543, -0.3490335210980568
222969;1;"{""coordinates"": [-0.3499045337873307, 39.46844955287328], ""type"": ""Point""}";39.46844955287328, -0.3499045337873307
222970;1;"{""coordinates"": [-0.35022091497869134, 39.46854782784102], ""type"": ""Point""}";39.46854782784102, -0.35022091497869134
222972;1;"{""coordinates"": [-0.35087221960599774, 39.466074861189426], ""type"": ""Point""}";39.466074861189426, -0.35087221960599774
222973;1;"{""coordinates"": [-0.3509140601789238, 39.4668434519347], ""type"": ""Point""}";39.4668434519347, -0.3509140601789238
222981;1;"{""coordinates"": [-0.3545265602371148, 39.465894077151184], ""type"": ""Point""}";39.465894077151184, -0.3545265602371148
222985;1;"{""coordinates"": [-0.3549565870286108, 39.46773205152393], ""type"": ""Point""}";39.46773205152393, -0.3549565870286108
222986;1;"{""coordinates"": [-0.3545318193538111, 39.46837328440202], ""type"": ""Point""}";39.46837328440202, -0.3545318193538111
222989;1;"{""coordinates"": [-0.3979158086672353, 39.46410628524403], ""type"": ""Point""}";39.46410628524403, -0.3979158086672353
222990;1;"{""coordinates"": [-0.3954501872361243, 39.46440078601985], ""type"": ""Point""}";39.46440078601985, -0.3954501872361243
222991;1;"{""coordinates"": [-0.39411700604654304, 39.46443568275482], ""type"": ""Point""}";39.46443568275482, -0.39411700604654304
222992;1;"{""coordinates"": [-0.39375675320630027, 39.46595742943466], ""type"": ""Point""}";39.46595742943466, -0.39375675320630027
222993;1;"{""coordinates"": [-0.39392441260843486, 39.4660137557412], ""type"": ""Point""}";39.4660137557412, -0.39392441260843486
222995;1;"{""coordinates"": [-0.3940248378851123, 39.46675133513375], ""type"": ""Point""}";39.46675133513375, -0.3940248378851123
222996;1;"{""coordinates"": [-0.3905494901940521, 39.468232617377566], ""type"": ""Point""}";39.468232617377566, -0.3905494901940521
222997;1;"{""coordinates"": [-0.3925169856268153, 39.4712585991356], ""type"": ""Point""}";39.4712585991356, -0.3925169856268153
222998;1;"{""coordinates"": [-0.3930059059713732, 39.46817977685575], ""type"": ""Point""}";39.46817977685575, -0.3930059059713732
222999;1;"{""coordinates"": [-0.39509876117076853, 39.468743695981104], ""type"": ""Point""}";39.468743695981104, -0.39509876117076853
223002;1;"{""coordinates"": [-0.39685467990760287, 39.469546998833295], ""type"": ""Point""}";39.469546998833295, -0.39685467990760287
223003;1;"{""coordinates"": [-0.39924258243967947, 39.472139330787975], ""type"": ""Point""}";39.472139330787975, -0.39924258243967947
223004;1;"{""coordinates"": [-0.3972170364906614, 39.471251711145065], ""type"": ""Point""}";39.471251711145065, -0.3972170364906614
223008;1;"{""coordinates"": [-0.344068144195736, 39.46167546957047], ""type"": ""Point""}";39.46167546957047, -0.344068144195736
223013;1;"{""coordinates"": [-0.3497593651124964, 39.46632792166801], ""type"": ""Point""}";39.46632792166801, -0.3497593651124964
223016;1;"{""coordinates"": [-0.39406077824881003, 39.465888681047616], ""type"": ""Point""}";39.465888681047616, -0.39406077824881003
223020;1;"{""coordinates"": [-0.35702247633134854, 39.47907428123414], ""type"": ""Point""}";39.47907428123414, -0.35702247633134854
223022;1;"{""coordinates"": [-0.4110401757785928, 39.46094517590112], ""type"": ""Point""}";39.46094517590112, -0.4110401757785928
223023;1;"{""coordinates"": [-0.3928598153405113, 39.49489901515671], ""type"": ""Point""}";39.49489901515671, -0.3928598153405113
223027;1;"{""coordinates"": [-0.3612010553998866, 39.428409597652575], ""type"": ""Point""}";39.428409597652575, -0.3612010553998866
223028;1;"{""coordinates"": [-0.36176451673972465, 39.45745871987807], ""type"": ""Point""}";39.45745871987807, -0.36176451673972465
223030;1;"{""coordinates"": [-0.38170491409044444, 39.493502340950464], ""type"": ""Point""}";39.493502340950464, -0.38170491409044444
223032;1;"{""coordinates"": [-0.41911502250119054, 39.503451786823675], ""type"": ""Point""}";39.503451786823675, -0.41911502250119054
223036;1;"{""coordinates"": [-0.4100854106461485, 39.46308574906254], ""type"": ""Point""}";39.46308574906254, -0.4100854106461485
223037;1;"{""coordinates"": [-0.37089924242655453, 39.447176014886345], ""type"": ""Point""}";39.447176014886345, -0.37089924242655453
223044;1;"{""coordinates"": [-0.37664510141731206, 39.51544961062193], ""type"": ""Point""}";39.51544961062193, -0.37664510141731206
223048;1;"{""coordinates"": [-0.34740891771429205, 39.46553546900015], ""type"": ""Point""}";39.46553546900015, -0.34740891771429205
223053;1;"{""coordinates"": [-0.3656620830642291, 39.45842766839447], ""type"": ""Point""}";39.45842766839447, -0.3656620830642291
223054;1;"{""coordinates"": [-0.388549256582578, 39.49040872850773], ""type"": ""Point""}";39.49040872850773, -0.388549256582578
223056;1;"{""coordinates"": [-0.40278192023392834, 39.539450048727225], ""type"": ""Point""}";39.539450048727225, -0.40278192023392834
223057;1;"{""coordinates"": [-0.4044135976794515, 39.46779703540902], ""type"": ""Point""}";39.46779703540902, -0.4044135976794515
223064;1;"{""coordinates"": [-0.40112715739966137, 39.49499125282398], ""type"": ""Point""}";39.49499125282398, -0.40112715739966137
223067;1;"{""coordinates"": [-0.3905449234328366, 39.472367696914546], ""type"": ""Point""}";39.472367696914546, -0.3905449234328366
223073;1;"{""coordinates"": [-0.39598435104738305, 39.49125007027077], ""type"": ""Point""}";39.49125007027077, -0.39598435104738305
223081;1;"{""coordinates"": [-0.3936106961527816, 39.49142179167449], ""type"": ""Point""}";39.49142179167449, -0.3936106961527816
223083;1;"{""coordinates"": [-0.4202444203939891, 39.501615899169494], ""type"": ""Point""}";39.501615899169494, -0.4202444203939891
223091;1;"{""coordinates"": [-0.3884142674070708, 39.489229218724965], ""type"": ""Point""}";39.489229218724965, -0.3884142674070708
223095;1;"{""coordinates"": [-0.3891729598620798, 39.49269404008707], ""type"": ""Point""}";39.49269404008707, -0.3891729598620798
223096;1;"{""coordinates"": [-0.39089461735582476, 39.492809502988024], ""type"": ""Point""}";39.492809502988024, -0.39089461735582476
223100;1;"{""coordinates"": [-0.38536382140301545, 39.49287984085549], ""type"": ""Point""}";39.49287984085549, -0.38536382140301545
223102;1;"{""coordinates"": [-0.384999542007177, 39.49250049035247], ""type"": ""Point""}";39.49250049035247, -0.384999542007177
223105;1;"{""coordinates"": [-0.39253677317817853, 39.494000256430894], ""type"": ""Point""}";39.494000256430894, -0.39253677317817853
223107;1;"{""coordinates"": [-0.39194286878822154, 39.49464112754585], ""type"": ""Point""}";39.49464112754585, -0.39194286878822154
223112;1;"{""coordinates"": [-0.39374291320298066, 39.49847877577499], ""type"": ""Point""}";39.49847877577499, -0.39374291320298066
223113;1;"{""coordinates"": [-0.3881199933732927, 39.494876834255614], ""type"": ""Point""}";39.494876834255614, -0.3881199933732927
223114;1;"{""coordinates"": [-0.3874070199129759, 39.49441975324437], ""type"": ""Point""}";39.49441975324437, -0.3874070199129759
223120;1;"{""coordinates"": [-0.38923342897431207, 39.51409880507614], ""type"": ""Point""}";39.51409880507614, -0.38923342897431207
223127;1;"{""coordinates"": [-0.40231776369696515, 39.45732024663481], ""type"": ""Point""}";39.45732024663481, -0.40231776369696515
223128;1;"{""coordinates"": [-0.40094035768661584, 39.45794953042007], ""type"": ""Point""}";39.45794953042007, -0.40094035768661584
223129;1;"{""coordinates"": [-0.400708785199297, 39.4580398813709], ""type"": ""Point""}";39.4580398813709, -0.400708785199297
223135;1;"{""coordinates"": [-0.3963309559641966, 39.46167734982208], ""type"": ""Point""}";39.46167734982208, -0.3963309559641966
223137;1;"{""coordinates"": [-0.3995258980800653, 39.460031112829675], ""type"": ""Point""}";39.460031112829675, -0.3995258980800653
223142;2;"{""coordinates"": [-0.40036739202683796, 39.46152819041468], ""type"": ""Point""}";39.46152819041468, -0.40036739202683796
223146;1;"{""coordinates"": [-0.4031697436830797, 39.463572930315266], ""type"": ""Point""}";39.463572930315266, -0.4031697436830797
223147;1;"{""coordinates"": [-0.40659635330839183, 39.463571392950975], ""type"": ""Point""}";39.463571392950975, -0.40659635330839183
223148;1;"{""coordinates"": [-0.4077101849864786, 39.463525009757895], ""type"": ""Point""}";39.463525009757895, -0.4077101849864786
223158;1;"{""coordinates"": [-0.4072245910005557, 39.465598320091914], ""type"": ""Point""}";39.465598320091914, -0.4072245910005557
223163;2;"{""coordinates"": [-0.40482209877983744, 39.47059934852608], ""type"": ""Point""}";39.47059934852608, -0.40482209877983744
223164;1;"{""coordinates"": [-0.40564369910286996, 39.47122795164441], ""type"": ""Point""}";39.47122795164441, -0.40564369910286996
223166;1;"{""coordinates"": [-0.3973245018737775, 39.46858655935502], ""type"": ""Point""}";39.46858655935502, -0.3973245018737775
223168;1;"{""coordinates"": [-0.40255480124975795, 39.46806759852987], ""type"": ""Point""}";39.46806759852987, -0.40255480124975795
223169;1;"{""coordinates"": [-0.403542285739236, 39.4675779540686], ""type"": ""Point""}";39.4675779540686, -0.403542285739236
223172;1;"{""coordinates"": [-0.4009620667413792, 39.467045593919615], ""type"": ""Point""}";39.467045593919615, -0.4009620667413792
223178;1;"{""coordinates"": [-0.40050297475390906, 39.46388498975119], ""type"": ""Point""}";39.46388498975119, -0.40050297475390906
223179;1;"{""coordinates"": [-0.3987142173036761, 39.463756427065576], ""type"": ""Point""}";39.463756427065576, -0.3987142173036761
223180;1;"{""coordinates"": [-0.3996000149443221, 39.46357611008102], ""type"": ""Point""}";39.46357611008102, -0.3996000149443221
223182;2;"{""coordinates"": [-0.3608412190156884, 39.49492644912002], ""type"": ""Point""}";39.49492644912002, -0.3608412190156884
223183;2;"{""coordinates"": [-0.3616755953880974, 39.494472204706796], ""type"": ""Point""}";39.494472204706796, -0.3616755953880974
223186;1;"{""coordinates"": [-0.37051772572853103, 39.48859019739178], ""type"": ""Point""}";39.48859019739178, -0.37051772572853103
223187;1;"{""coordinates"": [-0.372327936508921, 39.487681064823796], ""type"": ""Point""}";39.487681064823796, -0.372327936508921
223190;1;"{""coordinates"": [-0.3715389555810139, 39.48710787461294], ""type"": ""Point""}";39.48710787461294, -0.3715389555810139
223193;1;"{""coordinates"": [-0.3672647711368468, 39.495862081432556], ""type"": ""Point""}";39.495862081432556, -0.3672647711368468
223194;1;"{""coordinates"": [-0.3674830116473047, 39.495359004647305], ""type"": ""Point""}";39.495359004647305, -0.3674830116473047
223195;1;"{""coordinates"": [-0.36968992730534994, 39.48975408725453], ""type"": ""Point""}";39.48975408725453, -0.36968992730534994
223202;1;"{""coordinates"": [-0.37129259894470595, 39.492470652421716], ""type"": ""Point""}";39.492470652421716, -0.37129259894470595
223208;1;"{""coordinates"": [-0.3695641304824283, 39.49498198720953], ""type"": ""Point""}";39.49498198720953, -0.3695641304824283
223212;1;"{""coordinates"": [-0.3715098585905362, 39.49378736932984], ""type"": ""Point""}";39.49378736932984, -0.3715098585905362
223214;2;"{""coordinates"": [-0.3726831997465881, 39.49530941516174], ""type"": ""Point""}";39.49530941516174, -0.3726831997465881
223216;1;"{""coordinates"": [-0.37372155263572576, 39.497253665816295], ""type"": ""Point""}";39.497253665816295, -0.37372155263572576
223217;2;"{""coordinates"": [-0.37411308936992527, 39.494578165193765], ""type"": ""Point""}";39.494578165193765, -0.37411308936992527
223218;1;"{""coordinates"": [-0.3745928684123481, 39.49520879197536], ""type"": ""Point""}";39.49520879197536, -0.3745928684123481
223220;1;"{""coordinates"": [-0.37498767571784625, 39.49468903280472], ""type"": ""Point""}";39.49468903280472, -0.37498767571784625
223221;2;"{""coordinates"": [-0.37521289646593664, 39.498385902993604], ""type"": ""Point""}";39.498385902993604, -0.37521289646593664
223222;1;"{""coordinates"": [-0.3752733843106636, 39.4974655469897], ""type"": ""Point""}";39.4974655469897, -0.3752733843106636
223223;1;"{""coordinates"": [-0.3837595501324604, 39.50472080538994], ""type"": ""Point""}";39.50472080538994, -0.3837595501324604
223226;1;"{""coordinates"": [-0.37797059793193777, 39.4975106803387], ""type"": ""Point""}";39.4975106803387, -0.37797059793193777
223229;1;"{""coordinates"": [-0.38089875176081195, 39.49672806911473], ""type"": ""Point""}";39.49672806911473, -0.38089875176081195
223232;1;"{""coordinates"": [-0.3773237701411062, 39.494303419732134], ""type"": ""Point""}";39.494303419732134, -0.3773237701411062
223233;1;"{""coordinates"": [-0.37926824566962947, 39.49420949566586], ""type"": ""Point""}";39.49420949566586, -0.37926824566962947
223234;1;"{""coordinates"": [-0.38102201574147115, 39.497315859149595], ""type"": ""Point""}";39.497315859149595, -0.38102201574147115
223237;1;"{""coordinates"": [-0.3772246779494378, 39.49327348959581], ""type"": ""Point""}";39.49327348959581, -0.3772246779494378
223239;2;"{""coordinates"": [-0.3809944282061539, 39.49190593714325], ""type"": ""Point""}";39.49190593714325, -0.3809944282061539
223240;1;"{""coordinates"": [-0.37888731644645307, 39.49220143311566], ""type"": ""Point""}";39.49220143311566, -0.37888731644645307
223242;1;"{""coordinates"": [-0.3746343113586307, 39.4921554143652], ""type"": ""Point""}";39.4921554143652, -0.3746343113586307
223246;1;"{""coordinates"": [-0.3744221335845592, 39.49000312775016], ""type"": ""Point""}";39.49000312775016, -0.3744221335845592
223247;1;"{""coordinates"": [-0.37634315878813895, 39.49130800006716], ""type"": ""Point""}";39.49130800006716, -0.37634315878813895
223248;1;"{""coordinates"": [-0.37949839546188135, 39.4906546981369], ""type"": ""Point""}";39.4906546981369, -0.37949839546188135
223259;1;"{""coordinates"": [-0.38316804734015136, 39.48927637382556], ""type"": ""Point""}";39.48927637382556, -0.38316804734015136
223262;1;"{""coordinates"": [-0.3808289137148565, 39.48895736273874], ""type"": ""Point""}";39.48895736273874, -0.3808289137148565
223263;4;"{""coordinates"": [-0.3834032953483456, 39.488519834705684], ""type"": ""Point""}";39.488519834705684, -0.3834032953483456
223266;1;"{""coordinates"": [-0.3779020500909791, 39.48799394258807], ""type"": ""Point""}";39.48799394258807, -0.3779020500909791
223270;1;"{""coordinates"": [-0.3798207505924438, 39.48586045909226], ""type"": ""Point""}";39.48586045909226, -0.3798207505924438
223272;1;"{""coordinates"": [-0.3790490492582397, 39.485434903515674], ""type"": ""Point""}";39.485434903515674, -0.3790490492582397
223274;1;"{""coordinates"": [-0.3835398138772261, 39.48641641141535], ""type"": ""Point""}";39.48641641141535, -0.3835398138772261
223278;1;"{""coordinates"": [-0.3861817079525112, 39.48858793477835], ""type"": ""Point""}";39.48858793477835, -0.3861817079525112
223279;1;"{""coordinates"": [-0.3845117577020133, 39.48910801067983], ""type"": ""Point""}";39.48910801067983, -0.3845117577020133
223281;1;"{""coordinates"": [-0.38635218714771735, 39.48745054510818], ""type"": ""Point""}";39.48745054510818, -0.38635218714771735
223283;1;"{""coordinates"": [-0.37603350408220615, 39.48354828056073], ""type"": ""Point""}";39.48354828056073, -0.37603350408220615
223288;1;"{""coordinates"": [-0.39555487815105533, 39.494876899198644], ""type"": ""Point""}";39.494876899198644, -0.39555487815105533
223289;1;"{""coordinates"": [-0.39482760794349026, 39.49453198156938], ""type"": ""Point""}";39.49453198156938, -0.39482760794349026
223294;1;"{""coordinates"": [-0.3342278009251142, 39.46829446122778], ""type"": ""Point""}";39.46829446122778, -0.3342278009251142
223295;1;"{""coordinates"": [-0.33506251879694465, 39.4683127682447], ""type"": ""Point""}";39.4683127682447, -0.33506251879694465
223304;1;"{""coordinates"": [-0.340485700936553, 39.46823889508823], ""type"": ""Point""}";39.46823889508823, -0.340485700936553
223305;1;"{""coordinates"": [-0.34258311407701203, 39.468727386128904], ""type"": ""Point""}";39.468727386128904, -0.34258311407701203
223308;1;"{""coordinates"": [-0.36718378796677875, 39.45627913827956], ""type"": ""Point""}";39.45627913827956, -0.36718378796677875
223313;1;"{""coordinates"": [-0.37962415091014634, 39.485051361284015], ""type"": ""Point""}";39.485051361284015, -0.37962415091014634
223314;1;"{""coordinates"": [-0.35775484053269857, 39.48998935712432], ""type"": ""Point""}";39.48998935712432, -0.35775484053269857
223315;1;"{""coordinates"": [-0.38788559410781565, 39.458426893288], ""type"": ""Point""}";39.458426893288, -0.38788559410781565
223316;1;"{""coordinates"": [-0.4046483041284787, 39.4545098936627], ""type"": ""Point""}";39.4545098936627, -0.4046483041284787
223317;1;"{""coordinates"": [-0.40645774316689937, 39.45433927055669], ""type"": ""Point""}";39.45433927055669, -0.40645774316689937
223321;1;"{""coordinates"": [-0.3436810578618459, 39.47914858199379], ""type"": ""Point""}";39.47914858199379, -0.3436810578618459
223322;1;"{""coordinates"": [-0.3441923046002027, 39.47976996127442], ""type"": ""Point""}";39.47976996127442, -0.3441923046002027
223326;1;"{""coordinates"": [-0.3978202431442813, 39.45423379841197], ""type"": ""Point""}";39.45423379841197, -0.3978202431442813
223329;1;"{""coordinates"": [-0.3930904022143645, 39.45549617545784], ""type"": ""Point""}";39.45549617545784, -0.3930904022143645
223330;1;"{""coordinates"": [-0.3931473346769583, 39.4535690562091], ""type"": ""Point""}";39.4535690562091, -0.3931473346769583
223339;1;"{""coordinates"": [-0.3908296558575462, 39.45075766850691], ""type"": ""Point""}";39.45075766850691, -0.3908296558575462
223343;1;"{""coordinates"": [-0.3690314655310535, 39.45753362786514], ""type"": ""Point""}";39.45753362786514, -0.3690314655310535
