TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Urbano por metro;28079 Madrid;Viajeros transportados;2016M04;53.165
Urbano por metro;28079 Madrid;Viajeros transportados;2016M03;49.963
Urbano por metro;28079 Madrid;Viajeros transportados;2016M02;51.440
Urbano por metro;28079 Madrid;Viajeros transportados;2016M01;48.254
Urbano por metro;28079 Madrid;Viajeros transportados;2015M12;50.991
Urbano por metro;28079 Madrid;Viajeros transportados;2015M11;52.466
Urbano por metro;28079 Madrid;Viajeros transportados;2015M10;54.612
Urbano por metro;28079 Madrid;Viajeros transportados;2015M09;47.202
Urbano por metro;28079 Madrid;Viajeros transportados;2015M08;29.978
Urbano por metro;28079 Madrid;Viajeros transportados;2015M07;43.144
Urbano por metro;28079 Madrid;Viajeros transportados;2015M06;47.494
Urbano por metro;28079 Madrid;Viajeros transportados;2015M05;49.719
Urbano por metro;28079 Madrid;Viajeros transportados;2015M04;48.809
Urbano por metro;28079 Madrid;Viajeros transportados;2015M03;50.358
Urbano por metro;28079 Madrid;Viajeros transportados;2015M02;47.363
Urbano por metro;28079 Madrid;Viajeros transportados;2015M01;47.600
Urbano por metro;28079 Madrid;Viajeros transportados;2014M12;49.749
Urbano por metro;28079 Madrid;Viajeros transportados;2014M11;49.278
Urbano por metro;28079 Madrid;Viajeros transportados;2014M10;54.028
Urbano por metro;28079 Madrid;Viajeros transportados;2014M09;46.320
Urbano por metro;28079 Madrid;Viajeros transportados;2014M08;28.938
Urbano por metro;28079 Madrid;Viajeros transportados;2014M07;42.653
Urbano por metro;28079 Madrid;Viajeros transportados;2014M06;46.271
Urbano por metro;28079 Madrid;Viajeros transportados;2014M05;48.888
Urbano por metro;28079 Madrid;Viajeros transportados;2014M04;46.804
Urbano por metro;28079 Madrid;Viajeros transportados;2014M03;51.869
Urbano por metro;28079 Madrid;Viajeros transportados;2014M02;47.438
Urbano por metro;28079 Madrid;Viajeros transportados;2014M01;48.618
Urbano por metro;28079 Madrid;Viajeros transportados;2013M12;48.435
Urbano por metro;28079 Madrid;Viajeros transportados;2013M11;49.900
Urbano por metro;28079 Madrid;Viajeros transportados;2013M10;52.885
Urbano por metro;28079 Madrid;Viajeros transportados;2013M09;44.245
Urbano por metro;28079 Madrid;Viajeros transportados;2013M08;28.261
Urbano por metro;28079 Madrid;Viajeros transportados;2013M07;41.339
Urbano por metro;28079 Madrid;Viajeros transportados;2013M06;47.331
Urbano por metro;28079 Madrid;Viajeros transportados;2013M05;49.561
Urbano por metro;28079 Madrid;Viajeros transportados;2013M04;51.973
Urbano por metro;28079 Madrid;Viajeros transportados;2013M03;46.264
Urbano por metro;28079 Madrid;Viajeros transportados;2013M02;48.731
Urbano por metro;28079 Madrid;Viajeros transportados;2013M01;48.968
Urbano por metro;28079 Madrid;Viajeros transportados;2012M12;47.907
Urbano por metro;28079 Madrid;Viajeros transportados;2012M11;51.066
Urbano por metro;28079 Madrid;Viajeros transportados;2012M10;55.387
Urbano por metro;28079 Madrid;Viajeros transportados;2012M09;46.817
Urbano por metro;28079 Madrid;Viajeros transportados;2012M08;32.283
Urbano por metro;28079 Madrid;Viajeros transportados;2012M07;44.973
Urbano por metro;28079 Madrid;Viajeros transportados;2012M06;52.016
Urbano por metro;28079 Madrid;Viajeros transportados;2012M05;54.774
Urbano por metro;28079 Madrid;Viajeros transportados;2012M04;49.995
Urbano por metro;28079 Madrid;Viajeros transportados;2012M03;56.719
Urbano por metro;28079 Madrid;Viajeros transportados;2012M02;55.280
Urbano por metro;28079 Madrid;Viajeros transportados;2012M01;54.335
Urbano por metro;29067 Málaga;Viajeros transportados;2023M12;1.555
Urbano por metro;29067 Málaga;Viajeros transportados;2023M11;1.524
Urbano por metro;29067 Málaga;Viajeros transportados;2023M10;1.472
Urbano por metro;29067 Málaga;Viajeros transportados;2023M09;1.285
Urbano por metro;29067 Málaga;Viajeros transportados;2023M08;980
Urbano por metro;29067 Málaga;Viajeros transportados;2023M07;1.011
Urbano por metro;29067 Málaga;Viajeros transportados;2023M06;1.116
Urbano por metro;29067 Málaga;Viajeros transportados;2023M05;1.196
Urbano por metro;29067 Málaga;Viajeros transportados;2023M04;1.298
Urbano por metro;29067 Málaga;Viajeros transportados;2023M03;876
Urbano por metro;29067 Málaga;Viajeros transportados;2023M02;649
Urbano por metro;29067 Málaga;Viajeros transportados;2023M01;645
Urbano por metro;29067 Málaga;Viajeros transportados;2022M12;650
Urbano por metro;29067 Málaga;Viajeros transportados;2022M11;759
Urbano por metro;29067 Málaga;Viajeros transportados;2022M10;727
Urbano por metro;29067 Málaga;Viajeros transportados;2022M09;576
Urbano por metro;29067 Málaga;Viajeros transportados;2022M08;378
Urbano por metro;29067 Málaga;Viajeros transportados;2022M07;433
Urbano por metro;29067 Málaga;Viajeros transportados;2022M06;529
Urbano por metro;29067 Málaga;Viajeros transportados;2022M05;578
Urbano por metro;29067 Málaga;Viajeros transportados;2022M04;582
Urbano por metro;29067 Málaga;Viajeros transportados;2022M03;594
Urbano por metro;29067 Málaga;Viajeros transportados;2022M02;457
Urbano por metro;29067 Málaga;Viajeros transportados;2022M01;438
Urbano por metro;29067 Málaga;Viajeros transportados;2021M12;496
Urbano por metro;29067 Málaga;Viajeros transportados;2021M11;586
Urbano por metro;29067 Málaga;Viajeros transportados;2021M10;593
Urbano por metro;29067 Málaga;Viajeros transportados;2021M09;429
Urbano por metro;29067 Málaga;Viajeros transportados;2021M08;287
Urbano por metro;29067 Málaga;Viajeros transportados;2021M07;333
Urbano por metro;29067 Málaga;Viajeros transportados;2021M06;386
Urbano por metro;29067 Málaga;Viajeros transportados;2021M05;379
Urbano por metro;29067 Málaga;Viajeros transportados;2021M04;328
Urbano por metro;29067 Málaga;Viajeros transportados;2021M03;316
Urbano por metro;29067 Málaga;Viajeros transportados;2021M02;229
Urbano por metro;29067 Málaga;Viajeros transportados;2021M01;263
Urbano por metro;29067 Málaga;Viajeros transportados;2020M12;304
Urbano por metro;29067 Málaga;Viajeros transportados;2020M11;306
Urbano por metro;29067 Málaga;Viajeros transportados;2020M10;384
Urbano por metro;29067 Málaga;Viajeros transportados;2020M09;294
Urbano por metro;29067 Málaga;Viajeros transportados;2020M08;225
Urbano por metro;29067 Málaga;Viajeros transportados;2020M07;273
Urbano por metro;29067 Málaga;Viajeros transportados;2020M06;217
Urbano por metro;29067 Málaga;Viajeros transportados;2020M05;84
Urbano por metro;29067 Málaga;Viajeros transportados;2020M04;38
Urbano por metro;29067 Málaga;Viajeros transportados;2020M03;289
Urbano por metro;29067 Málaga;Viajeros transportados;2020M02;588
Urbano por metro;29067 Málaga;Viajeros transportados;2020M01;623
Urbano por metro;29067 Málaga;Viajeros transportados;2019M12;642
Urbano por metro;29067 Málaga;Viajeros transportados;2019M11;664
Urbano por metro;29067 Málaga;Viajeros transportados;2019M10;729
Urbano por metro;29067 Málaga;Viajeros transportados;2019M09;499
Urbano por metro;29067 Málaga;Viajeros transportados;2019M08;388
Urbano por metro;29067 Málaga;Viajeros transportados;2019M07;476
Urbano por metro;29067 Málaga;Viajeros transportados;2019M06;547
Urbano por metro;29067 Málaga;Viajeros transportados;2019M05;630
Urbano por metro;29067 Málaga;Viajeros transportados;2019M04;611
Urbano por metro;29067 Málaga;Viajeros transportados;2019M03;602
Urbano por metro;29067 Málaga;Viajeros transportados;2019M02;518
Urbano por metro;29067 Málaga;Viajeros transportados;2019M01;573
Urbano por metro;29067 Málaga;Viajeros transportados;2018M12;584
Urbano por metro;29067 Málaga;Viajeros transportados;2018M11;622
Urbano por metro;29067 Málaga;Viajeros transportados;2018M10;651
Urbano por metro;29067 Málaga;Viajeros transportados;2018M09;536
Urbano por metro;29067 Málaga;Viajeros transportados;2018M08;360
Urbano por metro;29067 Málaga;Viajeros transportados;2018M07;412
Urbano por metro;29067 Málaga;Viajeros transportados;2018M06;496
Urbano por metro;29067 Málaga;Viajeros transportados;2018M05;564
Urbano por metro;29067 Málaga;Viajeros transportados;2018M04;543
Urbano por metro;29067 Málaga;Viajeros transportados;2018M03;542
Urbano por metro;29067 Málaga;Viajeros transportados;2018M02;469
Urbano por metro;29067 Málaga;Viajeros transportados;2018M01;526
Urbano por metro;29067 Málaga;Viajeros transportados;2017M12;521
Urbano por metro;29067 Málaga;Viajeros transportados;2017M11;568
Urbano por metro;29067 Málaga;Viajeros transportados;2017M10;580
Urbano por metro;29067 Málaga;Viajeros transportados;2017M09;427
Urbano por metro;29067 Málaga;Viajeros transportados;2017M08;336
Urbano por metro;29067 Málaga;Viajeros transportados;2017M07;388
Urbano por metro;29067 Málaga;Viajeros transportados;2017M06;469
Urbano por metro;29067 Málaga;Viajeros transportados;2017M05;517
Urbano por metro;29067 Málaga;Viajeros transportados;2017M04;507
Urbano por metro;29067 Málaga;Viajeros transportados;2017M03;542
Urbano por metro;29067 Málaga;Viajeros transportados;2017M02;429
Urbano por metro;29067 Málaga;Viajeros transportados;2017M01;464
Urbano por metro;29067 Málaga;Viajeros transportados;2016M12;472
Urbano por metro;29067 Málaga;Viajeros transportados;2016M11;515
Urbano por metro;29067 Málaga;Viajeros transportados;2016M10;516
Urbano por metro;29067 Málaga;Viajeros transportados;2016M09;395
Urbano por metro;29067 Málaga;Viajeros transportados;2016M08;301
Urbano por metro;29067 Málaga;Viajeros transportados;2016M07;357
Urbano por metro;29067 Málaga;Viajeros transportados;2016M06;419
Urbano por metro;29067 Málaga;Viajeros transportados;2016M05;452
Urbano por metro;29067 Málaga;Viajeros transportados;2016M04;470
Urbano por metro;29067 Málaga;Viajeros transportados;2016M03;494
Urbano por metro;29067 Málaga;Viajeros transportados;2016M02;404
Urbano por metro;29067 Málaga;Viajeros transportados;2016M01;433
Urbano por metro;29067 Málaga;Viajeros transportados;2015M12;455
Urbano por metro;29067 Málaga;Viajeros transportados;2015M11;462
Urbano por metro;29067 Málaga;Viajeros transportados;2015M10;479
Urbano por metro;29067 Málaga;Viajeros transportados;2015M09;355
Urbano por metro;29067 Málaga;Viajeros transportados;2015M08;315
Urbano por metro;29067 Málaga;Viajeros transportados;2015M07;370
Urbano por metro;29067 Málaga;Viajeros transportados;2015M06;409
Urbano por metro;29067 Málaga;Viajeros transportados;2015M05;441
Urbano por metro;29067 Málaga;Viajeros transportados;2015M04;468
Urbano por metro;29067 Málaga;Viajeros transportados;2015M03;470
Urbano por metro;29067 Málaga;Viajeros transportados;2015M02;370
Urbano por metro;29067 Málaga;Viajeros transportados;2015M01;421
Urbano por metro;29067 Málaga;Viajeros transportados;2014M12;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M11;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M10;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M09;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M08;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M07;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M06;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M05;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M04;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M03;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M02;""
Urbano por metro;29067 Málaga;Viajeros transportados;2014M01;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M12;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M11;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M10;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M09;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M08;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M07;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M06;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M05;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M04;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M03;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M02;""
Urbano por metro;29067 Málaga;Viajeros transportados;2013M01;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M12;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M11;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M10;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M09;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M08;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M07;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M06;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M05;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M04;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M03;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M02;""
Urbano por metro;29067 Málaga;Viajeros transportados;2012M01;""
Urbano por metro;07040 Palma;Viajeros transportados;2023M12;142
Urbano por metro;07040 Palma;Viajeros transportados;2023M11;215
Urbano por metro;07040 Palma;Viajeros transportados;2023M10;225
Urbano por metro;07040 Palma;Viajeros transportados;2023M09;182
Urbano por metro;07040 Palma;Viajeros transportados;2023M08;71
Urbano por metro;07040 Palma;Viajeros transportados;2023M07;93
Urbano por metro;07040 Palma;Viajeros transportados;2023M06;140
Urbano por metro;07040 Palma;Viajeros transportados;2023M05;187
Urbano por metro;07040 Palma;Viajeros transportados;2023M04;137
Urbano por metro;07040 Palma;Viajeros transportados;2023M03;205
Urbano por metro;07040 Palma;Viajeros transportados;2023M02;157
Urbano por metro;07040 Palma;Viajeros transportados;2023M01;112
Urbano por metro;07040 Palma;Viajeros transportados;2022M12;123
Urbano por metro;07040 Palma;Viajeros transportados;2022M11;180
Urbano por metro;07040 Palma;Viajeros transportados;2022M10;177
Urbano por metro;07040 Palma;Viajeros transportados;2022M09;146
Urbano por metro;07040 Palma;Viajeros transportados;2022M08;41
Urbano por metro;07040 Palma;Viajeros transportados;2022M07;60
Urbano por metro;07040 Palma;Viajeros transportados;2022M06;94
Urbano por metro;07040 Palma;Viajeros transportados;2022M05;132
Urbano por metro;07040 Palma;Viajeros transportados;2022M04;96
Urbano por metro;07040 Palma;Viajeros transportados;2022M03;141
Urbano por metro;07040 Palma;Viajeros transportados;2022M02;83
Urbano por metro;07040 Palma;Viajeros transportados;2022M01;69
Urbano por metro;07040 Palma;Viajeros transportados;2021M12;80
Urbano por metro;07040 Palma;Viajeros transportados;2021M11;123
Urbano por metro;07040 Palma;Viajeros transportados;2021M10;120
Urbano por metro;07040 Palma;Viajeros transportados;2021M09;78
Urbano por metro;07040 Palma;Viajeros transportados;2021M08;25
Urbano por metro;07040 Palma;Viajeros transportados;2021M07;42
Urbano por metro;07040 Palma;Viajeros transportados;2021M06;66
Urbano por metro;07040 Palma;Viajeros transportados;2021M05;76
Urbano por metro;07040 Palma;Viajeros transportados;2021M04;62
Urbano por metro;07040 Palma;Viajeros transportados;2021M03;83
Urbano por metro;07040 Palma;Viajeros transportados;2021M02;54
Urbano por metro;07040 Palma;Viajeros transportados;2021M01;48
Urbano por metro;07040 Palma;Viajeros transportados;2020M12;46
Urbano por metro;07040 Palma;Viajeros transportados;2020M11;72
Urbano por metro;07040 Palma;Viajeros transportados;2020M10;77
Urbano por metro;07040 Palma;Viajeros transportados;2020M09;39
Urbano por metro;07040 Palma;Viajeros transportados;2020M08;18
Urbano por metro;07040 Palma;Viajeros transportados;2020M07;30
Urbano por metro;07040 Palma;Viajeros transportados;2020M06;22
Urbano por metro;07040 Palma;Viajeros transportados;2020M05;10
Urbano por metro;07040 Palma;Viajeros transportados;2020M04;4
Urbano por metro;07040 Palma;Viajeros transportados;2020M03;65
Urbano por metro;07040 Palma;Viajeros transportados;2020M02;108
Urbano por metro;07040 Palma;Viajeros transportados;2020M01;84
Urbano por metro;07040 Palma;Viajeros transportados;2019M12;97
Urbano por metro;07040 Palma;Viajeros transportados;2019M11;117
Urbano por metro;07040 Palma;Viajeros transportados;2019M10;159
Urbano por metro;07040 Palma;Viajeros transportados;2019M09;121
Urbano por metro;07040 Palma;Viajeros transportados;2019M08;33
Urbano por metro;07040 Palma;Viajeros transportados;2019M07;63
Urbano por metro;07040 Palma;Viajeros transportados;2019M06;79
Urbano por metro;07040 Palma;Viajeros transportados;2019M05;119
Urbano por metro;07040 Palma;Viajeros transportados;2019M04;95
Urbano por metro;07040 Palma;Viajeros transportados;2019M03;111
Urbano por metro;07040 Palma;Viajeros transportados;2019M02;103
Urbano por metro;07040 Palma;Viajeros transportados;2019M01;76
Urbano por metro;07040 Palma;Viajeros transportados;2018M12;80
Urbano por metro;07040 Palma;Viajeros transportados;2018M11;116
Urbano por metro;07040 Palma;Viajeros transportados;2018M10;102
Urbano por metro;07040 Palma;Viajeros transportados;2018M09;83
Urbano por metro;07040 Palma;Viajeros transportados;2018M08;28
Urbano por metro;07040 Palma;Viajeros transportados;2018M07;48
Urbano por metro;07040 Palma;Viajeros transportados;2018M06;72
Urbano por metro;07040 Palma;Viajeros transportados;2018M05;96
Urbano por metro;07040 Palma;Viajeros transportados;2018M04;77
Urbano por metro;07040 Palma;Viajeros transportados;2018M03;86
Urbano por metro;07040 Palma;Viajeros transportados;2018M02;87
Urbano por metro;07040 Palma;Viajeros transportados;2018M01;64
Urbano por metro;07040 Palma;Viajeros transportados;2017M12;65
Urbano por metro;07040 Palma;Viajeros transportados;2017M11;102
Urbano por metro;07040 Palma;Viajeros transportados;2017M10;81
Urbano por metro;07040 Palma;Viajeros transportados;2017M09;77
Urbano por metro;07040 Palma;Viajeros transportados;2017M08;20
Urbano por metro;07040 Palma;Viajeros transportados;2017M07;35
Urbano por metro;07040 Palma;Viajeros transportados;2017M06;64
Urbano por metro;07040 Palma;Viajeros transportados;2017M05;79
Urbano por metro;07040 Palma;Viajeros transportados;2017M04;55
Urbano por metro;07040 Palma;Viajeros transportados;2017M03;79
Urbano por metro;07040 Palma;Viajeros transportados;2017M02;66
Urbano por metro;07040 Palma;Viajeros transportados;2017M01;49
Urbano por metro;07040 Palma;Viajeros transportados;2016M12;56
Urbano por metro;07040 Palma;Viajeros transportados;2016M11;81
Urbano por metro;07040 Palma;Viajeros transportados;2016M10;78
Urbano por metro;07040 Palma;Viajeros transportados;2016M09;67
Urbano por metro;07040 Palma;Viajeros transportados;2016M08;16
Urbano por metro;07040 Palma;Viajeros transportados;2016M07;27
Urbano por metro;07040 Palma;Viajeros transportados;2016M06;52
Urbano por metro;07040 Palma;Viajeros transportados;2016M05;72
Urbano por metro;07040 Palma;Viajeros transportados;2016M04;74
Urbano por metro;07040 Palma;Viajeros transportados;2016M03;60
Urbano por metro;07040 Palma;Viajeros transportados;2016M02;71
Urbano por metro;07040 Palma;Viajeros transportados;2016M01;48
Urbano por metro;07040 Palma;Viajeros transportados;2015M12;42
Urbano por metro;07040 Palma;Viajeros transportados;2015M11;76
Urbano por metro;07040 Palma;Viajeros transportados;2015M10;87
Urbano por metro;07040 Palma;Viajeros transportados;2015M09;62
Urbano por metro;07040 Palma;Viajeros transportados;2015M08;14
Urbano por metro;07040 Palma;Viajeros transportados;2015M07;31
Urbano por metro;07040 Palma;Viajeros transportados;2015M06;55
Urbano por metro;07040 Palma;Viajeros transportados;2015M05;72
Urbano por metro;07040 Palma;Viajeros transportados;2015M04;70
Urbano por metro;07040 Palma;Viajeros transportados;2015M03;64
Urbano por metro;07040 Palma;Viajeros transportados;2015M02;67
Urbano por metro;07040 Palma;Viajeros transportados;2015M01;47
Urbano por metro;07040 Palma;Viajeros transportados;2014M12;41
Urbano por metro;07040 Palma;Viajeros transportados;2014M11;71
Urbano por metro;07040 Palma;Viajeros transportados;2014M10;87
Urbano por metro;07040 Palma;Viajeros transportados;2014M09;60
Urbano por metro;07040 Palma;Viajeros transportados;2014M08;13
Urbano por metro;07040 Palma;Viajeros transportados;2014M07;30
Urbano por metro;07040 Palma;Viajeros transportados;2014M06;52
Urbano por metro;07040 Palma;Viajeros transportados;2014M05;70
Urbano por metro;07040 Palma;Viajeros transportados;2014M04;64
Urbano por metro;07040 Palma;Viajeros transportados;2014M03;57
Urbano por metro;07040 Palma;Viajeros transportados;2014M02;71
Urbano por metro;07040 Palma;Viajeros transportados;2014M01;48
Urbano por metro;07040 Palma;Viajeros transportados;2013M12;40
Urbano por metro;07040 Palma;Viajeros transportados;2013M11;75
Urbano por metro;07040 Palma;Viajeros transportados;2013M10;88
Urbano por metro;07040 Palma;Viajeros transportados;2013M09;62
Urbano por metro;07040 Palma;Viajeros transportados;2013M08;15
Urbano por metro;07040 Palma;Viajeros transportados;2013M07;31
Urbano por metro;07040 Palma;Viajeros transportados;2013M06;58
Urbano por metro;07040 Palma;Viajeros transportados;2013M05;74
Urbano por metro;07040 Palma;Viajeros transportados;2013M04;64
Urbano por metro;07040 Palma;Viajeros transportados;2013M03;72
Urbano por metro;07040 Palma;Viajeros transportados;2013M02;77
Urbano por metro;07040 Palma;Viajeros transportados;2013M01;50
Urbano por metro;07040 Palma;Viajeros transportados;2012M12;46
Urbano por metro;07040 Palma;Viajeros transportados;2012M11;85
Urbano por metro;07040 Palma;Viajeros transportados;2012M10;83
Urbano por metro;07040 Palma;Viajeros transportados;2012M09;67
Urbano por metro;07040 Palma;Viajeros transportados;2012M08;17
Urbano por metro;07040 Palma;Viajeros transportados;2012M07;37
Urbano por metro;07040 Palma;Viajeros transportados;2012M06;54
Urbano por metro;07040 Palma;Viajeros transportados;2012M05;72
Urbano por metro;07040 Palma;Viajeros transportados;2012M04;69
Urbano por metro;07040 Palma;Viajeros transportados;2012M03;67
Urbano por metro;07040 Palma;Viajeros transportados;2012M02;65
Urbano por metro;07040 Palma;Viajeros transportados;2012M01;45
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M12;2.034
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M11;2.037
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M10;2.028
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M09;1.726
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M08;821
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M07;1.060
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M06;1.435
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M05;1.737
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M04;2.628
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M03;1.892
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M02;1.538
Urbano por metro;41091 Sevilla;Viajeros transportados;2023M01;1.495
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M12;1.603
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M11;1.649
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M10;1.731
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M09;1.424
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M08;646
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M07;813
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M06;1.137
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M05;1.809
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M04;1.777
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M03;1.454
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M02;1.168
Urbano por metro;41091 Sevilla;Viajeros transportados;2022M01;996
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M12;1.235
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M11;1.369
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M10;1.369
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M09;1.046
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M08;463
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M07;633
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M06;777
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M05;814
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M04;783
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M03;801
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M02;578
Urbano por metro;41091 Sevilla;Viajeros transportados;2021M01;572
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M12;646
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M11;562
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M10;784
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M09;639
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M08;373
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M07;517
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M06;460
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M05;199
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M04;61
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M03;665
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M02;1.448
Urbano por metro;41091 Sevilla;Viajeros transportados;2020M01;1.443
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M12;1.632
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M11;1.555
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M10;1.720
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M09;1.308
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M08;681
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M07;961
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M06;1.218
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M05;1.964
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M04;1.633
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M03;1.551
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M02;1.371
Urbano por metro;41091 Sevilla;Viajeros transportados;2019M01;1.405
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M12;1.632
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M11;1.580
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M10;1.656
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M09;1.263
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M08;696
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M07;958
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M06;1.200
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M05;1.461
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M04;2.025
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M03;1.746
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M02;1.348
Urbano por metro;41091 Sevilla;Viajeros transportados;2018M01;1.373
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M12;1.535
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M11;1.485
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M10;1.547
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M09;1.224
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M08;610
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M07;825
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M06;1.121
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M05;1.769
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M04;1.853
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M03;1.492
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M02;1.254
Urbano por metro;41091 Sevilla;Viajeros transportados;2017M01;1.314
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M12;1.479
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M11;1.446
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M10;1.454
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M09;1.224
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M08;602
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M07;800
