TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M06;1.095
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M05;1.241
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M04;1.825
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M03;1.652
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M02;1.252
Urbano por metro;41091 Sevilla;Viajeros transportados;2016M01;1.256
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M12;1.477
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M11;1.331
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M10;1.401
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M09;1.183
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M08;571
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M07;815
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M06;1.055
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M05;1.231
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M04;1.896
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M03;1.488
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M02;1.190
Urbano por metro;41091 Sevilla;Viajeros transportados;2015M01;1.240
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M12;1.448
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M11;1.280
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M10;1.375
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M09;1.123
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M08;541
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M07;824
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M06;1.010
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M05;1.688
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M04;1.597
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M03;1.264
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M02;1.106
Urbano por metro;41091 Sevilla;Viajeros transportados;2014M01;1.194
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M12;1.320
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M11;1.247
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M10;1.367
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M09;1.014
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M08;509
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M07;780
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M06;992
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M05;1.201
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M04;1.755
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M03;1.381
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M02;1.115
Urbano por metro;41091 Sevilla;Viajeros transportados;2013M01;1.206
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M12;1.286
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M11;1.195
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M10;1.325
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M09;992
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M08;523
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M07;806
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M06;1.020
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M05;1.219
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M04;1.858
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M03;1.344
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M02;1.185
Urbano por metro;41091 Sevilla;Viajeros transportados;2012M01;1.280
Urbano por metro;46250 València;Viajeros transportados;2023M12;8.073
Urbano por metro;46250 València;Viajeros transportados;2023M11;8.571
Urbano por metro;46250 València;Viajeros transportados;2023M10;8.555
Urbano por metro;46250 València;Viajeros transportados;2023M09;7.714
Urbano por metro;46250 València;Viajeros transportados;2023M08;5.145
Urbano por metro;46250 València;Viajeros transportados;2023M07;6.684
Urbano por metro;46250 València;Viajeros transportados;2023M06;7.607
Urbano por metro;46250 València;Viajeros transportados;2023M05;8.018
Urbano por metro;46250 València;Viajeros transportados;2023M04;6.834
Urbano por metro;46250 València;Viajeros transportados;2023M03;9.906
Urbano por metro;46250 València;Viajeros transportados;2023M02;6.856
Urbano por metro;46250 València;Viajeros transportados;2023M01;6.522
Urbano por metro;46250 València;Viajeros transportados;2022M12;6.503
Urbano por metro;46250 València;Viajeros transportados;2022M11;6.762
Urbano por metro;46250 València;Viajeros transportados;2022M10;6.427
Urbano por metro;46250 València;Viajeros transportados;2022M09;5.617
Urbano por metro;46250 València;Viajeros transportados;2022M08;3.344
Urbano por metro;46250 València;Viajeros transportados;2022M07;4.819
Urbano por metro;46250 València;Viajeros transportados;2022M06;5.398
Urbano por metro;46250 València;Viajeros transportados;2022M05;5.638
Urbano por metro;46250 València;Viajeros transportados;2022M04;4.606
Urbano por metro;46250 València;Viajeros transportados;2022M03;6.116
Urbano por metro;46250 València;Viajeros transportados;2022M02;4.402
Urbano por metro;46250 València;Viajeros transportados;2022M01;3.664
Urbano por metro;46250 València;Viajeros transportados;2021M12;4.319
Urbano por metro;46250 València;Viajeros transportados;2021M11;4.786
Urbano por metro;46250 València;Viajeros transportados;2021M10;4.693
Urbano por metro;46250 València;Viajeros transportados;2021M09;4.513
Urbano por metro;46250 València;Viajeros transportados;2021M08;2.558
Urbano por metro;46250 València;Viajeros transportados;2021M07;3.388
Urbano por metro;46250 València;Viajeros transportados;2021M06;3.679
Urbano por metro;46250 València;Viajeros transportados;2021M05;3.668
Urbano por metro;46250 València;Viajeros transportados;2021M04;3.075
Urbano por metro;46250 València;Viajeros transportados;2021M03;3.267
Urbano por metro;46250 València;Viajeros transportados;2021M02;2.360
Urbano por metro;46250 València;Viajeros transportados;2021M01;2.514
Urbano por metro;46250 València;Viajeros transportados;2020M12;3.309
Urbano por metro;46250 València;Viajeros transportados;2020M11;3.364
Urbano por metro;46250 València;Viajeros transportados;2020M10;3.606
Urbano por metro;46250 València;Viajeros transportados;2020M09;3.313
Urbano por metro;46250 València;Viajeros transportados;2020M08;2.085
Urbano por metro;46250 València;Viajeros transportados;2020M07;2.888
Urbano por metro;46250 València;Viajeros transportados;2020M06;2.282
Urbano por metro;46250 València;Viajeros transportados;2020M05;985
Urbano por metro;46250 València;Viajeros transportados;2020M04;408
Urbano por metro;46250 València;Viajeros transportados;2020M03;3.007
Urbano por metro;46250 València;Viajeros transportados;2020M02;6.048
Urbano por metro;46250 València;Viajeros transportados;2020M01;5.689
Urbano por metro;46250 València;Viajeros transportados;2019M12;6.006
Urbano por metro;46250 València;Viajeros transportados;2019M11;6.235
Urbano por metro;46250 València;Viajeros transportados;2019M10;6.659
Urbano por metro;46250 València;Viajeros transportados;2019M09;5.749
Urbano por metro;46250 València;Viajeros transportados;2019M08;3.775
Urbano por metro;46250 València;Viajeros transportados;2019M07;5.363
Urbano por metro;46250 València;Viajeros transportados;2019M06;5.550
Urbano por metro;46250 València;Viajeros transportados;2019M05;6.178
Urbano por metro;46250 València;Viajeros transportados;2019M04;5.524
Urbano por metro;46250 València;Viajeros transportados;2019M03;7.444
Urbano por metro;46250 València;Viajeros transportados;2019M02;5.595
Urbano por metro;46250 València;Viajeros transportados;2019M01;5.524
Urbano por metro;46250 València;Viajeros transportados;2018M12;5.660
Urbano por metro;46250 València;Viajeros transportados;2018M11;5.990
Urbano por metro;46250 València;Viajeros transportados;2018M10;6.046
Urbano por metro;46250 València;Viajeros transportados;2018M09;5.593
Urbano por metro;46250 València;Viajeros transportados;2018M08;3.708
Urbano por metro;46250 València;Viajeros transportados;2018M07;5.229
Urbano por metro;46250 València;Viajeros transportados;2018M06;5.575
Urbano por metro;46250 València;Viajeros transportados;2018M05;6.114
Urbano por metro;46250 València;Viajeros transportados;2018M04;5.442
Urbano por metro;46250 València;Viajeros transportados;2018M03;7.083
Urbano por metro;46250 València;Viajeros transportados;2018M02;5.485
Urbano por metro;46250 València;Viajeros transportados;2018M01;5.344
Urbano por metro;46250 València;Viajeros transportados;2017M12;5.144
Urbano por metro;46250 València;Viajeros transportados;2017M11;5.712
Urbano por metro;46250 València;Viajeros transportados;2017M10;5.606
Urbano por metro;46250 València;Viajeros transportados;2017M09;5.275
Urbano por metro;46250 València;Viajeros transportados;2017M08;3.379
Urbano por metro;46250 València;Viajeros transportados;2017M07;4.745
Urbano por metro;46250 València;Viajeros transportados;2017M06;5.400
Urbano por metro;46250 València;Viajeros transportados;2017M05;5.835
Urbano por metro;46250 València;Viajeros transportados;2017M04;4.779
Urbano por metro;46250 València;Viajeros transportados;2017M03;7.480
Urbano por metro;46250 València;Viajeros transportados;2017M02;5.361
Urbano por metro;46250 València;Viajeros transportados;2017M01;5.125
Urbano por metro;46250 València;Viajeros transportados;2016M12;5.139
Urbano por metro;46250 València;Viajeros transportados;2016M11;5.627
Urbano por metro;46250 València;Viajeros transportados;2016M10;5.625
Urbano por metro;46250 València;Viajeros transportados;2016M09;5.254
Urbano por metro;46250 València;Viajeros transportados;2016M08;3.302
Urbano por metro;46250 València;Viajeros transportados;2016M07;4.619
Urbano por metro;46250 València;Viajeros transportados;2016M06;5.240
Urbano por metro;46250 València;Viajeros transportados;2016M05;5.638
Urbano por metro;46250 València;Viajeros transportados;2016M04;5.404
Urbano por metro;46250 València;Viajeros transportados;2016M03;6.565
Urbano por metro;46250 València;Viajeros transportados;2016M02;5.415
Urbano por metro;46250 València;Viajeros transportados;2016M01;4.802
Urbano por metro;46250 València;Viajeros transportados;2015M12;5.284
Urbano por metro;46250 València;Viajeros transportados;2015M11;5.557
Urbano por metro;46250 València;Viajeros transportados;2015M10;5.457
Urbano por metro;46250 València;Viajeros transportados;2015M09;5.048
Urbano por metro;46250 València;Viajeros transportados;2015M08;3.120
Urbano por metro;46250 València;Viajeros transportados;2015M07;4.609
Urbano por metro;46250 València;Viajeros transportados;2015M06;5.071
Urbano por metro;46250 València;Viajeros transportados;2015M05;5.241
Urbano por metro;46250 València;Viajeros transportados;2015M04;4.832
Urbano por metro;46250 València;Viajeros transportados;2015M03;6.624
Urbano por metro;46250 València;Viajeros transportados;2015M02;5.059
Urbano por metro;46250 València;Viajeros transportados;2015M01;4.785
Urbano por metro;46250 València;Viajeros transportados;2014M12;5.101
Urbano por metro;46250 València;Viajeros transportados;2014M11;5.256
Urbano por metro;46250 València;Viajeros transportados;2014M10;5.573
Urbano por metro;46250 València;Viajeros transportados;2014M09;4.953
Urbano por metro;46250 València;Viajeros transportados;2014M08;2.980
Urbano por metro;46250 València;Viajeros transportados;2014M07;4.591
Urbano por metro;46250 València;Viajeros transportados;2014M06;4.938
Urbano por metro;46250 València;Viajeros transportados;2014M05;5.327
Urbano por metro;46250 València;Viajeros transportados;2014M04;4.867
Urbano por metro;46250 València;Viajeros transportados;2014M03;6.757
Urbano por metro;46250 València;Viajeros transportados;2014M02;5.028
Urbano por metro;46250 València;Viajeros transportados;2014M01;4.909
Urbano por metro;46250 València;Viajeros transportados;2013M12;4.832
Urbano por metro;46250 València;Viajeros transportados;2013M11;5.146
Urbano por metro;46250 València;Viajeros transportados;2013M10;5.537
Urbano por metro;46250 València;Viajeros transportados;2013M09;4.774
Urbano por metro;46250 València;Viajeros transportados;2013M08;2.978
Urbano por metro;46250 València;Viajeros transportados;2013M07;4.601
Urbano por metro;46250 València;Viajeros transportados;2013M06;4.955
Urbano por metro;46250 València;Viajeros transportados;2013M05;5.557
Urbano por metro;46250 València;Viajeros transportados;2013M04;5.041
Urbano por metro;46250 València;Viajeros transportados;2013M03;6.547
Urbano por metro;46250 València;Viajeros transportados;2013M02;4.979
Urbano por metro;46250 València;Viajeros transportados;2013M01;4.946
Urbano por metro;46250 València;Viajeros transportados;2012M12;4.501
Urbano por metro;46250 València;Viajeros transportados;2012M11;5.067
Urbano por metro;46250 València;Viajeros transportados;2012M10;5.423
Urbano por metro;46250 València;Viajeros transportados;2012M09;4.837
Urbano por metro;46250 València;Viajeros transportados;2012M08;3.344
Urbano por metro;46250 València;Viajeros transportados;2012M07;4.915
Urbano por metro;46250 València;Viajeros transportados;2012M06;5.472
Urbano por metro;46250 València;Viajeros transportados;2012M05;6.001
Urbano por metro;46250 València;Viajeros transportados;2012M04;4.875
Urbano por metro;46250 València;Viajeros transportados;2012M03;7.501
Urbano por metro;46250 València;Viajeros transportados;2012M02;5.686
Urbano por metro;46250 València;Viajeros transportados;2012M01;5.563
