Codigo distrito-barrio;Nombre;Codigo distrito;Codigo barrio;Areas de barrios;geo_point_2d;geo_shape
093;LA CREU COBERTA;9;3;374887.53125;39.45082750748332, -0.3853982961775011;"{""coordinates"": [[[-0.3812388903732512, 39.45462857195775], [-0.3828101040008694, 39.449506445763724], [-0.38359776432933423, 39.44728550218637], [-0.3858161370446614, 39.447835417583406], [-0.38961274862909967, 39.44772257099926], [-0.3893170991049943, 39.44922038926409], [-0.38885690732096845, 39.45127306684714], [-0.3887956064973338, 39.45159150338719], [-0.3886669431519654, 39.452255257618646], [-0.3885021553091805, 39.45316594290629], [-0.387739332687362, 39.45297763245679], [-0.38688567163160553, 39.452868354230176], [-0.38467187180587326, 39.45257981683585], [-0.38447234752796106, 39.453543767107185], [-0.38416289701329454, 39.4550187459505], [-0.3812388903732512, 39.45462857195775]]], ""type"": ""Polygon""}"
095;CAMI REAL;9;5;1477502.0;39.44492338630296, -0.39555042391499123;"{""coordinates"": [[[-0.39830433723075587, 39.4545839901384], [-0.39746294959287204, 39.453930028914165], [-0.3985844272500256, 39.45297318035851], [-0.3980097637622234, 39.452451316621044], [-0.39600378513265944, 39.45077578949032], [-0.3947468599116461, 39.44987376395271], [-0.3960635076162461, 39.44796638423251], [-0.39614307185935127, 39.44758529048548], [-0.3955677650308135, 39.44754987854532], [-0.3942188855298968, 39.44753766328528], [-0.39298328871892835, 39.447622557214345], [-0.3920978002647479, 39.44764773669276], [-0.39244711867549625, 39.44671414937973], [-0.39297836917636314, 39.445361243639354], [-0.39335656682194375, 39.444392265376294], [-0.393718633945897, 39.443427437383264], [-0.3943049214692003, 39.441922634948675], [-0.3935452017924146, 39.44188757464314], [-0.3922996278869675, 39.44224250431825], [-0.3904362373937454, 39.44234031250912], [-0.38903633705655055, 39.442335892442884], [-0.3880171790534348, 39.442092286793375], [-0.3876455348853139, 39.443038836431285], [-0.38715132830283583, 39.444311479410295], [-0.3863135547463197, 39.44640069451948], [-0.3858161370446614, 39.447835417583406], [-0.38359776432933423, 39.44728550218637], [-0.38492533303388043, 39.44354070224987], [-0.3871549923651072, 39.43719024716469], [-0.3898332503218489, 39.43751167631327], [-0.393007123216077, 39.438348638829254], [-0.39802887840930645, 39.4404385693215], [-0.40107312319346644, 39.44281289160304], [-0.40331934441065476, 39.444899080072744], [-0.40585349728372644, 39.44764481340107], [-0.40520532049189123, 39.4483195140899], [-0.40404317435445414, 39.449554786405045], [-0.40378557551709093, 39.44995893583976], [-0.4028129372767928, 39.450842587069765], [-0.4008979590264519, 39.452515948543635], [-0.39830433723075587, 39.4545839901384]]], ""type"": ""Polygon""}"
106;LA PUNTA;10;6;;39.4414756787921, -0.3494480667451268;"{""coordinates"": [[[-0.3360548430672957, 39.426341775701864], [-0.3368460442136396, 39.42636440040121], [-0.3376425337756836, 39.42657182115788], [-0.3460806275820897, 39.42953483055811], [-0.34896042927077286, 39.43053740610393], [-0.3511369660128623, 39.43126715407057], [-0.35541385980599, 39.43269329181143], [-0.3563954053762569, 39.43302190976594], [-0.35908200569736526, 39.4339207727042], [-0.3613896025630597, 39.43466683917187], [-0.36213498378531483, 39.43480987147675], [-0.3655553310381972, 39.435144192893894], [-0.37017371913482555, 39.43551903836273], [-0.3695409253975543, 39.44127017996401], [-0.3695148073536307, 39.44148128722198], [-0.36554232897547656, 39.440990425242084], [-0.3654421123019813, 39.44137552391103], [-0.3653773054952515, 39.44149566499341], [-0.36538820047296516, 39.44157248689259], [-0.3654499712277065, 39.44160992228319], [-0.3653761828862084, 39.44191003611703], [-0.36483473229565083, 39.441749116415046], [-0.36479538719379334, 39.442041001903526], [-0.3646881367832029, 39.442516019477594], [-0.3644723837781804, 39.44305614278783], [-0.3658119969699378, 39.44338830585211], [-0.3657279969144119, 39.44372873707747], [-0.3655185488728993, 39.44437261555629], [-0.36532426803615936, 39.44555736611342], [-0.36512903760695764, 39.445746629948054], [-0.3648134726828993, 39.44562236125548], [-0.36473375143456055, 39.44565658901216], [-0.3646086082743883, 39.44587446744626], [-0.3644401102421534, 39.446086858237955], [-0.3645249594378171, 39.44635904651433], [-0.36470066281132, 39.44647564055756], [-0.36491349528033623, 39.44657055409339], [-0.3653011677156563, 39.446727987955136], [-0.3658124162411514, 39.44690173452893], [-0.3662287774187009, 39.447068824331964], [-0.36627542676594, 39.447083394627505], [-0.3663142699676991, 39.44709328361513], [-0.35172624509704836, 39.45332912508373], [-0.3482681239213817, 39.45228636378486], [-0.3470815645778087, 39.45195750030861], [-0.3468173451367486, 39.452221741283324], [-0.3466048857533847, 39.45244211043351], [-0.34556735277600575, 39.454039998205346], [-0.3448537849411863, 39.45391559329109], [-0.3438101561328592, 39.453819685206426], [-0.3430141726320126, 39.453819517234734], [-0.34140448920626015, 39.454093527069126], [-0.339305287500895, 39.45432927341768], [-0.33731003210290345, 39.45456286776417], [-0.33466402220329117, 39.454777010050826], [-0.33459128413740125, 39.45477984627252], [-0.3348932817404425, 39.45383184351337], [-0.33490574889835895, 39.452629468973015], [-0.3354265760653058, 39.44944782236034], [-0.3356094141689782, 39.448443032175], [-0.33528264516616757, 39.448404019085324], [-0.33546644121849245, 39.447412764090636], [-0.33554765986427876, 39.44655880204759], [-0.33573620649126706, 39.44492804147428], [-0.33574172778923395, 39.444878619795745], [-0.33584292591801684, 39.44395754035988], [-0.3359750658190622, 39.44239758296176], [-0.33611305091919347, 39.44076119339113], [-0.33616710324003835, 39.44050569105779], [-0.3365901589602382, 39.436916495543166], [-0.33663085640158213, 39.43602108122877], [-0.33653051991425637, 39.434978303628945], [-0.3362337030603991, 39.43187258767346], [-0.33612304645419977, 39.42931379884607], [-0.335952472780999, 39.429365834283495], [-0.3357124796825303, 39.42949678090746], [-0.3356685143426788, 39.42952077258327], [-0.33551477906709676, 39.42967869524948], [-0.3354501765824387, 39.429778121846546], [-0.33540775354569424, 39.42997894625712], [-0.3353628078748986, 39.430018284332306], [-0.3355387644215719, 39.428378213580565], [-0.33564300813326814, 39.427923172596394], [-0.3357390426384211, 39.427683208412354], [-0.33584731728481826, 39.42757805296476], [-0.33593007086210463, 39.42745887139538], [-0.33604144810963954, 39.42742653286556], [-0.33603853638190384, 39.42735935963805], [-0.3360548430672957, 39.426341775701864]]], ""type"": ""Polygon""}"
181;BENIMAMET;18;1;;39.50126515665228, -0.42214469894626794;"{""coordinates"": [[[-0.4265075268247919, 39.494998905218495], [-0.4265326358433183, 39.49505928000089], [-0.42656813424342627, 39.4950999573334], [-0.42660611032329027, 39.49517874285063], [-0.42664596088302537, 39.49524517371174], [-0.4267204568464848, 39.49534263250995], [-0.42678594920004986, 39.49541971207846], [-0.4268572857440772, 39.49551456933996], [-0.42694684009790373, 39.49564512659926], [-0.4270065702318468, 39.495701907662], [-0.42704808041994263, 39.495805950990494], [-0.42713830350410714, 39.49595464868921], [-0.42719799550964216, 39.496047464152454], [-0.42724867279290946, 39.49610853104201], [-0.42726389223007516, 39.49613725486749], [-0.4271446512356826, 39.49618352357142], [-0.42710479897707926, 39.49620820819956], [-0.4270458098048934, 39.49624133374833], [-0.4270327489367064, 39.49625401725495], [-0.42709092932977, 39.49631783589399], [-0.4271273310957035, 39.496342875706965], [-0.42719107236009507, 39.49639275463934], [-0.42728225152970584, 39.49646512351987], [-0.42733788175170245, 39.49650919225939], [-0.42739114322645094, 39.49655159594556], [-0.4276432527842853, 39.49677120945519], [-0.42771773084017434, 39.496850316230876], [-0.4278102692808276, 39.496877346301765], [-0.4278320672201739, 39.49687053168683], [-0.42785526070145613, 39.4968630813067], [-0.4278823935043494, 39.496856646034736], [-0.42791477652927606, 39.49684342620872], [-0.42793665876595705, 39.4968349558142], [-0.427958980840752, 39.49683631478224], [-0.42797385613949557, 39.49683969805359], [-0.4280123730555218, 39.49685595575484], [-0.42802725468048314, 39.496870519124194], [-0.4280443295512536, 39.49688677965631], [-0.42805552978467365, 39.4968980633975], [-0.4280615442263239, 39.49693109679396], [-0.4280654849263746, 39.49695698532565], [-0.4280713589183262, 39.49696513320941], [-0.4281124015612044, 39.49702957198326], [-0.42812064908528485, 39.49704903344572], [-0.4281473684909001, 39.49710710123186], [-0.4281874529697544, 39.4971877526924], [-0.42817746138859136, 39.49719635118884], [-0.4281624658815642, 39.497210100086676], [-0.4281596897827652, 39.49723524536087], [-0.4281573860395773, 39.49725325708388], [-0.42815851475303274, 39.49727404743192], [-0.42815095409022086, 39.497283573589165], [-0.4281517962941692, 39.497293528975774], [-0.42815768097813517, 39.49731431648741], [-0.4281674734670076, 39.49732877620401], [-0.42822114391839644, 39.497431385604095], [-0.4282175286186123, 39.497451854736774], [-0.4281981479122564, 39.49747699284199], [-0.42817650154844283, 39.49749514399275], [-0.4281661344729812, 39.497503517964134], [-0.4281602730952156, 39.49751678436472], [-0.4281541435704468, 39.4975634946332], [-0.4281082432745128, 39.49764086452515], [-0.4281378266293606, 39.49766731163245], [-0.4281707807468455, 39.49769915756254], [-0.4282971984820488, 39.49782253889292], [-0.4284627767747001, 39.49798417344643], [-0.42851415882585625, 39.49802871517054], [-0.4285528332797099, 39.49805459761983], [-0.42857041755351355, 39.49808386008927], [-0.4286636192377127, 39.498182524409344], [-0.4286882439251818, 39.49821858217626], [-0.4287006452849678, 39.49824082015345], [-0.4287349492129592, 39.49835718064784], [-0.4287287971585544, 39.4984136560225], [-0.42874559663704953, 39.49848975604637], [-0.4287710931105291, 39.498612245826536], [-0.4287860519679906, 39.4986925392642], [-0.428791467445345, 39.4987358384452], [-0.42884423567042923, 39.4987923203798], [-0.4288961067669781, 39.498884178148394], [-0.4289110613911921, 39.498901193425006], [-0.4289933657329185, 39.49899489572013], [-0.4290862171288485, 39.49896810394058], [-0.42916735830882274, 39.49915077865097], [-0.42921485467794296, 39.499197927738926], [-0.42923822510861764, 39.499251623963616], [-0.429309867663539, 39.49941376448608], [-0.4293615821510739, 39.499617472266536], [-0.4295021877079155, 39.49991953210186], [-0.4296319956687515, 39.50015932708552], [-0.4297497711445012, 39.50042966596635], [-0.42987216082038354, 39.50070861113142], [-0.42995477638017243, 39.50089871415514], [-0.4300158262008984, 39.501090889614645], [-0.4300487387858288, 39.5012545603538], [-0.43014402022647025, 39.501558229459036], [-0.4302402424510692, 39.50186826150713], [-0.43037065492786686, 39.50220920218278], [-0.43045722095700956, 39.50244933717379], [-0.43049204731111534, 39.502655472685404], [-0.43063008704455596, 39.502937817129556], [-0.43074421206532737, 39.50329355906066], [-0.43086593475157015, 39.503731602382764], [-0.43101063212247676, 39.50412088425978], [-0.4311048472909234, 39.50458311140115], [-0.43121317254367114, 39.50491805835582], [-0.4313148295169762, 39.505163508210444], [-0.4314830274120776, 39.50546018476127], [-0.43156945600355084, 39.50579643105737], [-0.4316334619017399, 39.50608726359818], [-0.43151931569867985, 39.506103748908416], [-0.4307301089515429, 39.50624179197779], [-0.4299565879629363, 39.50635710500812], [-0.42922176322827826, 39.506503763938156], [-0.42862421126201095, 39.50661447513534], [-0.42773862657439105, 39.50675923837524], [-0.4271056371324766, 39.50689603945806], [-0.42669804651590953, 39.506976569472926], [-0.42623285336682565, 39.50705174103952], [-0.4260213288603415, 39.507087765967825], [-0.42489420199580813, 39.507279911607846], [-0.42418723054983726, 39.5074140659289], [-0.4241730281249527, 39.50740658004328], [-0.42397677177170884, 39.507303158910254], [-0.42349461151194695, 39.50705656272914], [-0.4229935166218344, 39.50678870720861], [-0.42267078779147915, 39.5066297140197], [-0.42202007424653454, 39.506317175812256], [-0.421707148267433, 39.50615769479945], [-0.4214718835938578, 39.50600517965499], [-0.42109900912097625, 39.505813664524766], [-0.4210299699864079, 39.50578995239016], [-0.4205462893172309, 39.50553943658216], [-0.41976237830777247, 39.50513490358249], [-0.419135213222265, 39.504835682895816], [-0.41860694782799357, 39.504542133616965], [-0.4180787956093265, 39.50424564760912], [-0.41749766355896284, 39.50389364050251], [-0.41661074651095653, 39.50345513096018], [-0.41599462015062544, 39.50312804949112], [-0.415309186985133, 39.50296139244207], [-0.41463836496321527, 39.50279593935741], [-0.4144562621099756, 39.502749356560024], [-0.41397110551119387, 39.502552698577965], [-0.41384201804486787, 39.50251807833366], [-0.4135518142045539, 39.50239437787856], [-0.41331854418668124, 39.502297691402234], [-0.4130815951520178, 39.50219957122836], [-0.4129640537633664, 39.502151225417215], [-0.4129179029875049, 39.50212102730051], [-0.41289809869187577, 39.50211382972535], [-0.41282020072821834, 39.50208552821561], [-0.412315549181572, 39.50182815135821], [-0.4117359166439629, 39.50152980563898], [-0.4114329205330273, 39.50138816672958], [-0.4113858605954897, 39.50121646443911], [-0.4113480017272445, 39.501123632031394], [-0.41139874557262573, 39.50100813455142], [-0.41147955198776254, 39.50082364168543], [-0.4115728777058564, 39.50061921188891], [-0.41165779112694784, 39.50044246786075], [-0.41169536341084956, 39.50033499193865], [-0.4117153311651461, 39.50026852832488], [-0.41180190806639516, 39.500025948816486], [-0.4118340344881728, 39.499934540359774], [-0.4118878327473677, 39.49978588617653], [-0.41191723250715506, 39.49967864252935], [-0.41193704354996047, 39.49958035625919], [-0.41200160239043704, 39.49944567112165], [-0.41202245477534255, 39.49936538060335], [-0.412030884485951, 39.4992986599265], [-0.4120570532062405, 39.49921548787862], [-0.41215325340957726, 39.4990513098596], [-0.4122450131846099, 39.49884006992305], [-0.4122669646529509, 39.49877683949027], [-0.41228237996035844, 39.49865096034858], [-0.4123463339350433, 39.49852250462144], [-0.41239519550254433, 39.49834167784481], [-0.41240241774304925, 39.49821095865888], [-0.4124274874154481, 39.49804173687799], [-0.4124419720040761, 39.4978967382873], [-0.4124470413560891, 39.497779223109], [-0.412443961143766, 39.49775380371369], [-0.4124426604570354, 39.49773777509575], [-0.41243901132539496, 39.497725495897726], [-0.41251823548388206, 39.49716441652465], [-0.41267203275129827, 39.49689533370284], [-0.4128178170044963, 39.49682248241672], [-0.41259597249260205, 39.49647726159669], [-0.41438440404242466, 39.496862876375026], [-0.41604515306276757, 39.49681956127874], [-0.4187334174517055, 39.49668944317658], [-0.42147001534926665, 39.49656264153398], [-0.423207031944833, 39.4964822323395], [-0.42361800717805354, 39.4965156244961], [-0.4245834334725048, 39.49708472794478], [-0.42535243291206715, 39.4970077270462], [-0.42535513682603115, 39.496477428015126], [-0.42534534097020354, 39.49598869800156], [-0.42525130746967765, 39.49557227109146], [-0.4259393989243526, 39.49549107688626], [-0.4259678224431669, 39.495064633737385], [-0.4261176591187422, 39.49507180871347], [-0.4265075268247919, 39.494998905218495]]], ""type"": ""Polygon""}"
153;SANT LLORENS;15;3;;39.49635509681184, -0.36282126402044845;"{""coordinates"": [[[-0.3576153239265151, 39.49409509979621], [-0.3576167848218172, 39.494093061008776], [-0.35789362105003447, 39.49380605876584], [-0.3593630045458652, 39.4908636299239], [-0.35967480962244747, 39.4902392203306], [-0.3602606640382306, 39.48906594378062], [-0.360551356943016, 39.48848376237335], [-0.3618415521971826, 39.4885364133431], [-0.3622940885660968, 39.4885548669785], [-0.3630502931199239, 39.48794593116528], [-0.36288606869222867, 39.48781157718292], [-0.3633706759851153, 39.48739016310646], [-0.3639897913469805, 39.4868321536166], [-0.3652700691956154, 39.487834136633246], [-0.3658595117988715, 39.488311451777], [-0.36473266077241556, 39.48919127209429], [-0.36538166078399903, 39.48974651483251], [-0.365936645901173, 39.48942294444723], [-0.36707723555754485, 39.48875795829707], [-0.3690025588041041, 39.490288014778926], [-0.3688120304046735, 39.49044585821412], [-0.3690297145091324, 39.49060843171201], [-0.36831413624393916, 39.49120031818275], [-0.3691479101738542, 39.49180927320489], [-0.36804928649026575, 39.49273030369765], [-0.3672545046704119, 39.49337893692621], [-0.36835754487796757, 39.49415165175447], [-0.36781697787114065, 39.494630384329696], [-0.3681221083499027, 39.494844488674175], [-0.3676885768468544, 39.49524006180717], [-0.36739665641398095, 39.49550371059355], [-0.36663303487263793, 39.49494137670434], [-0.3663390572082621, 39.4951824543029], [-0.3682415263334013, 39.4965903785994], [-0.36779844983617, 39.49708483201703], [-0.3690969615647417, 39.49760972316399], [-0.3681299632816126, 39.49991207185746], [-0.3692761504675918, 39.50019929232805], [-0.36860056743917285, 39.50182809038617], [-0.3682932038084731, 39.50174905877993], [-0.36766605995681545, 39.50338345220235], [-0.367195442699138, 39.5042490061319], [-0.36709834256037105, 39.50420027558445], [-0.3669128407938196, 39.504124073824244], [-0.3668133326746528, 39.50409846796341], [-0.36668702499158007, 39.50405085884614], [-0.3666086963331203, 39.503996544516845], [-0.36649628413893565, 39.50392188158535], [-0.36637772940332347, 39.50386083565928], [-0.3662386736331574, 39.50380592828926], [-0.3661021306633275, 39.50375531182829], [-0.3660067305637912, 39.50373611353957], [-0.3658510184368634, 39.50371548472437], [-0.36564864513983275, 39.50369993267324], [-0.36553421790847457, 39.503688797820246], [-0.3654864580084705, 39.503703561236385], [-0.3654567818629488, 39.50373246401427], [-0.3654443522424794, 39.503769964824706], [-0.36542522245047554, 39.50381828634807], [-0.36539260521199207, 39.50393210186754], [-0.365373383503151, 39.503982853656076], [-0.36534952462514714, 39.5040310679261], [-0.36533483183578325, 39.5040453649384], [-0.3653124113413003, 39.50405582015174], [-0.3652704728925197, 39.50404146410712], [-0.3651663810247703, 39.50397838463941], [-0.3650495824846781, 39.50390505323811], [-0.3649555772159876, 39.50385294976559], [-0.3648508162174109, 39.50382205208021], [-0.3647336199041947, 39.50380110617514], [-0.364624076138065, 39.50376199193905], [-0.36451762611213684, 39.50370594828612], [-0.36442806258009464, 39.50366126024292], [-0.3642230180837451, 39.503578259743634], [-0.36404265157817217, 39.503500773582154], [-0.3639021307089613, 39.503430551373945], [-0.3637335946243086, 39.50335236922156], [-0.3635979498818218, 39.503306364676156], [-0.3635037048538165, 39.503260344509854], [-0.363447317906065, 39.5032332368921], [-0.3633639493018467, 39.50319112998636], [-0.36322917478826133, 39.503135658561376], [-0.3631481133469152, 39.503104198139354], [-0.3631162898891008, 39.5030717831484], [-0.36304828536749406, 39.503039772170354], [-0.3629792419472377, 39.50299310738203], [-0.36293050965651347, 39.502950561108705], [-0.3628989281121519, 39.50291206164284], [-0.36289966584275574, 39.502867034695136], [-0.3629076350218015, 39.50282266736293], [-0.36291119434785424, 39.50279128062637], [-0.3629015008893874, 39.502777619572235], [-0.36278320035731465, 39.50276287169371], [-0.36274705439832505, 39.50275466406563], [-0.36271884336768373, 39.50274850135036], [-0.3626879843776564, 39.50273825161555], [-0.3626518558374545, 39.50271298180303], [-0.362571431051671, 39.502644725731386], [-0.36244488155088633, 39.50254217126898], [-0.36234310259777147, 39.50248416868799], [-0.36229560211716133, 39.50245027148016], [-0.36215122807917455, 39.50234705979372], [-0.36203547501001043, 39.50227083931789], [-0.36193705879773963, 39.502205732772545], [-0.3618890353781074, 39.50216814796227], [-0.3617746036830268, 39.502097281397766], [-0.36166501243497917, 39.50202111939628], [-0.3616218917963192, 39.50199503285405], [-0.3615801538477664, 39.502025525541754], [-0.3614827317192969, 39.502097968578724], [-0.36141446775327746, 39.50214722759325], [-0.3613352377537026, 39.50222199349834], [-0.36123846524251557, 39.50230429762523], [-0.36115734850321374, 39.50236468765215], [-0.3610693049617807, 39.502437874853946], [-0.36102596044766627, 39.50248898787721], [-0.3609580714829138, 39.502571335209694], [-0.3609287731354743, 39.50260711906531], [-0.360838165778971, 39.50272775091176], [-0.36076697053737367, 39.50284643633117], [-0.36073385712394535, 39.502899132955214], [-0.36066637275112884, 39.50300610115974], [-0.36060908898973665, 39.50309918436357], [-0.36054844921835266, 39.503197974903024], [-0.3605152398524328, 39.50324828196402], [-0.36049557016770595, 39.503292040966144], [-0.36048152345518075, 39.50331228878978], [-0.3603986346885318, 39.503285199223896], [-0.36025743697182394, 39.50328702713903], [-0.36001876626838697, 39.5033475031143], [-0.3597713429587191, 39.50340356360791], [-0.3595961028677035, 39.50344603926947], [-0.3595825454634762, 39.50339869656688], [-0.3595545377478177, 39.503377646267204], [-0.3594276977820931, 39.50331877431062], [-0.35933854934469955, 39.50327796556428], [-0.3592969397653319, 39.5032601915323], [-0.35922220988263476, 39.503238457583144], [-0.3588397768271269, 39.50312775867521], [-0.3585742181043699, 39.503011148381866], [-0.35839693946607676, 39.50294199373521], [-0.3581711281031053, 39.50286041130747], [-0.3579562877962995, 39.50278760919665], [-0.35787028597855675, 39.502752798634944], [-0.35770101924680187, 39.50269381581654], [-0.357555298401411, 39.50263705290434], [-0.3573976271426593, 39.5025841800354], [-0.3573080309759037, 39.502545422562925], [-0.357142863563989, 39.502480478312975], [-0.3570396309061689, 39.50243947356824], [-0.35688155863086335, 39.50238063611202], [-0.3566720041479034, 39.50229823147592], [-0.3562479558510995, 39.502109462579504], [-0.3559462566392203, 39.501973096629506], [-0.35600476362870437, 39.50190646621379], [-0.35618728537829497, 39.50167035682844], [-0.3562382934695693, 39.50160428535557], [-0.35650666881754756, 39.50123071885703], [-0.3565514245262102, 39.50124489890105], [-0.35665906309182627, 39.50105550688991], [-0.3563945128179416, 39.50090124913246], [-0.3560336970697973, 39.500684585811925], [-0.3558110346970945, 39.50057572903199], [-0.3554472151824828, 39.50037090509731], [-0.3553127071027533, 39.500272846370436], [-0.35504167451702545, 39.50012317661389], [-0.35483630054124377, 39.49997248763391], [-0.3547926309190047, 39.49967741240842], [-0.3549839491539144, 39.499499962753816], [-0.35532978973782076, 39.49919906106081], [-0.355530708866151, 39.49904126984568], [-0.35574563713341856, 39.498874941512334], [-0.35588183413619734, 39.4987692335882], [-0.35595674298561447, 39.49870052602476], [-0.35600036180227745, 39.49865294354158], [-0.35607696304147424, 39.49859387771996], [-0.35617535149231755, 39.49851589378785], [-0.3562402413329167, 39.49849337105313], [-0.3564820160664291, 39.498294815332464], [-0.35664943893528606, 39.498124503590084], [-0.3567038501518832, 39.49807317549272], [-0.35678515702464736, 39.49798441534057], [-0.35693665220864346, 39.49785664041655], [-0.35707059628267107, 39.49776087948861], [-0.35702510056993136, 39.49771166586896], [-0.3568108167065979, 39.49754608444131], [-0.3567088764582684, 39.49746442540296], [-0.356442809950612, 39.49735450135823], [-0.35616125038290647, 39.497248404225374], [-0.3560526925327666, 39.49720515142805], [-0.3558679124773186, 39.497133417015306], [-0.3557705782078456, 39.497098076798984], [-0.355671727733757, 39.49705887328216], [-0.35563597096582505, 39.49704786160437], [-0.35565457936036937, 39.497034267522174], [-0.35573653418952533, 39.49697595435013], [-0.3559489862449875, 39.496742868481526], [-0.35611015702961574, 39.49655183922564], [-0.3563389548136101, 39.49627918881453], [-0.3567601910922661, 39.495805525701115], [-0.35704229371842433, 39.495440584748444], [-0.3571639468420996, 39.49526983457029], [-0.35736951662119115, 39.495031535491925], [-0.3575301208373221, 39.49484634692913], [-0.3576367747259403, 39.494735379434594], [-0.3577656717591929, 39.49464435852201], [-0.35787238118171993, 39.4945868499363], [-0.3579339402702288, 39.49450726115622], [-0.357909140587842, 39.494423726721664], [-0.35787993179941696, 39.49433994788116], [-0.35786965218481437, 39.49432800276363], [-0.35775072678098546, 39.49418988799791], [-0.35771409003188365, 39.494154560380686], [-0.3576429282799459, 39.49411502428718], [-0.3576153239265151, 39.49409509979621]]], ""type"": ""Polygon""}"
162;CIUTAT FALLERA;16;2;;39.4996374884818, -0.3950550502555335;"{""coordinates"": [[[-0.388886035794183, 39.500236303675734], [-0.3914492176531002, 39.49874437645661], [-0.39400496129589424, 39.49709908389394], [-0.39603196909270777, 39.49586979385006], [-0.3966411677034112, 39.4955140933606], [-0.39695119601457723, 39.49581382511663], [-0.3975887737356023, 39.49541820677296], [-0.3982444035133673, 39.496018461044244], [-0.40148222514829074, 39.498970840177044], [-0.4014506471824624, 39.49897789953524], [-0.401359755754533, 39.499003307542594], [-0.4012831214548542, 39.49901215187036], [-0.4012298898709398, 39.49905108645579], [-0.40121475680681856, 39.499124854337296], [-0.40120352306036716, 39.499206943470405], [-0.4011718075452196, 39.49932659160422], [-0.401172303911746, 39.499459617573976], [-0.4011696780449622, 39.49953788130905], [-0.4011661533208827, 39.49961842218111], [-0.40114246967459505, 39.49970570117036], [-0.40113132190176365, 39.49974179330317], [-0.40111727190891816, 39.49977400979866], [-0.4010746911138928, 39.49985912738799], [-0.401072303614992, 39.49987451505893], [-0.40100976352893297, 39.49986740456956], [-0.40061091818441286, 39.499888679775744], [-0.4003598571715389, 39.49989189139084], [-0.40032548243600885, 39.499912509157106], [-0.40030093415147006, 39.49994995899249], [-0.40020092208551283, 39.49991117253779], [-0.3998320544335341, 39.499878180201975], [-0.3997611260992485, 39.49987991714184], [-0.399738922561941, 39.49989938372547], [-0.3997351613920065, 39.499942559776365], [-0.399721730013231, 39.499957231801474], [-0.3995034763000683, 39.499935707914176], [-0.399423219540338, 39.4999272180845], [-0.39932501461021713, 39.499911705003385], [-0.3992671338098031, 39.49990875182151], [-0.3992593703954711, 39.4999401268392], [-0.3992348681257836, 39.50002216198532], [-0.39919071746110635, 39.50011500929302], [-0.3991554961969509, 39.50012900431367], [-0.39912239819435774, 39.50012223654304], [-0.3990824058256856, 39.50011325141819], [-0.39900589670862846, 39.50009157523964], [-0.39891419055853133, 39.50007454066355], [-0.39881224431057793, 39.50004397978919], [-0.39873770171174644, 39.500029131080645], [-0.398636825352373, 39.50000137772281], [-0.39852179794772036, 39.49997921720404], [-0.39840293167690843, 39.49995335809064], [-0.3982634077930824, 39.49991300059202], [-0.39805321858437853, 39.49985767340481], [-0.3975941061341828, 39.49975389789997], [-0.3975244607750864, 39.49980227368905], [-0.39750118336922147, 39.49979690557713], [-0.39741395377523653, 39.49989176016557], [-0.39738422973671744, 39.49995225503105], [-0.3973497012949256, 39.50004987559622], [-0.39729319652649764, 39.50018421917656], [-0.3972614012769777, 39.500300513093364], [-0.39720981096689584, 39.50039508480422], [-0.3971582201750453, 39.50048966548739], [-0.39716565013943866, 39.500566947163485], [-0.3970928532743497, 39.50066296262065], [-0.39703456199789133, 39.500845138731464], [-0.39699705729876694, 39.501022465309994], [-0.39693842427093834, 39.501122194285635], [-0.3969031887200831, 39.501238411002475], [-0.39688728468907253, 39.50129655775096], [-0.3968561823789952, 39.50139425489678], [-0.39682878206706546, 39.50147221564306], [-0.3967608339991439, 39.50154515088383], [-0.3967466827457242, 39.50164854297244], [-0.3967791344333297, 39.5017489522911], [-0.39674538313245433, 39.50175499771272], [-0.3931263029506373, 39.504331443867436], [-0.388886035794183, 39.500236303675734]]], ""type"": ""Polygon""}"
071;NOU MOLES;7;1;;39.47138691118011, -0.39862052888641974;"{""coordinates"": [[[-0.40687891466319975, 39.472737582270604], [-0.4070187056760071, 39.4735104344457], [-0.4020763725409549, 39.47448319230918], [-0.40129059837777503, 39.47465030417881], [-0.3988065242775867, 39.475121734995085], [-0.3964703860758832, 39.4755603823989], [-0.3962657875854728, 39.4756503909817], [-0.3958026560042469, 39.47491931679459], [-0.3953367505912259, 39.47428276220458], [-0.3943145716849136, 39.4728814978364], [-0.3934970276829294, 39.47175959257263], [-0.3921868700857339, 39.469959975741695], [-0.39158638909952664, 39.469135705609354], [-0.3915448562840015, 39.46908072047374], [-0.39003075556862127, 39.46700623738343], [-0.3926677886197735, 39.46747082757002], [-0.3932826660008855, 39.46757922272785], [-0.3953351767586971, 39.4679405519231], [-0.40527326538127384, 39.469748448203454], [-0.4050990271904396, 39.470487777865536], [-0.4055081094399768, 39.47253740385585], [-0.40679054020814964, 39.472669629540476], [-0.40687891466319975, 39.472737582270604]]], ""type"": ""Polygon""}"
