geo_point_2d;geo_shape;nivel2;nivel3;id;m2_poligon;m2zv_enero;m2zv_febre;m2zv_marzo;m2zv_abril;m2zv_mayo;m2zv_junio;m2zv_julio;m2zv_agost;m2zv_octub;m2zv_novie;m2zv_dicie
39.4572681363401, -0.3601058905705429;"{""coordinates"": [[[-0.359932655296199, 39.457143506579996], [-0.360070198008864, 39.45708909268421], [-0.360277832729591, 39.45739337100697], [-0.360144733036369, 39.45744868964612], [-0.359932655296199, 39.457143506579996]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1202;504.291;155.995;;56.12;93.042;324.803;255.97;384.234;355.418;355.418;469.267;
39.45691952182803, -0.3593715060685552;"{""coordinates"": [[[-0.359459585103879, 39.456853948083165], [-0.359350605342708, 39.456985745310035], [-0.359310860853709, 39.456930605748575], [-0.35930982201165, 39.45692055265899], [-0.359316143981889, 39.456913236124045], [-0.359459585103879, 39.456853948083165]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1206;64.514;;;;;;0.866;;7.173;;;
39.457480754533776, -0.3568726220796104;"{""coordinates"": [[[-0.356120326680684, 39.45666355712361], [-0.356198797030272, 39.45662140996272], [-0.35635746434666, 39.4568019184666], [-0.357649357540238, 39.458335488544186], [-0.3575754772027, 39.45837270331338], [-0.356120326680684, 39.45666355712361]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1210;1846.035;254.716;;181.055;239.071;239.071;444.448;268.323;375.852;181.055;56.717;
39.45555308671025, -0.3550242295211136;"{""coordinates"": [[[-0.353891383516072, 39.45484113362569], [-0.353977620135958, 39.45480537452499], [-0.354267201574715, 39.45495364283132], [-0.354684000586122, 39.45520321626251], [-0.355060876117875, 39.45545188055772], [-0.355477199857421, 39.455802122559476], [-0.355962731557883, 39.456347555333565], [-0.355871137835255, 39.45639193974275], [-0.355397175400149, 39.455848222067964], [-0.354957763091317, 39.455475002624354], [-0.35421059491237, 39.45501341393474], [-0.353891383516072, 39.45484113362569]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1211;2078.414;;;;;;;;;;30.109;
39.45487720870368, -0.3614049465569579;"{""coordinates"": [[[-0.36149128298462, 39.45460649942561], [-0.361535407647285, 39.45460750114656], [-0.361574750813249, 39.454611997821836], [-0.36161156662066, 39.45462184328811], [-0.361638754927454, 39.45464047898523], [-0.361795682240167, 39.45485485882012], [-0.361480142475696, 39.45498773296064], [-0.36090433524824, 39.45523020097658], [-0.361384195280604, 39.45467253869288], [-0.361420186304334, 39.45464272409186], [-0.361458227412981, 39.454620163958715], [-0.36149128298462, 39.45460649942561]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1216;1881.385;;;100.0;945.788;1251.543;1362.296;1250.514;1275.4;808.619;1176.011;
39.45570781858242, -0.3621906745902746;"{""coordinates"": [[[-0.361971196711156, 39.45568125214713], [-0.362276315298603, 39.45554507179687], [-0.362408516880504, 39.455737267640025], [-0.362106021497114, 39.45586914580884], [-0.361971196711156, 39.45568125214713]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1218;723.046;1.002;;;390.364;471.047;534.516;457.21;543.52;234.135;521.16;
39.45374871888857, -0.38791320310839383;"{""coordinates"": [[[-0.386655351649871, 39.45435007889851], [-0.387183509318223, 39.45368250740198], [-0.387815556800514, 39.45292828175798], [-0.389314883407972, 39.45358564243654], [-0.388908368373219, 39.454077675524786], [-0.387854522643289, 39.4538089494338], [-0.387230941825678, 39.45471941733415], [-0.386655351649871, 39.45435007889851]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1221;18057.515;200.0;;;285.389;488.843;99.915;104.883;103.454;;406.549;
39.45527240572214, -0.39837209864678536;"{""coordinates"": [[[-0.397728693682158, 39.45517741263395], [-0.398214996960036, 39.45473858379302], [-0.399048215580464, 39.45537830575985], [-0.398465970586954, 39.45579363779127], [-0.397728693682158, 39.45517741263395]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1223;6413.442;540.801;395.596;595.596;495.596;200.0;;;;29.214;639.785;
39.45583086312114, -0.3976621323445795;"{""coordinates"": [[[-0.397110554941291, 39.45581679397992], [-0.397538409358567, 39.4554623413216], [-0.398201170904631, 39.45585194331954], [-0.397815176998005, 39.45619662234034], [-0.397110554941291, 39.45581679397992]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1224;3781.319;473.659;238.661;359.911;389.443;1.885;99.935;316.792;216.792;416.792;475.754;
39.455873172175195, -0.3957087179455814;"{""coordinates"": [[[-0.395062101268858, 39.45588872452507], [-0.39566085086102, 39.45539882607562], [-0.396333932169242, 39.45588507169419], [-0.395805755455843, 39.45633368185279], [-0.395062101268858, 39.45588872452507]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1225;5685.714;86.14;;123.36;123.36;97.667;;;5.101;5.101;529.986;
39.45615279412562, -0.40195440531939136;"{""coordinates"": [[[-0.40156121537103, 39.45585721527168], [-0.401914679430362, 39.455724225082356], [-0.40237216707116, 39.45646236065395], [-0.4019447425081, 39.45654668261837], [-0.40156121537103, 39.45585721527168]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1226;3101.068;;;;100.0;;;;;;;
39.458493677560014, -0.4003192246608987;"{""coordinates"": [[[-0.399753341414072, 39.45825005259023], [-0.400170331156908, 39.457959751519205], [-0.400996812400199, 39.45862254201287], [-0.400536693450978, 39.4590317927081], [-0.399669312838933, 39.45842798550539], [-0.399753341414072, 39.45825005259023]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1227;6699.495;299.665;665.607;1320.737;1535.242;0.01;;1021.623;821.915;565.607;1796.816;
39.44898132241714, -0.36444349566791884;"{""coordinates"": [[[-0.363734664575044, 39.45018986003988], [-0.36281015660304, 39.448880795968456], [-0.364159719175577, 39.44830677194614], [-0.364377483233559, 39.44824968011705], [-0.364544405039268, 39.448214821904564], [-0.364651573363019, 39.448186340872084], [-0.364775361209639, 39.44814723409736], [-0.364865748599461, 39.44811575262837], [-0.364931591568949, 39.44809000187627], [-0.365045727844515, 39.448040849183386], [-0.365923107169282, 39.44928337795112], [-0.363734664575044, 39.45018986003988]], [[-0.365517769894915, 39.44930799292875], [-0.364801331104193, 39.448298033974], [-0.363094806072074, 39.449027597986706], [-0.363448979785437, 39.44952191727281], [-0.36380624705687, 39.450027103619014], [-0.364114434515793, 39.449893021817005], [-0.365517769894915, 39.44930799292875]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1231;13776.218;493.929;;100.0;1230.289;2616.943;1549.623;1321.562;1282.81;400.0;787.636;
39.45335377175473, -0.3520135508181518;"{""coordinates"": [[[-0.351984373421843, 39.452968346346445], [-0.352025762885392, 39.45296688671051], [-0.352068063184544, 39.45296865133533], [-0.352103044931003, 39.45297265275077], [-0.352146135839013, 39.452980844208795], [-0.352184033244919, 39.452989718212606], [-0.352228915428988, 39.45300516108047], [-0.352261499112307, 39.45301792020929], [-0.352296997304237, 39.45303555191183], [-0.352333407491186, 39.453056408804464], [-0.352366630155395, 39.453079596615815], [-0.352395661165228, 39.45310429069226], [-0.352419530130456, 39.45312886807019], [-0.352443308123503, 39.453155846013885], [-0.352462233843816, 39.453183180073935], [-0.35247932470952, 39.45321434611099], [-0.352494539666649, 39.453249139592046], [-0.352504682421395, 39.4532814148862], [-0.352511637633315, 39.453316021112805], [-0.352513583200753, 39.45337374507583], [-0.352503230165134, 39.45342878533905], [-0.352481217419191, 39.45349157150837], [-0.352449273770584, 39.45354371639153], [-0.352419843109205, 39.45357812346018], [-0.352407984929896, 39.45359104398886], [-0.352397483177664, 39.45360125854769], [-0.352386982549275, 39.453611474032044], [-0.35237506584452, 39.45362091042801], [-0.352361167567136, 39.45363179443651], [-0.352348784301964, 39.45364084723743], [-0.35233298926466, 39.45365094120435], [-0.352320166596543, 39.453658863299324], [-0.352305391765514, 39.45366748774835], [-0.352288167644295, 39.45367717618899], [-0.352271976732224, 39.45368502154513], [-0.352257767424001, 39.45369141838685], [-0.352240628112304, 39.45369886916875], [-0.352225484565284, 39.45370449789461], [-0.352208401818463, 39.453710456303966], [-0.352192324033523, 39.45371531691338], [-0.352176261533451, 39.453719804905106], [-0.352164969681756, 39.45372299531077], [-0.352127496120449, 39.45373100981058], [-0.352084424328422, 39.45373778236634], [-0.35205854731755, 39.4537390134781], [-0.35202719706747, 39.453740119883726], [-0.351995869815763, 39.453740619612844], [-0.351967785388123, 39.45373815906042], [-0.351936548906126, 39.45373623387544], [-0.351910097361838, 39.45373199073923], [-0.351874354099616, 39.453725108018645], [-0.35184256609979, 39.453717101925776], [-0.351810064486706, 39.45370725978999], [-0.351777678979824, 39.45369438613263], [-0.351746879271869, 39.45368094140853], [-0.351718496172649, 39.45366573196778], [-0.351693216849387, 39.45365119953563], [-0.351670354167524, 39.4536349014904], [-0.351646799687168, 39.45361616161153], [-0.351623338354445, 39.45359499598349], [-0.351596242451362, 39.45356646572928], [-0.351579865446784, 39.45354424804246], [-0.351563510293788, 39.45352142365936], [-0.351551756163081, 39.45350113198796], [-0.351539381598834, 39.45347657763497], [-0.351530203865241, 39.45345027635558], [-0.351519644922082, 39.4534190896682], [-0.351516125458266, 39.45338806339582], [-0.351514215941468, 39.4533558594268], [-0.3515153423255, 39.453326152506875], [-0.351518676120259, 39.4533001363386], [-0.351523437096943, 39.45327779314195], [-0.351534040231003, 39.45324587430954], [-0.351545217822965, 39.45321943059191], [-0.351556257494709, 39.4531966241795], [-0.351572013127278, 39.45317331803893], [-0.351589332683568, 39.453150047533775], [-0.351596254517174, 39.45314120368732], [-0.35160543596206, 39.453131179829995], [-0.351613609972553, 39.45312188975316], [-0.351623235984825, 39.453113012933244], [-0.351632876396184, 39.45310375626994], [-0.351643005572588, 39.453094511644075], [-0.351653608019619, 39.453085657071426], [-0.351665188101367, 39.45307682387398], [-0.35167777332248, 39.45306725594023], [-0.351689310296817, 39.45305955956738], [-0.35170084730275, 39.45305186229318], [-0.351714352683643, 39.45304383150078], [-0.351726334223934, 39.45303728216263], [-0.351739810899655, 39.453030008351874], [-0.351753746479399, 39.45302350353561], [-0.351767683217651, 39.4530169987441], [-0.351783085195972, 39.4530105273373], [-0.351799463612824, 39.45300407817711], [-0.351814821359437, 39.45299874266669], [-0.351826703547966, 39.452994844141124], [-0.351839033898825, 39.45299092519587], [-0.351886919009623, 39.45297908054356], [-0.351939855913382, 39.45297053647909], [-0.351984373421843, 39.452968346346445]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1232;5800.753;300.0;100.0;394.905;394.905;;;;;;100.0;
39.44754213602981, -0.36734237669374137;"{""coordinates"": [[[-0.367609508964799, 39.44779214829615], [-0.367484206996867, 39.447613446595106], [-0.367226358069577, 39.447717848783086], [-0.366979821082145, 39.44736246085568], [-0.367112040552139, 39.44730504656883], [-0.367229080590249, 39.44746592766678], [-0.367459669908821, 39.44736615747486], [-0.367717389007175, 39.447746578198554], [-0.367609508964799, 39.44779214829615]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1234;1408.338;1181.834;868.629;1059.743;1096.36;1053.048;366.955;5.434;5.431;;170.0;
39.447205208476234, -0.36711110214538567;"{""coordinates"": [[[-0.366899959539372, 39.4472475856578], [-0.36726330665885, 39.44708811929755], [-0.367321628568464, 39.44716616841464], [-0.366951468481094, 39.44732212302712], [-0.366899959539372, 39.4472475856578]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1235;350.338;0.018;;0.018;30.551;242.587;108.92;9.811;0.018;;215.454;
39.44756792107325, -0.36624481780019047;"{""coordinates"": [[[-0.366041096442823, 39.447614904221595], [-0.366406988141982, 39.44745831801637], [-0.366450140059188, 39.4475186395223], [-0.366085880622811, 39.44767772405671], [-0.366041096442823, 39.447614904221595]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1237;281.267;;;;142.264;267.943;241.984;142.264;142.264;118.595;151.707;
39.448243476293385, -0.36728360819919686;"{""coordinates"": [[[-0.367074835801094, 39.44823098799813], [-0.36737699870805, 39.448103088656275], [-0.367492751864139, 39.44825530719888], [-0.367190126998381, 39.448384198150166], [-0.367074835801094, 39.44823098799813]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1239;583.344;;;;;;;;;;;
39.44829561357005, -0.3677134849062491;"{""coordinates"": [[[-0.367635627048443, 39.44825669636679], [-0.367714302071795, 39.448223387974856], [-0.367792054525509, 39.44833441223945], [-0.367711259029936, 39.448367375368036], [-0.367635627048443, 39.44825669636679]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1240;108.805;;;;;;;;;;;
39.44883344980864, -0.3661535390126524;"{""coordinates"": [[[-0.365980423156173, 39.448709658149696], [-0.366362919711974, 39.44854462705288], [-0.366430418806876, 39.44865048664628], [-0.366170859706998, 39.448762966403436], [-0.366321238200699, 39.44896456874862], [-0.365944645794106, 39.449125279523656], [-0.36587650592664, 39.44902797881845], [-0.366124725477069, 39.44892003095163], [-0.365980423156173, 39.448709658149696]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1245;1109.263;;;;;;;;;;;
39.44924007051424, -0.3679866357286627;"{""coordinates"": [[[-0.36775001901475, 39.44919410806015], [-0.368066483096684, 39.44905840941215], [-0.368223058275428, 39.44928605901518], [-0.367907138029932, 39.449421767691376], [-0.36775001901475, 39.44919410806015]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1250;891.722;1.794;;1.794;211.785;361.354;295.372;394.609;361.354;1.794;;
39.450194971582285, -0.36711672163997033;"{""coordinates"": [[[-0.366755971667033, 39.4502710054489], [-0.367389723383156, 39.44999930181632], [-0.367473256051352, 39.4501219443427], [-0.366845872012547, 39.45038912882134], [-0.366755971667033, 39.4502710054489]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1253;949.148;133.014;;;;320.96;747.613;686.987;853.592;627.829;541.511;
39.45078230883934, -0.3673405763404124;"{""coordinates"": [[[-0.367119525242804, 39.45079925348507], [-0.367475710394265, 39.45064790628869], [-0.367562641252861, 39.45076494746704], [-0.367203970467124, 39.450916994456705], [-0.367119525242804, 39.45079925348507]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1255;525.433;80.223;;124.107;157.911;257.911;335.957;125.533;257.789;;154.162;
39.45066538146503, -0.3670767316426284;"{""coordinates"": [[[-0.366984978277143, 39.45060624125758], [-0.367058583859037, 39.450571984292644], [-0.367169866084008, 39.45072380907376], [-0.367091637827503, 39.45075751274949], [-0.366984978277143, 39.45060624125758]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1257;145.399;;;;;;;;;;;
39.450586000448816, -0.36267248476310465;"{""coordinates"": [[[-0.362419956142508, 39.450632234719016], [-0.363504181167131, 39.45016370627889], [-0.363569027970191, 39.45026155975161], [-0.361854552890643, 39.451003690697235], [-0.361779245654575, 39.450905729479246], [-0.361782401524852, 39.45090444168693], [-0.362419956142508, 39.450632234719016]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1260;2089.31;1.091;7.756;7.756;122.678;85.749;;18.894;;;;
39.452392938136654, -0.35494525521082737;"{""coordinates"": [[[-0.357512975512235, 39.45140353200762], [-0.353250846523684, 39.4532200792318], [-0.353261311144629, 39.453324188841904], [-0.35325055136179, 39.453479345359796], [-0.353220605037918, 39.45359802979129], [-0.353172198607181, 39.453713050644104], [-0.35314610423453, 39.453760743460684], [-0.353056537380398, 39.45367327602331], [-0.352997027873676, 39.45359312625526], [-0.352931542877767, 39.45346435147631], [-0.352896386416684, 39.45336051187353], [-0.35286145955274, 39.45325061637855], [-0.352849508411115, 39.453153367303585], [-0.35285892646423, 39.45311115403811], [-0.352906713742265, 39.453087998007426], [-0.357379534283533, 39.45120780350686], [-0.357512975512235, 39.45140353200762]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1263;12723.952;371.02;84.839;184.839;223.721;400.814;167.974;38.882;91.471;;500.0;
