"stop_id";"neighbours_in";"neighbours_out";"betweenness";"closeness";"pagerank";"eigenvector";"metros_in_Afternoon";"metros_in_Evening";"metros_in_Mid_morning";"metros_in_Midday";"metros_in_Morning";"metros_in_Night";"stop_name";"lines";"n_lines";"people_Afternoon";"people_Evening";"people_Mid_morning";"people_Midday";"people_Morning";"people_Night";"capacidad_hora";"metros_hora";"stop_lat";"stop_lon";"barrio";"geometry"
"111";2;2;0,0141337386018237;0,0295483326298016;0,0106648530826386;5,8554050675633e-09;18;18;18;18;17;13;"La Coma";<chr>;1;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;4034,91304347826;3085,52173913043;1344,97101449275;5,66666666666667;39,521572113;-0,4317069948;NA;c(-0.4317069948, 39.521572113)
"112";2;2;0,02806484295846;0,0313620071684588;0,0108391334349643;2,28528103282922e-08;18;18;18;18;17;13;"Tomás y Valiente";<chr>;1;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;4034,91304347826;3085,52173913043;1344,97101449275;5,66666666666667;39,5197715759;-0,4256361127;NA;c(-0.4256361127, 39.5197715759)
"113";2;2;0,0417933130699088;0,0323176361957525;0,00659890351759605;1,1303524820949e-07;18;18;18;18;17;13;"Parc Científic";<chr>;1;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;4034,91304347826;3085,52173913043;1344,97101449275;5,66666666666667;39,5151405334;-0,4226219952;NA;c(-0.4226219952, 39.5151405334)
"114";0;1;0;0,0314661905824593;0,00105633802817378;1,08713497698366e-07;18;18;18;18;17;9;"Ll. Llarga - Terramelar";<chr>;1;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;4034,91304347826;2136,13043478261;1368,24040920716;5,76470588235294;39,5098991394;-0,4304472208;NA;c(-0.4304472208, 39.5098991394)
"115";2;2;0,0661094224924012;0,0349301397205589;0,00851292086455391;0,000372009806928901;84;84;84;84;69;49;"Marítim";<chr>;4;39276,9088359046;39276,9088359046;39276,9088359046;39276,9088359046;33702,1402524544;23314,4403927069;11269,6955783568;23,8947368421053;39,4649391174;-0,3382369876;"AIORA";c(-0.3382369876, 39.4649391174)
"117";2;2;0,119908814589666;0,0336457582311944;0,00693395056011767;4,54350247925508e-05;60;60;60;60;54;46;"Quart de Poblet";<chr>;3;38415,4838709677;38415,4838709677;38415,4838709677;38415,4838709677;34573,935483871;29451,8709677419;10884,3870967742;17;39,481086731;-0,441880554;NA;c(-0.441880554, 39.481086731)
"118";2;2;0,107396149949341;0,0317676423871114;0,00658447963835089;1,23267716054712e-05;60;60;60;60;53;47;"Salt de l'Aigua";<chr>;3;38415,4838709677;38415,4838709677;38415,4838709677;38415,4838709677;33933,6774193548;30092,1290322581;10884,3870967742;17;39,4848327637;-0,4505681992;NA;c(-0.4505681992, 39.4848327637)
"119";2;2;0,0946808510638298;0,0300622718488297;0,00607344146383628;3,45165449929779e-06;60;60;60;60;53;47;"Manises";<chr>;3;38415,4838709677;38415,4838709677;38415,4838709677;38415,4838709677;33933,6774193548;30092,1290322581;10884,3870967742;17;39,4895896912;-0,4590654373;NA;c(-0.4590654373, 39.4895896912)
"12";4;4;0,298277608915907;0,0418535127055306;0,0114555853142612;0,00579616808616007;120;120;120;120;105;106;"Benimaclet";<chr>;4;47821,4305750351;47821,4305750351;47821,4305750351;47821,4305750351;43052,4824684432;45707,2917251052;13335,4998330328;32,9047619047619;39,4848518372;-0,3623333275;"BENIMACLET";c(-0.3623333275, 39.4848518372)
"120";3;3;0,0822695035460993;0,0285074322948483;0,0104409392440805;1,36212699127488e-06;60;60;60;60;52;48;"Roses";<chr>;3;38415,4838709677;38415,4838709677;38415,4838709677;38415,4838709677;33293,4193548387;30732,3870967742;11457,2495755518;17,8947368421053;39,4926490784;-0,4672361016;NA;c(-0.4672361016, 39.4926490784)
"121";1;1;0;0,0269801503179803;0,00327503761753616;3,43460193299405e-07;48;48;48;48;40;38;"Aeroport";<chr>;2;30732,3870967742;30732,3870967742;30732,3870967742;30732,3870967742;25610,3225806452;24329,8064516129;9098,40407470289;14,2105263157895;39,4923667908;-0,4749194384;NA;c(-0.4749194384, 39.4923667908)
"122";2;2;0,054483282674772;0,032183908045977;0,00718345496552649;0,000143317610543317;36;36;36;36;27;19;"Francesc Cubells";<chr>;2;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6408,39130434783;4509,60869565217;2505,33816425121;10,5555555555556;39,4632453918;-0,3339729905;"EL GRAU";c(-0.3339729905, 39.4632453918)
