Código Sección;Código Distrito Sección;OBJECTID;Area;Código Distrito;geo_shape;geo_point_2d
3;1703;2233;2255540.216087;17;"{""coordinates"": [[[-0.376389584132582, 39.52830807823875], [-0.3763011114378479, 39.52828992740346], [-0.3762179357471074, 39.52828217509802], [-0.3760325283796072, 39.528269167707954], [-0.37585257665076854, 39.52825678775174], [-0.37553593511421246, 39.52823207650142], [-0.3753094884498902, 39.528227969295095], [-0.3750818332037483, 39.52820623129021], [-0.37486061021864253, 39.52815364818676], [-0.3747167830005231, 39.528124822100025], [-0.3746187469931849, 39.52803941994864], [-0.37451085576283516, 39.52793493971816], [-0.37437637823650066, 39.527817939939666], [-0.37360743054714346, 39.5275548264834], [-0.37279450669397496, 39.527343171220174], [-0.37248649394154804, 39.52725452276053], [-0.37226273997958975, 39.52721242671321], [-0.3721639343931346, 39.5271811565385], [-0.3720678779502984, 39.527132210299314], [-0.3719920862539046, 39.52709004654973], [-0.37186670957035484, 39.527045256504444], [-0.37155620232119285, 39.526951567339104], [-0.37125816877110424, 39.52686521344653], [-0.37093794021636595, 39.52677239271186], [-0.37082627831521225, 39.52673843412708], [-0.3708054363299723, 39.52662828124542], [-0.3707809188650172, 39.52654524249855], [-0.3707867836816434, 39.52646011670719], [-0.3708357719649071, 39.52633304937285], [-0.370870335732643, 39.52624512276128], [-0.37089665118554827, 39.52621023298513], [-0.37114538207035286, 39.526298120639545], [-0.3713719542715199, 39.526374569774426], [-0.37170621879395416, 39.52648290458176], [-0.3718797310515339, 39.52653848619622], [-0.3720387979335759, 39.526593389427376], [-0.3720420778285017, 39.526587544895534], [-0.3721568152376313, 39.52661553604196], [-0.37235157899042604, 39.526661003432565], [-0.3725910845096874, 39.52671784248544], [-0.372818902114371, 39.526770290724166], [-0.3731636324363574, 39.52684675096855], [-0.3732985387516199, 39.526881620283056], [-0.37330838011622736, 39.52686742885251], [-0.37367364881118204, 39.52695701825502], [-0.37402157946818626, 39.52704059314291], [-0.3739657562164352, 39.52676028599618], [-0.373884314452925, 39.5265288305515], [-0.3738171523700538, 39.526174089153066], [-0.3737042857629172, 39.52563512200594], [-0.3736619297721143, 39.52520220503459], [-0.3735490368060174, 39.524812736913326], [-0.3733642643064669, 39.524355789673706], [-0.37319577874792226, 39.52403091800331], [-0.3730082310733248, 39.52364799521394], [-0.37287130709919214, 39.523332070763956], [-0.3727134492345839, 39.5230074297295], [-0.3726102562576889, 39.52264289098542], [-0.37255321584169804, 39.52202706151527], [-0.3724208069326045, 39.52157240511982], [-0.3723398146815685, 39.5211420639937], [-0.37229804476482803, 39.52088140654339], [-0.3722944544511436, 39.520688205198496], [-0.3722480127081171, 39.52055021301618], [-0.37222868616839533, 39.520436554141], [-0.37221174981198385, 39.520395541672904], [-0.37203358100529077, 39.51972419871722], [-0.3719321274958071, 39.51932576275635], [-0.37172308286692707, 39.5186007314494], [-0.3715507233559074, 39.51820702408999], [-0.3713659996993022, 39.51777790266007], [-0.3711966952610984, 39.517405677656114], [-0.3708706904429221, 39.516984592320085], [-0.3705213090685404, 39.51640540524934], [-0.37029246915530406, 39.516055776624704], [-0.3701451473316745, 39.51585271819599], [-0.3697178693051275, 39.51527301759163], [-0.3695526651013661, 39.514999006169795], [-0.3693305193934264, 39.51462972605556], [-0.3690944626352629, 39.514262679968155], [-0.3688969795118218, 39.513952532320545], [-0.36884849911036743, 39.51392582252533], [-0.36782464891657174, 39.51334278234692], [-0.366645865743551, 39.512721790184855], [-0.3667509742193244, 39.51254313311901], [-0.3667584562548624, 39.51254396034194], [-0.36676453697242495, 39.51251815301703], [-0.3668079667748898, 39.51246361655537], [-0.3668771814463852, 39.51237674657523], [-0.36704042324657116, 39.512194244775664], [-0.3671984132596328, 39.51202605570849], [-0.36734414352958966, 39.511821544659384], [-0.3674192416671119, 39.51164290956116], [-0.36748871097463764, 39.51157235076834], [-0.36754521341891255, 39.511515930112374], [-0.36761815768052586, 39.511442350971315], [-0.36766540091332567, 39.5114253859159], [-0.3677330553735428, 39.51140287447559], [-0.3677991526662996, 39.51138032771529], [-0.3678995380386304, 39.51135495424626], [-0.3679957713998278, 39.51132434263873], [-0.3680476286790592, 39.51130868912626], [-0.368110047398894, 39.51128345532614], [-0.3680658912582841, 39.51121866415745], [-0.3682227380043712, 39.51114839970663], [-0.3683981302849495, 39.511063771785686], [-0.36850160694327944, 39.51101318028606], [-0.36860547397872173, 39.510979047486785], [-0.36869555295211276, 39.51094846706015], [-0.36883921609174636, 39.51090884817848], [-0.368909991952894, 39.5108871184225], [-0.36894425268005077, 39.51083077892226], [-0.36900297449544267, 39.51073060731161], [-0.3690557989265101, 39.51066804872868], [-0.369130555857736, 39.51060646424498], [-0.36916901823401804, 39.51057807483578], [-0.36924590522183576, 39.510541708922744], [-0.3693713633054233, 39.510480281379195], [-0.36956835613307026, 39.5103914742162], [-0.36965917710482754, 39.51033842401383], [-0.36973059792409035, 39.51028724977243], [-0.36982343361561293, 39.51022240756734], [-0.36988571420239336, 39.5101807557404], [-0.36995244764182794, 39.51015486187071], [-0.3700263011152319, 39.51014184947942], [-0.3701608251964027, 39.51012923745044], [-0.3705464271116925, 39.510109326495886], [-0.37067085315629483, 39.51009648532792], [-0.3708108375256228, 39.510073230672326], [-0.37098663831361445, 39.51003528229293], [-0.37127299192848, 39.509969637804176], [-0.37162040791638873, 39.50989552749847], [-0.37181228818565637, 39.509857067779485], [-0.3719014361765103, 39.509835373413274], [-0.37198771473403436, 39.50979631728504], [-0.37204169469582676, 39.50976132316261], [-0.372092303926929, 39.509708073127854], [-0.37218397992435703, 39.50960727589736], [-0.3722348921810073, 39.50954443833932], [-0.3722484941915695, 39.50951248567904], [-0.37225712786332626, 39.50949262749139], [-0.3722706969412925, 39.50946154793132], [-0.3726245210412961, 39.50858565711191], [-0.3730779059721651, 39.50724009296216], [-0.372787570320863, 39.506882177853534], [-0.37276111733039125, 39.50648519478367], [-0.3729798406687537, 39.5064090618361], [-0.3732542411686222, 39.5060323941888], [-0.372938049908779, 39.505435172036336], [-0.37417582343103506, 39.50510730745674], [-0.37541219709965296, 39.50452716181088], [-0.3756676223193109, 39.50459599282783], [-0.3758217219691124, 39.50451839468784], [-0.3764473778525282, 39.50481179567631], [-0.37713268551783374, 39.50454349275603], [-0.3783721021321894, 39.50422914220839], [-0.37855097336971805, 39.50391787162002], [-0.37894032611988837, 39.50363387113346], [-0.3797256206267594, 39.50283178689793], [-0.3808710763051147, 39.50341165297717], [-0.38110075469313903, 39.50316008055557], [-0.38146422781167527, 39.50337097908897], [-0.3817169581689249, 39.50370549460595], [-0.3819037421779673, 39.50376375628907], [-0.38171120701565686, 39.504052202389076], [-0.3813426216614881, 39.50442226357058], [-0.38116088023490396, 39.50533255648332], [-0.38112752938709993, 39.50567864201581], [-0.38084754843311275, 39.506185829989604], [-0.3806900739666123, 39.507011085683224], [-0.38105171326473325, 39.50707779511387], [-0.38080175092255697, 39.50767574705562], [-0.3810659771689803, 39.507704234341865], [-0.3810315788692851, 39.50800074794118], [-0.3806405850697755, 39.5093342381594], [-0.3803184351767851, 39.50924139150705], [-0.38015567773365366, 39.509607080421354], [-0.3815039552859905, 39.50995728672116], [-0.38141524411159133, 39.51011294051845], [-0.38127819891604353, 39.51012336471467], [-0.38069407216260515, 39.51121827363628], [-0.38067993609456324, 39.511555783157704], [-0.380566244641423, 39.511737899290125], [-0.3817559275321401, 39.512170119310426], [-0.38175085603892117, 39.51230513631385], [-0.3830989002095698, 39.51274091149984], [-0.38303434311294143, 39.51283404926276], [-0.384069218461194, 39.51315014018579], [-0.3840825620209108, 39.51298828304074], [-0.38429201694876336, 39.51296597275456], [-0.38576644187626086, 39.513269431190345], [-0.3862777695626597, 39.51258275713861], [-0.3865555881558571, 39.512656572699846], [-0.3868087490617664, 39.513058652694355], [-0.3868755703894613, 39.51395203178977], [-0.3870059687679097, 39.51479728354176], [-0.3869770714019998, 39.515296619597954], [-0.38689927498062693, 39.51628583292956], [-0.38675055840892725, 39.517111293222996], [-0.3867388952871166, 39.51817857714679], [-0.3867211305412419, 39.519020504870454], [-0.3859797933445189, 39.518589414905854], [-0.38469846469238783, 39.517961485944596], [-0.3836735854248767, 39.51735734519527], [-0.3831710959066548, 39.517071260912566], [-0.38285801764299543, 39.517510141491194], [-0.3824578243540313, 39.51815876394023], [-0.38209875064051096, 39.51877678087299], [-0.3814930676872663, 39.519650491913424], [-0.38053007372398917, 39.519489137794125], [-0.3800253731671966, 39.5197840539284], [-0.3797750113969845, 39.52006218274214], [-0.3793666653456507, 39.52040431280705], [-0.378925354477841, 39.520579035959074], [-0.37826346300532027, 39.52083886699034], [-0.3783588403487655, 39.52145361354824], [-0.3783929503239578, 39.52211202108357], [-0.3784533027359162, 39.523135874538674], [-0.3785705264903324, 39.52317005037561], [-0.3787588981100995, 39.52446255898376], [-0.3787045472827494, 39.52484420377764], [-0.3786930332822703, 39.52515024089721], [-0.3787537629108188, 39.52564258716168], [-0.37904675873446037, 39.52573928534335], [-0.3790773513093405, 39.5259696982429], [-0.37875728478748605, 39.52607058141011], [-0.3787083827505556, 39.52684873322808], [-0.37781994283933623, 39.52682868236199], [-0.3767526540543153, 39.52680909049382], [-0.37667173345658916, 39.52737481299785], [-0.376389584132582, 39.52830807823875]]], ""type"": ""Polygon""}";39.51492937571948, -0.3768544251529317
51;0251;389;33859.07197;2;"{""coordinates"": [[[-0.3676483178399762, 39.46476264136562], [-0.36653370906490107, 39.46523287274084], [-0.3654308569538314, 39.46569884633515], [-0.36458149623594854, 39.46447241074173], [-0.36566690346121433, 39.464006049561824], [-0.3665031338858257, 39.46365565054045], [-0.36668716395206996, 39.46339856563057], [-0.3676483178399762, 39.46476264136562]]], ""type"": ""Polygon""}";39.46460918177793, -0.3661154062264411
40;0940;471;34711.929751;9;"{""coordinates"": [[[-0.38961274862909967, 39.44772257099926], [-0.3858161370446614, 39.447835417583406], [-0.3863135547463197, 39.44640069451948], [-0.3897538219273988, 39.44721223516363], [-0.38961274862909967, 39.44772257099926]]], ""type"": ""Polygon""}";39.44726605871701, -0.3875855436962138
46;1246;578;116831.028454;12;"{""coordinates"": [[[-0.35055109323580536, 39.45660404168587], [-0.349422276637041, 39.45972916662994], [-0.3506465035258539, 39.45999126423863], [-0.3500565865995107, 39.46160466377759], [-0.34764727524110106, 39.46088904400026], [-0.3478838756692398, 39.46058814542766], [-0.348249696459721, 39.459695625019435], [-0.3483692082386601, 39.4590542247216], [-0.34835621851266857, 39.458153051118344], [-0.3476296136444198, 39.45665004115872], [-0.3474046733125982, 39.45633860905069], [-0.3481542446140771, 39.45494134600821], [-0.34899915431353773, 39.45545158177711], [-0.35055109323580536, 39.45660404168587]]], ""type"": ""Polygon""}";39.45828624257311, -0.3490418016066221
3;0703;193;85689.3125345;7;"{""coordinates"": [[[-0.3964703860758832, 39.4755603823989], [-0.3962657875854728, 39.4756503909817], [-0.3958026560042469, 39.47491931679459], [-0.3953396541965803, 39.47428282728479], [-0.39568302202830374, 39.47417340822753], [-0.3962337088649287, 39.47409565994144], [-0.3975948413885518, 39.473909946557896], [-0.39762114154200545, 39.4739060311116], [-0.39860647286121925, 39.47378395111836], [-0.39932511634013457, 39.47368293026361], [-0.4005068854825118, 39.47335802698396], [-0.40138367135261044, 39.472756036260364], [-0.4015876458841427, 39.47281915459766], [-0.40158858895826327, 39.47289124631617], [-0.4020763725409549, 39.47448319230918], [-0.40129059837777503, 39.47465030417881], [-0.3988065242775867, 39.475121734995085], [-0.3964703860758832, 39.4755603823989]]], ""type"": ""Polygon""}";39.47435330698124, -0.39887243309463843
30;0330;231;31092.0929705;3;"{""coordinates"": [[[-0.39025787526157074, 39.47220038061558], [-0.38950319107369114, 39.47250774744848], [-0.3886960145675638, 39.47136351101514], [-0.3895649966453564, 39.47099115970222], [-0.39083921316263776, 39.47044772437199], [-0.39168911604388, 39.471615418317555], [-0.39025787526157074, 39.47220038061558]]], ""type"": ""Polygon""}";39.47148237762183, -0.3901873839354745
25;1625;48;29736.486845;16;"{""coordinates"": [[[-0.39013541480704966, 39.49295378225619], [-0.38836729555231353, 39.49231497037615], [-0.38873595304584135, 39.49162958822924], [-0.3893478341345315, 39.49182351324831], [-0.38956443660695594, 39.49153108959315], [-0.390797012501599, 39.49195516080717], [-0.39177626763350704, 39.49233299348366], [-0.39184980531287245, 39.49308687821322], [-0.39079167508060725, 39.49273880568754], [-0.3905809248430667, 39.4931079287238], [-0.39013541480704966, 39.49295378225619]]], ""type"": ""Polygon""}";39.49233122493028, -0.39013516775134655
2;1702;2232;2930957.8352735;17;"{""coordinates"": [[[-0.37049822169090507, 39.49820229283995], [-0.37122092836240866, 39.49839083069705], [-0.37303392227371224, 39.498887940022335], [-0.3750119761916799, 39.499240646482285], [-0.37663641892841027, 39.49929698346382], [-0.3777833562769055, 39.49921148958986], [-0.3798119297741783, 39.498989612521726], [-0.3813916531257842, 39.498684766874696], [-0.38497732815994684, 39.49785565520636], [-0.38614140384010465, 39.497589072293636], [-0.388886035794183, 39.500236303675734], [-0.3931263029506373, 39.504331443867436], [-0.39674538313245433, 39.50175499771272], [-0.3967791344333297, 39.5017489522911], [-0.39685057478147895, 39.50177622795245], [-0.3969479725632296, 39.501811859702244], [-0.3972706908839282, 39.50193405051506], [-0.39746522827567643, 39.50200509124211], [-0.3977576960165831, 39.502125882413225], [-0.39787809844704863, 39.50216613662825], [-0.39788176612582987, 39.502179101335436], [-0.39783528792602973, 39.502331426006485], [-0.3978183930983302, 39.50241613562076], [-0.3978197384383812, 39.502472011223816], [-0.3978152035487582, 39.50255270947059], [-0.39779950134157155, 39.502567753812656], [-0.3977572268550436, 39.50262300381309], [-0.39772418359649353, 39.50269201877592], [-0.39770346415090096, 39.50276453489641], [-0.39766624293279323, 39.50287102290417], [-0.39761895351468435, 39.50296715951203], [-0.39758826334808656, 39.50303543436155], [-0.3975770466400052, 39.50305741680791], [-0.39754698868804245, 39.50314177747983], [-0.39749961206765516, 39.50330068529803], [-0.39746890746661084, 39.50339644559168], [-0.3974489928219547, 39.50346763737284], [-0.3974443388456035, 39.50350789248366], [-0.3974713138047376, 39.50351019036614], [-0.3974082476957788, 39.50363642317382], [-0.3973365091870118, 39.50381802785996], [-0.3972398551885495, 39.504093864778326], [-0.3971107790634239, 39.504325444811265], [-0.39702102781754944, 39.504522870550886], [-0.397031432642611, 39.50455317497569], [-0.3974372201735319, 39.50466350605261], [-0.3979567044902594, 39.50478452602446], [-0.39842052038975745, 39.5048921713701], [-0.3986698490066627, 39.50495052743439], [-0.3989729336584488, 39.505021527565674], [-0.399244670504059, 39.50506124038075], [-0.3991378457333696, 39.50517903532083], [-0.3990884620268886, 39.50527676521967], [-0.39904534836466554, 39.50533547426798], [-0.39901067403479623, 39.50542607414243], [-0.39899771653154137, 39.505515295356545], [-0.398987233769969, 39.50560270715089], [-0.39898480092018124, 39.50566792133386], [-0.39898269289715504, 39.5057194404263], [-0.39890416716125804, 39.50582397710346], [-0.3988415744686722, 39.50595311307427], [-0.39876998603557257, 39.50606526423861], [-0.39875883551174934, 39.506106040594204], [-0.39872851217672334, 39.50614452286899], [-0.3986817053874583, 39.50614291635144], [-0.3986203332782655, 39.50613895672107], [-0.39856830919284514, 39.50614970149875], [-0.39852676552930005, 39.506230823308336], [-0.39845329908819643, 39.50639328230402], [-0.3984413835258908, 39.50645455449364], [-0.39836648472444636, 39.50659087389898], [-0.39830816534614644, 39.50669644817662], [-0.3982535002285314, 39.5067810687455], [-0.3982283062997521, 39.5068288637111], [-0.39827130380824055, 39.5068412497061], [-0.39835679965583254, 39.506850416268456], [-0.39842797413776176, 39.506859415236576], [-0.3984374558307568, 39.50686991557847], [-0.3983856231907565, 39.50690418648509], [-0.39829708497769273, 39.50695441878831], [-0.39820785129699177, 39.50702328362716], [-0.39808665289399053, 39.50711008073391], [-0.39801404745213836, 39.50718491225655], [-0.39794949233117743, 39.507237546213446], [-0.39784137268636904, 39.507336599626925], [-0.3977484113320649, 39.50744081214582], [-0.3977253283418855, 39.507480330158394], [-0.3976946211782958, 39.507509434414175], [-0.3976153821786957, 39.5076021256464], [-0.39763320433214483, 39.50761132642118], [-0.3975250774901824, 39.507730171653016], [-0.3972826129919363, 39.50793068997398], [-0.39719178716151265, 39.50800600465208], [-0.397126067681671, 39.50813433083562], [-0.3970368130677211, 39.508258192861156], [-0.39700430611402937, 39.508323958367086], [-0.39693512971212247, 39.50838662307112], [-0.39719179926029896, 39.508470128221425], [-0.397402676879782, 39.50853385075865], [-0.39749905807028985, 39.50859385511757], [-0.3978917508666829, 39.508715720003956], [-0.398199493804486, 39.50881438447334], [-0.39846001160948996, 39.50889395510706], [-0.39855904949192883, 39.508915838874536], [-0.3988100987568977, 39.50892659485434], [-0.39923036394271627, 39.508931417876724], [-0.3995231298165432, 39.50894529527694], [-0.39960367170720057, 39.50896761999894], [-0.3997107676819338, 39.508970224175], [-0.39989024310981086, 39.50902847375971], [-0.4000921519132294, 39.50909454922153], [-0.40020121143370785, 39.509113115405114], [-0.4002615427163546, 39.50911886170138], [-0.4004241950271787, 39.50910494303766], [-0.4006318353406708, 39.50911838136804], [-0.40079118325004104, 39.5091207211826], [-0.40098773508078733, 39.50913367657873], [-0.4010517883596333, 39.50914097415785], [-0.4010997987625615, 39.50913094028936], [-0.40107518748037146, 39.509173740019406], [-0.40106582718647893, 39.50919365625735], [-0.4010580150536033, 39.50923287691358], [-0.401055665289659, 39.50926003087606], [-0.4010667256394581, 39.50934550138002], [-0.4010869601477635, 39.50946377988807], [-0.40108721298163125, 39.50949692885665], [-0.40109593832308776, 39.5096026078761], [-0.40109417301167205, 39.509641225074795], [-0.401125626825159, 39.50976927682338], [-0.4011350235820484, 39.509835422299965], [-0.4011458469210589, 39.50992787830521], [-0.40115697918866555, 39.510035133639796], [-0.4011634348731164, 39.51013524850387], [-0.40117721195044576, 39.510242689118144], [-0.40116671920676533, 39.510358802830744], [-0.40113639537113, 39.51049336435529], [-0.40113770028697054, 39.51065177693739], [-0.4011446495095147, 39.51083536018629], [-0.40113676425307176, 39.51090617299814], [-0.40112138149079246, 39.51105112252283], [-0.40110855011939256, 39.5111226444882], [-0.4011091885055216, 39.51115636962716], [-0.4010561475516526, 39.51115811097649], [-0.4008880876420023, 39.51114849567736], [-0.4006796875017247, 39.51114092347892], [-0.4004872469578079, 39.511134212490745], [-0.40041062173423003, 39.51112997553912], [-0.4003391860944034, 39.51112224213835], [-0.400212422257905, 39.51112518923884], [-0.4001839977258145, 39.51115668749459], [-0.4001178768082331, 39.5113201586194], [-0.40004079210853366, 39.51150722157537], [-0.4000238241074706, 39.5115539757857], [-0.39998568286402314, 39.511671047141064], [-0.39993278501365526, 39.51178898640222], [-0.3998518030963752, 39.51197885380931], [-0.3997957723739065, 39.5121280734309], [-0.39978656626273046, 39.51221835155588], [-0.3998155130854252, 39.51231847433408], [-0.39988153471754573, 39.51241775121697], [-0.3999157076234216, 39.51249438793252], [-0.39999457266798655, 39.51265875232288], [-0.40001843407456406, 39.51271998746313], [-0.4000682789475239, 39.512844189858825], [-0.40012887558828936, 39.51297200212006], [-0.4001858852113612, 39.51308685152928], [-0.4002244909983759, 39.51316190270973], [-0.40025624003216026, 39.513245232659436], [-0.4002607169475945, 39.51336219469727], [-0.4002497876084729, 39.51347997411894], [-0.4002437066203271, 39.51362991525767], [-0.4002530245974214, 39.51368287916414], [-0.4002716542655908, 39.513783987137984], [-0.4002828042987665, 39.51394406134605], [-0.40030834852077596, 39.514018820217686], [-0.40033956923172054, 39.51417464094935], [-0.4003596751704162, 39.51433939290668], [-0.40038003323450905, 39.51443595406566], [-0.4003835481958421, 39.514516967559736], [-0.40038340592608895, 39.514553837295864], [-0.400362249378408, 39.51462150627221], [-0.39903152676825, 39.51394107225548], [-0.39860080624690186, 39.514048542683774], [-0.3977294544214588, 39.5140425417727], [-0.3978294862234464, 39.51440061984872], [-0.3976377260514699, 39.5144548906522], [-0.39520343418712445, 39.51456699074634], [-0.3952277635723664, 39.514324299467184], [-0.39456782204335644, 39.514341023032664], [-0.3941217566139152, 39.51429498354403], [-0.3936243804219294, 39.51402707644057], [-0.39292699887894483, 39.51341233708458], [-0.3924464734773913, 39.513374526693056], [-0.3908840828918839, 39.5129926028773], [-0.390540681362281, 39.51284525448924], [-0.39037209834622066, 39.512688318879725], [-0.38890635656700456, 39.51256079392488], [-0.38886497753068316, 39.512442750020625], [-0.38787472599905787, 39.51256462097316], [-0.38778262306296907, 39.512481471277496], [-0.3865555881558571, 39.512656572699846], [-0.3862777695626597, 39.51258275713861], [-0.38576644187626086, 39.513269431190345], [-0.38429201694876336, 39.51296597275456], [-0.3840825620209108, 39.51298828304074], [-0.384069218461194, 39.51315014018579], [-0.38303434311294143, 39.51283404926276], [-0.3830989002095698, 39.51274091149984], [-0.38175085603892117, 39.51230513631385], [-0.3817559275321401, 39.512170119310426], [-0.380566244641423, 39.511737899290125], [-0.38067993609456324, 39.511555783157704], [-0.38069407216260515, 39.51121827363628], [-0.38127819891604353, 39.51012336471467], [-0.38141524411159133, 39.51011294051845], [-0.3815039552859905, 39.50995728672116], [-0.38015567773365366, 39.509607080421354], [-0.3803184351767851, 39.50924139150705], [-0.3806405850697755, 39.5093342381594], [-0.3810315788692851, 39.50800074794118], [-0.3810659771689803, 39.507704234341865], [-0.38080175092255697, 39.50767574705562], [-0.38105171326473325, 39.50707779511387], [-0.3806900739666123, 39.507011085683224], [-0.38084754843311275, 39.506185829989604], [-0.38112752938709993, 39.50567864201581], [-0.38116088023490396, 39.50533255648332], [-0.3813426216614881, 39.50442226357058], [-0.38171120701565686, 39.504052202389076], [-0.3819037421779673, 39.50376375628907], [-0.3817169581689249, 39.50370549460595], [-0.38146422781167527, 39.50337097908897], [-0.38110075469313903, 39.50316008055557], [-0.3808710763051147, 39.50341165297717], [-0.3797256206267594, 39.50283178689793], [-0.37894032611988837, 39.50363387113346], [-0.37855097336971805, 39.50391787162002], [-0.3783721021321894, 39.50422914220839], [-0.37713268551783374, 39.50454349275603], [-0.3764473778525282, 39.50481179567631], [-0.3758217219691124, 39.50451839468784], [-0.3756676223193109, 39.50459599282783], [-0.37541219709965296, 39.50452716181088], [-0.37417582343103506, 39.50510730745674], [-0.372938049908779, 39.505435172036336], [-0.3732542411686222, 39.5060323941888], [-0.3729798406687537, 39.5064090618361], [-0.37276111733039125, 39.50648519478367], [-0.372787570320863, 39.506882177853534], [-0.3730779059721651, 39.50724009296216], [-0.3726245210412961, 39.50858565711191], [-0.3722706969412925, 39.50946154793132], [-0.3722361742821614, 39.50944656031553], [-0.3721146497630195, 39.50938277737815], [-0.37199357630147944, 39.50930024831482], [-0.37193034169345107, 39.50927440423419], [-0.3718447843485573, 39.50924283008095], [-0.37176384287401093, 39.50920974772066], [-0.37172839678713215, 39.509177307148214], [-0.37168849797779385, 39.50914513519132], [-0.37165013493510757, 39.509086728470024], [-0.37163065336872697, 39.50902476703142], [-0.3716115049832056, 39.50899468606011], [-0.37159034337409885, 39.508958469629256], [-0.37155560260625375, 39.50892367566246], [-0.3714918980786663, 39.508880388797714], [-0.3714072058688253, 39.50885580666739], [-0.37132622254522824, 39.50885222669298], [-0.37126875414037747, 39.508852674110436], [-0.3711746295982612, 39.50883921139124], [-0.37112798203730163, 39.50881454397168], [-0.3710922682620056, 39.508767935407896], [-0.37107184011266886, 39.508719988081076], [-0.37104267034042726, 39.50864911388648], [-0.3709691039229187, 39.50855279433282], [-0.37089936219003844, 39.50847193920746], [-0.3708533303946922, 39.50840813361844], [-0.37083108033110923, 39.508394008884245], [-0.37079319376979275, 39.508359693037676], [-0.3707199147882757, 39.50833100846521], [-0.37066815789838775, 39.50829473908885], [-0.37062279247633706, 39.508272785091876], [-0.37056213025160023, 39.50823828704034], [-0.3704567699062218, 39.50818326437199], [-0.3703740273562799, 39.50813693347682], [-0.37030174639866237, 39.50808210984491], [-0.3702664397197505, 39.50805278901436], [-0.37021773584868833, 39.50800958875178], [-0.37017411441484077, 39.507965458498795], [-0.3701136399612974, 39.50789609162526], [-0.3700530791141012, 39.50782932629174], [-0.3699756377142878, 39.507758404136894], [-0.36992103936255005, 39.50771270101825], [-0.3698669202756949, 39.50767710752411], [-0.3697855031386961, 39.50762557214212], [-0.369697224960386, 39.507576493908275], [-0.36961719803846654, 39.50751801711745], [-0.36957014952440825, 39.50748120522898], [-0.36954050836173163, 39.50746048066997], [-0.3695133959249188, 39.507432840590425], [-0.3695021034384189, 39.50741157652863], [-0.3694922306442873, 39.507393371546776], [-0.3694940781288725, 39.50736290076669], [-0.36950998828779424, 39.50733328890698], [-0.369551212590329, 39.50730284481606], [-0.3696587573866582, 39.50725768647923], [-0.3697462967917728, 39.50721937222016], [-0.36982803222017724, 39.50717583656159], [-0.3699113540223429, 39.50711706693646], [-0.369965736193885, 39.507051651327174], [-0.3699385165795245, 39.50700218974319], [-0.36990637419889855, 39.50697717454695], [-0.369852054561306, 39.50693951350633], [-0.3697659369611633, 39.50686740384062], [-0.36970613251902623, 39.50679048458287], [-0.36968144606364106, 39.5066405967671], [-0.3696586937665541, 39.50655103023508], [-0.3696358533629198, 39.50651003684787], [-0.369486562298903, 39.50640410127759], [-0.3693866274327585, 39.50632897587277], [-0.3692489287778056, 39.506218185511365], [-0.36913695929297724, 39.50612915716356], [-0.369074700962497, 39.506071073354775], [-0.3690162335940562, 39.50600498550908], [-0.3689301050586365, 39.50588699345876], [-0.3688130824147614, 39.50573651884743], [-0.3687334682560944, 39.50563081797009], [-0.36865446627840537, 39.505554814712895], [-0.36848286058969265, 39.50544029164301], [-0.36836904747100835, 39.50534008600409], [-0.3681646527528202, 39.50515951539497], [-0.3681774090307143, 39.50513951666556], [-0.36796589633225574, 39.505046178289156], [-0.3678586529918029, 39.50502119084469], [-0.3677980955566307, 39.5050000447078], [-0.3677884695885264, 39.50496115209338], [-0.367775797806787, 39.504819040367764], [-0.367694038764628, 39.5047535863048], [-0.36769572194284833, 39.50468189682869], [-0.3677568517482331, 39.50452061091894], [-0.3688125981492275, 39.501832892298005], [-0.3699010444218818, 39.500271275736125], [-0.37049822169090507, 39.49820229283995]]], ""type"": ""Polygon""}";39.505913061051146, -0.38549407479338826
15;0415;87;20752.887719;4;"{""coordinates"": [[[-0.3932778206675528, 39.48702000428052], [-0.392074247579047, 39.48755154346455], [-0.3912192430705156, 39.486320667609164], [-0.3925789026985347, 39.485734091399735], [-0.3934344299102602, 39.4869514470269], [-0.3932778206675528, 39.48702000428052]]], ""type"": ""Polygon""}";39.48664033217056, -0.39232606181333757
23;1423;80;32983.0919075;14;"{""coordinates"": [[[-0.3684184637905289, 39.487973057731274], [-0.36671497896417204, 39.48665071661679], [-0.3653911262640852, 39.48570631837751], [-0.3665532414851473, 39.486007437965746], [-0.36760750818660926, 39.48627906751097], [-0.3686949988381415, 39.48655594429742], [-0.3688559293038581, 39.48625779476901], [-0.3693336297303407, 39.4864037421615], [-0.3694398867511494, 39.486225972362], [-0.36983126200011074, 39.48632942394617], [-0.36911641197026074, 39.48738528421163], [-0.3684184637905289, 39.487973057731274]]], ""type"": ""Polygon""}";39.48679977217825, -0.36798799823257133
