Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
46250 València;4625012 València distrito 12;4625012012 València sección 12012;Renta bruta media por persona;2021;13.878,00
46250 València;4625012 València distrito 12;4625012012 València sección 12012;Fuente de ingreso: salario;2021;8.797,00
46250 València;4625012 València distrito 12;4625012013 València sección 12013;Renta bruta media por persona;2021;16.480,00
46250 València;4625012 València distrito 12;4625012013 València sección 12013;Fuente de ingreso: salario;2021;10.208,00
46250 València;4625012 València distrito 12;4625012014 València sección 12014;Renta bruta media por persona;2021;14.912,00
46250 València;4625012 València distrito 12;4625012014 València sección 12014;Fuente de ingreso: salario;2021;10.251,00
46250 València;4625012 València distrito 12;4625012015 València sección 12015;Renta bruta media por persona;2021;12.478,00
46250 València;4625012 València distrito 12;4625012015 València sección 12015;Fuente de ingreso: salario;2021;7.705,00
46250 València;4625012 València distrito 12;4625012016 València sección 12016;Renta bruta media por persona;2021;17.782,00
46250 València;4625012 València distrito 12;4625012016 València sección 12016;Fuente de ingreso: salario;2021;13.545,00
46250 València;4625012 València distrito 12;4625012018 València sección 12018;Renta bruta media por persona;2021;17.015,00
46250 València;4625012 València distrito 12;4625012018 València sección 12018;Fuente de ingreso: salario;2021;10.196,00
46250 València;4625012 València distrito 12;4625012019 València sección 12019;Renta bruta media por persona;2021;16.936,00
46250 València;4625012 València distrito 12;4625012019 València sección 12019;Fuente de ingreso: salario;2021;10.405,00
46250 València;4625012 València distrito 12;4625012020 València sección 12020;Renta bruta media por persona;2021;17.900,00
46250 València;4625012 València distrito 12;4625012020 València sección 12020;Fuente de ingreso: salario;2021;10.418,00
46250 València;4625012 València distrito 12;4625012021 València sección 12021;Renta bruta media por persona;2021;16.020,00
46250 València;4625012 València distrito 12;4625012021 València sección 12021;Fuente de ingreso: salario;2021;9.339,00
46250 València;4625012 València distrito 12;4625012023 València sección 12023;Renta bruta media por persona;2021;15.272,00
46250 València;4625012 València distrito 12;4625012023 València sección 12023;Fuente de ingreso: salario;2021;8.042,00
46250 València;4625012 València distrito 12;4625012024 València sección 12024;Renta bruta media por persona;2021;17.014,00
46250 València;4625012 València distrito 12;4625012024 València sección 12024;Fuente de ingreso: salario;2021;9.813,00
46250 València;4625012 València distrito 12;4625012025 València sección 12025;Renta bruta media por persona;2021;16.420,00
46250 València;4625012 València distrito 12;4625012025 València sección 12025;Fuente de ingreso: salario;2021;11.143,00
46250 València;4625012 València distrito 12;4625012026 València sección 12026;Renta bruta media por persona;2021;11.777,00
46250 València;4625012 València distrito 12;4625012026 València sección 12026;Fuente de ingreso: salario;2021;6.615,00
46250 València;4625012 València distrito 12;4625012027 València sección 12027;Renta bruta media por persona;2021;9.245,00
46250 València;4625012 València distrito 12;4625012027 València sección 12027;Fuente de ingreso: salario;2021;5.483,00
46250 València;4625012 València distrito 12;4625012028 València sección 12028;Renta bruta media por persona;2021;14.658,00
46250 València;4625012 València distrito 12;4625012028 València sección 12028;Fuente de ingreso: salario;2021;8.001,00
46250 València;4625012 València distrito 12;4625012029 València sección 12029;Renta bruta media por persona;2021;11.795,00
46250 València;4625012 València distrito 12;4625012029 València sección 12029;Fuente de ingreso: salario;2021;7.179,00
46250 València;4625012 València distrito 12;4625012030 València sección 12030;Renta bruta media por persona;2021;13.856,00
46250 València;4625012 València distrito 12;4625012030 València sección 12030;Fuente de ingreso: salario;2021;8.235,00
46250 València;4625012 València distrito 12;4625012031 València sección 12031;Renta bruta media por persona;2021;13.864,00
46250 València;4625012 València distrito 12;4625012031 València sección 12031;Fuente de ingreso: salario;2021;8.906,00
46250 València;4625012 València distrito 12;4625012032 València sección 12032;Renta bruta media por persona;2021;12.128,00
46250 València;4625012 València distrito 12;4625012032 València sección 12032;Fuente de ingreso: salario;2021;6.914,00
46250 València;4625012 València distrito 12;4625012033 València sección 12033;Renta bruta media por persona;2021;14.863,00
46250 València;4625012 València distrito 12;4625012033 València sección 12033;Fuente de ingreso: salario;2021;8.646,00
46250 València;4625012 València distrito 12;4625012034 València sección 12034;Renta bruta media por persona;2021;17.003,00
46250 València;4625012 València distrito 12;4625012034 València sección 12034;Fuente de ingreso: salario;2021;10.950,00
46250 València;4625012 València distrito 12;4625012035 València sección 12035;Renta bruta media por persona;2021;16.641,00
46250 València;4625012 València distrito 12;4625012035 València sección 12035;Fuente de ingreso: salario;2021;9.346,00
46250 València;4625012 València distrito 12;4625012036 València sección 12036;Renta bruta media por persona;2021;15.695,00
46250 València;4625012 València distrito 12;4625012036 València sección 12036;Fuente de ingreso: salario;2021;9.317,00
46250 València;4625012 València distrito 12;4625012037 València sección 12037;Renta bruta media por persona;2021;30.089,00
46250 València;4625012 València distrito 12;4625012037 València sección 12037;Fuente de ingreso: salario;2021;17.163,00
46250 València;4625012 València distrito 12;4625012038 València sección 12038;Renta bruta media por persona;2021;19.359,00
46250 València;4625012 València distrito 12;4625012038 València sección 12038;Fuente de ingreso: salario;2021;13.291,00
46250 València;4625012 València distrito 12;4625012039 València sección 12039;Renta bruta media por persona;2021;16.683,00
46250 València;4625012 València distrito 12;4625012039 València sección 12039;Fuente de ingreso: salario;2021;9.799,00
46250 València;4625012 València distrito 12;4625012040 València sección 12040;Renta bruta media por persona;2021;17.782,00
46250 València;4625012 València distrito 12;4625012040 València sección 12040;Fuente de ingreso: salario;2021;12.246,00
46250 València;4625012 València distrito 12;4625012041 València sección 12041;Renta bruta media por persona;2021;33.711,00
46250 València;4625012 València distrito 12;4625012041 València sección 12041;Fuente de ingreso: salario;2021;21.532,00
46250 València;4625012 València distrito 12;4625012042 València sección 12042;Renta bruta media por persona;2021;28.527,00
46250 València;4625012 València distrito 12;4625012042 València sección 12042;Fuente de ingreso: salario;2021;19.328,00
46250 València;4625012 València distrito 12;4625012043 València sección 12043;Renta bruta media por persona;2021;16.342,00
46250 València;4625012 València distrito 12;4625012043 València sección 12043;Fuente de ingreso: salario;2021;9.134,00
46250 València;4625012 València distrito 12;4625012044 València sección 12044;Renta bruta media por persona;2021;24.413,00
46250 València;4625012 València distrito 12;4625012044 València sección 12044;Fuente de ingreso: salario;2021;14.864,00
46250 València;4625012 València distrito 12;4625012045 València sección 12045;Renta bruta media por persona;2021;29.315,00
46250 València;4625012 València distrito 12;4625012045 València sección 12045;Fuente de ingreso: salario;2021;21.259,00
46250 València;4625012 València distrito 12;4625012046 València sección 12046;Renta bruta media por persona;2021;26.978,00
46250 València;4625012 València distrito 12;4625012046 València sección 12046;Fuente de ingreso: salario;2021;18.688,00
46250 València;4625012 València distrito 12;4625012047 València sección 12047;Renta bruta media por persona;2021;19.876,00
46250 València;4625012 València distrito 12;4625012047 València sección 12047;Fuente de ingreso: salario;2021;12.734,00
46250 València;4625012 València distrito 12;4625012048 València sección 12048;Renta bruta media por persona;2021;
46250 València;4625012 València distrito 12;4625012048 València sección 12048;Fuente de ingreso: salario;2021;
46250 València;4625013 València distrito 13;;Renta bruta media por persona;2021;19.413,00
46250 València;4625013 València distrito 13;;Fuente de ingreso: salario;2021;10.739,00
46250 València;4625013 València distrito 13;4625013001 València sección 13001;Renta bruta media por persona;2021;16.724,00
46250 València;4625013 València distrito 13;4625013001 València sección 13001;Fuente de ingreso: salario;2021;10.989,00
46250 València;4625013 València distrito 13;4625013002 València sección 13002;Renta bruta media por persona;2021;17.681,00
46250 València;4625013 València distrito 13;4625013002 València sección 13002;Fuente de ingreso: salario;2021;10.201,00
46250 València;4625013 València distrito 13;4625013003 València sección 13003;Renta bruta media por persona;2021;16.220,00
46250 València;4625013 València distrito 13;4625013003 València sección 13003;Fuente de ingreso: salario;2021;9.456,00
46250 València;4625013 València distrito 13;4625013004 València sección 13004;Renta bruta media por persona;2021;12.844,00
46250 València;4625013 València distrito 13;4625013004 València sección 13004;Fuente de ingreso: salario;2021;6.652,00
46250 València;4625013 València distrito 13;4625013005 València sección 13005;Renta bruta media por persona;2021;19.086,00
46250 València;4625013 València distrito 13;4625013005 València sección 13005;Fuente de ingreso: salario;2021;12.049,00
46250 València;4625013 València distrito 13;4625013007 València sección 13007;Renta bruta media por persona;2021;14.361,00
46250 València;4625013 València distrito 13;4625013007 València sección 13007;Fuente de ingreso: salario;2021;7.386,00
46250 València;4625013 València distrito 13;4625013008 València sección 13008;Renta bruta media por persona;2021;16.906,00
46250 València;4625013 València distrito 13;4625013008 València sección 13008;Fuente de ingreso: salario;2021;9.056,00
46250 València;4625013 València distrito 13;4625013009 València sección 13009;Renta bruta media por persona;2021;11.723,00
46250 València;4625013 València distrito 13;4625013009 València sección 13009;Fuente de ingreso: salario;2021;5.821,00
46250 València;4625013 València distrito 13;4625013010 València sección 13010;Renta bruta media por persona;2021;20.869,00
46250 València;4625013 València distrito 13;4625013010 València sección 13010;Fuente de ingreso: salario;2021;11.551,00
46250 València;4625013 València distrito 13;4625013011 València sección 13011;Renta bruta media por persona;2021;20.495,00
46250 València;4625013 València distrito 13;4625013011 València sección 13011;Fuente de ingreso: salario;2021;9.630,00
46250 València;4625013 València distrito 13;4625013012 València sección 13012;Renta bruta media por persona;2021;21.176,00
46250 València;4625013 València distrito 13;4625013012 València sección 13012;Fuente de ingreso: salario;2021;11.476,00
46250 València;4625013 València distrito 13;4625013013 València sección 13013;Renta bruta media por persona;2021;24.505,00
46250 València;4625013 València distrito 13;4625013013 València sección 13013;Fuente de ingreso: salario;2021;11.655,00
46250 València;4625013 València distrito 13;4625013014 València sección 13014;Renta bruta media por persona;2021;21.815,00
46250 València;4625013 València distrito 13;4625013014 València sección 13014;Fuente de ingreso: salario;2021;12.434,00
46250 València;4625013 València distrito 13;4625013015 València sección 13015;Renta bruta media por persona;2021;19.517,00
46250 València;4625013 València distrito 13;4625013015 València sección 13015;Fuente de ingreso: salario;2021;9.287,00
46250 València;4625013 València distrito 13;4625013016 València sección 13016;Renta bruta media por persona;2021;10.290,00
46250 València;4625013 València distrito 13;4625013016 València sección 13016;Fuente de ingreso: salario;2021;5.845,00
46250 València;4625013 València distrito 13;4625013017 València sección 13017;Renta bruta media por persona;2021;15.757,00
46250 València;4625013 València distrito 13;4625013017 València sección 13017;Fuente de ingreso: salario;2021;8.776,00
46250 València;4625013 València distrito 13;4625013019 València sección 13019;Renta bruta media por persona;2021;17.214,00
46250 València;4625013 València distrito 13;4625013019 València sección 13019;Fuente de ingreso: salario;2021;9.461,00
46250 València;4625013 València distrito 13;4625013020 València sección 13020;Renta bruta media por persona;2021;18.048,00
46250 València;4625013 València distrito 13;4625013020 València sección 13020;Fuente de ingreso: salario;2021;10.375,00
46250 València;4625013 València distrito 13;4625013021 València sección 13021;Renta bruta media por persona;2021;22.681,00
46250 València;4625013 València distrito 13;4625013021 València sección 13021;Fuente de ingreso: salario;2021;10.178,00
46250 València;4625013 València distrito 13;4625013022 València sección 13022;Renta bruta media por persona;2021;23.607,00
46250 València;4625013 València distrito 13;4625013022 València sección 13022;Fuente de ingreso: salario;2021;13.370,00
46250 València;4625013 València distrito 13;4625013023 València sección 13023;Renta bruta media por persona;2021;25.094,00
46250 València;4625013 València distrito 13;4625013023 València sección 13023;Fuente de ingreso: salario;2021;14.971,00
46250 València;4625013 València distrito 13;4625013024 València sección 13024;Renta bruta media por persona;2021;22.105,00
46250 València;4625013 València distrito 13;4625013024 València sección 13024;Fuente de ingreso: salario;2021;12.428,00
46250 València;4625013 València distrito 13;4625013025 València sección 13025;Renta bruta media por persona;2021;25.777,00
46250 València;4625013 València distrito 13;4625013025 València sección 13025;Fuente de ingreso: salario;2021;14.490,00
46250 València;4625013 València distrito 13;4625013026 València sección 13026;Renta bruta media por persona;2021;23.389,00
46250 València;4625013 València distrito 13;4625013026 València sección 13026;Fuente de ingreso: salario;2021;11.964,00
46250 València;4625013 València distrito 13;4625013027 València sección 13027;Renta bruta media por persona;2021;23.960,00
46250 València;4625013 València distrito 13;4625013027 València sección 13027;Fuente de ingreso: salario;2021;13.955,00
46250 València;4625013 València distrito 13;4625013028 València sección 13028;Renta bruta media por persona;2021;22.689,00
46250 València;4625013 València distrito 13;4625013028 València sección 13028;Fuente de ingreso: salario;2021;12.922,00
46250 València;4625013 València distrito 13;4625013029 València sección 13029;Renta bruta media por persona;2021;17.568,00
46250 València;4625013 València distrito 13;4625013029 València sección 13029;Fuente de ingreso: salario;2021;7.325,00
46250 València;4625013 València distrito 13;4625013030 València sección 13030;Renta bruta media por persona;2021;17.027,00
46250 València;4625013 València distrito 13;4625013030 València sección 13030;Fuente de ingreso: salario;2021;9.650,00
46250 València;4625014 València distrito 14;;Renta bruta media por persona;2021;18.915,00
46250 València;4625014 València distrito 14;;Fuente de ingreso: salario;2021;10.875,00
46250 València;4625014 València distrito 14;4625014001 València sección 14001;Renta bruta media por persona;2021;26.646,00
46250 València;4625014 València distrito 14;4625014001 València sección 14001;Fuente de ingreso: salario;2021;14.589,00
46250 València;4625014 València distrito 14;4625014002 València sección 14002;Renta bruta media por persona;2021;20.944,00
46250 València;4625014 València distrito 14;4625014002 València sección 14002;Fuente de ingreso: salario;2021;11.535,00
46250 València;4625014 València distrito 14;4625014003 València sección 14003;Renta bruta media por persona;2021;16.143,00
46250 València;4625014 València distrito 14;4625014003 València sección 14003;Fuente de ingreso: salario;2021;8.617,00
46250 València;4625014 València distrito 14;4625014004 València sección 14004;Renta bruta media por persona;2021;18.948,00
46250 València;4625014 València distrito 14;4625014004 València sección 14004;Fuente de ingreso: salario;2021;10.414,00
46250 València;4625014 València distrito 14;4625014005 València sección 14005;Renta bruta media por persona;2021;15.530,00
46250 València;4625014 València distrito 14;4625014005 València sección 14005;Fuente de ingreso: salario;2021;9.295,00
46250 València;4625014 València distrito 14;4625014006 València sección 14006;Renta bruta media por persona;2021;13.197,00
46250 València;4625014 València distrito 14;4625014006 València sección 14006;Fuente de ingreso: salario;2021;7.923,00
46250 València;4625014 València distrito 14;4625014007 València sección 14007;Renta bruta media por persona;2021;13.936,00
46250 València;4625014 València distrito 14;4625014007 València sección 14007;Fuente de ingreso: salario;2021;8.134,00
46250 València;4625014 València distrito 14;4625014008 València sección 14008;Renta bruta media por persona;2021;16.092,00
46250 València;4625014 València distrito 14;4625014008 València sección 14008;Fuente de ingreso: salario;2021;10.079,00
46250 València;4625014 València distrito 14;4625014009 València sección 14009;Renta bruta media por persona;2021;15.929,00
46250 València;4625014 València distrito 14;4625014009 València sección 14009;Fuente de ingreso: salario;2021;9.556,00
46250 València;4625014 València distrito 14;4625014010 València sección 14010;Renta bruta media por persona;2021;15.974,00
46250 València;4625014 València distrito 14;4625014010 València sección 14010;Fuente de ingreso: salario;2021;8.372,00
46250 València;4625014 València distrito 14;4625014012 València sección 14012;Renta bruta media por persona;2021;15.142,00
46250 València;4625014 València distrito 14;4625014012 València sección 14012;Fuente de ingreso: salario;2021;8.869,00
46250 València;4625014 València distrito 14;4625014013 València sección 14013;Renta bruta media por persona;2021;14.665,00
46250 València;4625014 València distrito 14;4625014013 València sección 14013;Fuente de ingreso: salario;2021;8.468,00
46250 València;4625014 València distrito 14;4625014014 València sección 14014;Renta bruta media por persona;2021;19.077,00
46250 València;4625014 València distrito 14;4625014014 València sección 14014;Fuente de ingreso: salario;2021;10.735,00
46250 València;4625014 València distrito 14;4625014015 València sección 14015;Renta bruta media por persona;2021;17.913,00
46250 València;4625014 València distrito 14;4625014015 València sección 14015;Fuente de ingreso: salario;2021;11.014,00
46250 València;4625014 València distrito 14;4625014016 València sección 14016;Renta bruta media por persona;2021;14.231,00
46250 València;4625014 València distrito 14;4625014016 València sección 14016;Fuente de ingreso: salario;2021;8.284,00
46250 València;4625014 València distrito 14;4625014018 València sección 14018;Renta bruta media por persona;2021;17.213,00
46250 València;4625014 València distrito 14;4625014018 València sección 14018;Fuente de ingreso: salario;2021;9.465,00
46250 València;4625014 València distrito 14;4625014019 València sección 14019;Renta bruta media por persona;2021;17.839,00
46250 València;4625014 València distrito 14;4625014019 València sección 14019;Fuente de ingreso: salario;2021;11.458,00
46250 València;4625014 València distrito 14;4625014020 València sección 14020;Renta bruta media por persona;2021;21.691,00
46250 València;4625014 València distrito 14;4625014020 València sección 14020;Fuente de ingreso: salario;2021;12.596,00
46250 València;4625014 València distrito 14;4625014021 València sección 14021;Renta bruta media por persona;2021;32.108,00
46250 València;4625014 València distrito 14;4625014021 València sección 14021;Fuente de ingreso: salario;2021;17.974,00
46250 València;4625014 València distrito 14;4625014022 València sección 14022;Renta bruta media por persona;2021;16.168,00
46250 València;4625014 València distrito 14;4625014022 València sección 14022;Fuente de ingreso: salario;2021;9.482,00
46250 València;4625014 València distrito 14;4625014023 València sección 14023;Renta bruta media por persona;2021;20.980,00
46250 València;4625014 València distrito 14;4625014023 València sección 14023;Fuente de ingreso: salario;2021;11.883,00
46250 València;4625014 València distrito 14;4625014024 València sección 14024;Renta bruta media por persona;2021;24.209,00
46250 València;4625014 València distrito 14;4625014024 València sección 14024;Fuente de ingreso: salario;2021;14.175,00
46250 València;4625015 València distrito 15;;Renta bruta media por persona;2021;14.255,00
46250 València;4625015 València distrito 15;;Fuente de ingreso: salario;2021;8.921,00
46250 València;4625016 València distrito 16;;Renta bruta media por persona;2021;14.487,00
46250 València;4625016 València distrito 16;;Fuente de ingreso: salario;2021;9.186,00
46250 València;4625016 València distrito 16;4625016001 València sección 16001;Renta bruta media por persona;2021;12.906,00
46250 València;4625016 València distrito 16;4625016001 València sección 16001;Fuente de ingreso: salario;2021;7.660,00
46250 València;4625016 València distrito 16;4625016002 València sección 16002;Renta bruta media por persona;2021;12.804,00
46250 València;4625016 València distrito 16;4625016002 València sección 16002;Fuente de ingreso: salario;2021;7.211,00
46250 València;4625016 València distrito 16;4625016003 València sección 16003;Renta bruta media por persona;2021;11.817,00
46250 València;4625016 València distrito 16;4625016003 València sección 16003;Fuente de ingreso: salario;2021;6.790,00
46250 València;4625016 València distrito 16;4625016004 València sección 16004;Renta bruta media por persona;2021;10.255,00
46250 València;4625016 València distrito 16;4625016004 València sección 16004;Fuente de ingreso: salario;2021;6.361,00
46250 València;4625016 València distrito 16;4625016005 València sección 16005;Renta bruta media por persona;2021;12.626,00
46250 València;4625016 València distrito 16;4625016005 València sección 16005;Fuente de ingreso: salario;2021;7.837,00
46250 València;4625016 València distrito 16;4625016006 València sección 16006;Renta bruta media por persona;2021;11.667,00
46250 València;4625016 València distrito 16;4625016006 València sección 16006;Fuente de ingreso: salario;2021;6.293,00
46250 València;4625016 València distrito 16;4625016008 València sección 16008;Renta bruta media por persona;2021;10.449,00
46250 València;4625016 València distrito 16;4625016008 València sección 16008;Fuente de ingreso: salario;2021;6.418,00
46250 València;4625016 València distrito 16;4625016009 València sección 16009;Renta bruta media por persona;2021;9.419,00
46250 València;4625016 València distrito 16;4625016009 València sección 16009;Fuente de ingreso: salario;2021;5.753,00
46250 València;4625016 València distrito 16;4625016010 València sección 16010;Renta bruta media por persona;2021;13.760,00
46250 València;4625016 València distrito 16;4625016010 València sección 16010;Fuente de ingreso: salario;2021;7.753,00
46250 València;4625016 València distrito 16;4625016011 València sección 16011;Renta bruta media por persona;2021;12.857,00
46250 València;4625016 València distrito 16;4625016011 València sección 16011;Fuente de ingreso: salario;2021;8.072,00
46250 València;4625016 València distrito 16;4625016012 València sección 16012;Renta bruta media por persona;2021;10.850,00
46250 València;4625016 València distrito 16;4625016012 València sección 16012;Fuente de ingreso: salario;2021;6.427,00
46250 València;4625016 València distrito 16;4625016013 València sección 16013;Renta bruta media por persona;2021;11.062,00
46250 València;4625016 València distrito 16;4625016013 València sección 16013;Fuente de ingreso: salario;2021;6.154,00
46250 València;4625016 València distrito 16;4625016014 València sección 16014;Renta bruta media por persona;2021;14.173,00
46250 València;4625016 València distrito 16;4625016014 València sección 16014;Fuente de ingreso: salario;2021;8.398,00
46250 València;4625016 València distrito 16;4625016015 València sección 16015;Renta bruta media por persona;2021;13.345,00
46250 València;4625016 València distrito 16;4625016015 València sección 16015;Fuente de ingreso: salario;2021;7.018,00
46250 València;4625016 València distrito 16;4625016016 València sección 16016;Renta bruta media por persona;2021;16.651,00
46250 València;4625016 València distrito 16;4625016016 València sección 16016;Fuente de ingreso: salario;2021;9.729,00
46250 València;4625016 València distrito 16;4625016017 València sección 16017;Renta bruta media por persona;2021;16.118,00
46250 València;4625016 València distrito 16;4625016017 València sección 16017;Fuente de ingreso: salario;2021;11.170,00
46250 València;4625016 València distrito 16;4625016018 València sección 16018;Renta bruta media por persona;2021;12.659,00
46250 València;4625016 València distrito 16;4625016018 València sección 16018;Fuente de ingreso: salario;2021;6.809,00
46250 València;4625016 València distrito 16;4625016019 València sección 16019;Renta bruta media por persona;2021;17.365,00
46250 València;4625016 València distrito 16;4625016019 València sección 16019;Fuente de ingreso: salario;2021;10.656,00
46250 València;4625016 València distrito 16;4625016020 València sección 16020;Renta bruta media por persona;2021;11.358,00
46250 València;4625016 València distrito 16;4625016020 València sección 16020;Fuente de ingreso: salario;2021;6.490,00
46250 València;4625016 València distrito 16;4625016021 València sección 16021;Renta bruta media por persona;2021;10.061,00
46250 València;4625016 València distrito 16;4625016021 València sección 16021;Fuente de ingreso: salario;2021;5.228,00
46250 València;4625016 València distrito 16;4625016022 València sección 16022;Renta bruta media por persona;2021;9.658,00
46250 València;4625016 València distrito 16;4625016022 València sección 16022;Fuente de ingreso: salario;2021;5.010,00
46250 València;4625016 València distrito 16;4625016023 València sección 16023;Renta bruta media por persona;2021;10.632,00
46250 València;4625016 València distrito 16;4625016023 València sección 16023;Fuente de ingreso: salario;2021;6.812,00
46250 València;4625016 València distrito 16;4625016024 València sección 16024;Renta bruta media por persona;2021;15.355,00
46250 València;4625016 València distrito 16;4625016024 València sección 16024;Fuente de ingreso: salario;2021;9.382,00
46250 València;4625016 València distrito 16;4625016025 València sección 16025;Renta bruta media por persona;2021;12.431,00
46250 València;4625016 València distrito 16;4625016025 València sección 16025;Fuente de ingreso: salario;2021;7.537,00
46250 València;4625016 València distrito 16;4625016026 València sección 16026;Renta bruta media por persona;2021;12.300,00
46250 València;4625016 València distrito 16;4625016026 València sección 16026;Fuente de ingreso: salario;2021;6.985,00
46250 València;4625016 València distrito 16;4625016027 València sección 16027;Renta bruta media por persona;2021;15.276,00
46250 València;4625016 València distrito 16;4625016027 València sección 16027;Fuente de ingreso: salario;2021;8.207,00
46250 València;4625016 València distrito 16;4625016028 València sección 16028;Renta bruta media por persona;2021;21.699,00
46250 València;4625016 València distrito 16;4625016028 València sección 16028;Fuente de ingreso: salario;2021;12.400,00
46250 València;4625016 València distrito 16;4625016029 València sección 16029;Renta bruta media por persona;2021;20.846,00
46250 València;4625016 València distrito 16;4625016029 València sección 16029;Fuente de ingreso: salario;2021;17.018,00
46250 València;4625016 València distrito 16;4625016030 València sección 16030;Renta bruta media por persona;2021;18.421,00
46250 València;4625016 València distrito 16;4625016030 València sección 16030;Fuente de ingreso: salario;2021;13.179,00
46250 València;4625016 València distrito 16;4625016031 València sección 16031;Renta bruta media por persona;2021;30.149,00
46250 València;4625016 València distrito 16;4625016031 València sección 16031;Fuente de ingreso: salario;2021;21.396,00
46250 València;4625016 València distrito 16;4625016032 València sección 16032;Renta bruta media por persona;2021;17.824,00
46250 València;4625016 València distrito 16;4625016032 València sección 16032;Fuente de ingreso: salario;2021;14.078,00
46250 València;4625016 València distrito 16;4625016033 València sección 16033;Renta bruta media por persona;2021;
46250 València;4625016 València distrito 16;4625016033 València sección 16033;Fuente de ingreso: salario;2021;
46250 València;4625017 València distrito 17;;Renta bruta media por persona;2021;19.423,00
46250 València;4625017 València distrito 17;;Fuente de ingreso: salario;2021;11.985,00
46250 València;4625017 València distrito 17;4625017001 València sección 17001;Renta bruta media por persona;2021;15.294,00
46250 València;4625017 València distrito 17;4625017001 València sección 17001;Fuente de ingreso: salario;2021;9.336,00
46250 València;4625017 València distrito 17;4625017002 València sección 17002;Renta bruta media por persona;2021;13.602,00
46250 València;4625017 València distrito 17;4625017002 València sección 17002;Fuente de ingreso: salario;2021;7.292,00
46250 València;4625017 València distrito 17;4625017003 València sección 17003;Renta bruta media por persona;2021;16.326,00
46250 València;4625017 València distrito 17;4625017003 València sección 17003;Fuente de ingreso: salario;2021;9.063,00
46250 València;4625017 València distrito 17;4625017006 València sección 17006;Renta bruta media por persona;2021;26.691,00
46250 València;4625017 València distrito 17;4625017006 València sección 17006;Fuente de ingreso: salario;2021;17.736,00
46250 València;4625017 València distrito 17;4625017007 València sección 17007;Renta bruta media por persona;2021;15.535,00
46250 València;4625017 València distrito 17;4625017007 València sección 17007;Fuente de ingreso: salario;2021;8.585,00
46250 València;4625018 València distrito 18;;Renta bruta media por persona;2021;13.204,00
46250 València;4625018 València distrito 18;;Fuente de ingreso: salario;2021;8.041,00
46250 València;4625018 València distrito 18;4625018001 València sección 18001;Renta bruta media por persona;2021;12.758,00
46250 València;4625018 València distrito 18;4625018001 València sección 18001;Fuente de ingreso: salario;2021;7.788,00
46250 València;4625018 València distrito 18;4625018002 València sección 18002;Renta bruta media por persona;2021;11.373,00
46250 València;4625018 València distrito 18;4625018002 València sección 18002;Fuente de ingreso: salario;2021;6.855,00
46250 València;4625018 València distrito 18;4625018003 València sección 18003;Renta bruta media por persona;2021;13.710,00
46250 València;4625018 València distrito 18;4625018003 València sección 18003;Fuente de ingreso: salario;2021;8.455,00
46250 València;4625018 València distrito 18;4625018004 València sección 18004;Renta bruta media por persona;2021;17.503,00
46250 València;4625018 València distrito 18;4625018004 València sección 18004;Fuente de ingreso: salario;2021;11.172,00
46250 València;4625018 València distrito 18;4625018005 València sección 18005;Renta bruta media por persona;2021;11.993,00
46250 València;4625018 València distrito 18;4625018005 València sección 18005;Fuente de ingreso: salario;2021;6.455,00
46250 València;4625018 València distrito 18;4625018006 València sección 18006;Renta bruta media por persona;2021;10.465,00
46250 València;4625018 València distrito 18;4625018006 València sección 18006;Fuente de ingreso: salario;2021;5.608,00
46250 València;4625018 València distrito 18;4625018007 València sección 18007;Renta bruta media por persona;2021;13.488,00
46250 València;4625018 València distrito 18;4625018007 València sección 18007;Fuente de ingreso: salario;2021;8.956,00
46250 València;4625018 València distrito 18;4625018008 València sección 18008;Renta bruta media por persona;2021;11.656,00
46250 València;4625018 València distrito 18;4625018008 València sección 18008;Fuente de ingreso: salario;2021;7.265,00
46250 València;4625018 València distrito 18;4625018009 València sección 18009;Renta bruta media por persona;2021;13.845,00
46250 València;4625018 València distrito 18;4625018009 València sección 18009;Fuente de ingreso: salario;2021;7.732,00
46250 València;4625018 València distrito 18;4625018010 València sección 18010;Renta bruta media por persona;2021;11.802,00
46250 València;4625018 València distrito 18;4625018010 València sección 18010;Fuente de ingreso: salario;2021;7.050,00
46250 València;4625019 València distrito 19;;Renta bruta media por persona;2021;15.034,00
46250 València;4625019 València distrito 19;;Fuente de ingreso: salario;2021;8.897,00
46250 València;4625019 València distrito 19;4625019001 València sección 19001;Renta bruta media por persona;2021;12.156,00
46250 València;4625019 València distrito 19;4625019001 València sección 19001;Fuente de ingreso: salario;2021;7.067,00
46250 València;4625019 València distrito 19;4625019002 València sección 19002;Renta bruta media por persona;2021;12.466,00
46250 València;4625019 València distrito 19;4625019002 València sección 19002;Fuente de ingreso: salario;2021;6.807,00
46250 València;4625019 València distrito 19;4625019003 València sección 19003;Renta bruta media por persona;2021;13.469,00
46250 València;4625019 València distrito 19;4625019003 València sección 19003;Fuente de ingreso: salario;2021;8.284,00
46250 València;4625019 València distrito 19;4625019004 València sección 19004;Renta bruta media por persona;2021;14.880,00
46250 València;4625019 València distrito 19;4625019004 València sección 19004;Fuente de ingreso: salario;2021;8.606,00
46250 València;4625019 València distrito 19;4625019005 València sección 19005;Renta bruta media por persona;2021;15.736,00
46250 València;4625019 València distrito 19;4625019005 València sección 19005;Fuente de ingreso: salario;2021;9.716,00
