Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
46250 València;4625005 València distrito 05;4625005003 València sección 05003;Fuente de ingreso: salario;2021;6.144,00
46250 València;4625005 València distrito 05;4625005004 València sección 05004;Renta bruta media por persona;2021;13.549,00
46250 València;4625005 València distrito 05;4625005004 València sección 05004;Fuente de ingreso: salario;2021;7.279,00
46250 València;4625005 València distrito 05;4625005005 València sección 05005;Renta bruta media por persona;2021;13.339,00
46250 València;4625005 València distrito 05;4625005005 València sección 05005;Fuente de ingreso: salario;2021;7.538,00
46250 València;4625005 València distrito 05;4625005006 València sección 05006;Renta bruta media por persona;2021;15.130,00
46250 València;4625005 València distrito 05;4625005006 València sección 05006;Fuente de ingreso: salario;2021;7.412,00
46250 València;4625005 València distrito 05;4625005007 València sección 05007;Renta bruta media por persona;2021;15.338,00
46250 València;4625005 València distrito 05;4625005007 València sección 05007;Fuente de ingreso: salario;2021;8.472,00
46250 València;4625005 València distrito 05;4625005008 València sección 05008;Renta bruta media por persona;2021;16.650,00
46250 València;4625005 València distrito 05;4625005008 València sección 05008;Fuente de ingreso: salario;2021;8.691,00
46250 València;4625005 València distrito 05;4625005009 València sección 05009;Renta bruta media por persona;2021;11.011,00
46250 València;4625005 València distrito 05;4625005009 València sección 05009;Fuente de ingreso: salario;2021;6.012,00
46250 València;4625005 València distrito 05;4625005010 València sección 05010;Renta bruta media por persona;2021;20.154,00
46250 València;4625005 València distrito 05;4625005010 València sección 05010;Fuente de ingreso: salario;2021;10.391,00
46250 València;4625005 València distrito 05;4625005011 València sección 05011;Renta bruta media por persona;2021;17.728,00
46250 València;4625005 València distrito 05;4625005011 València sección 05011;Fuente de ingreso: salario;2021;10.877,00
46250 València;4625005 València distrito 05;4625005013 València sección 05013;Renta bruta media por persona;2021;19.886,00
46250 València;4625005 València distrito 05;4625005013 València sección 05013;Fuente de ingreso: salario;2021;11.263,00
46250 València;4625005 València distrito 05;4625005014 València sección 05014;Renta bruta media por persona;2021;13.459,00
46250 València;4625005 València distrito 05;4625005014 València sección 05014;Fuente de ingreso: salario;2021;8.098,00
46250 València;4625005 València distrito 05;4625005015 València sección 05015;Renta bruta media por persona;2021;16.077,00
46250 València;4625005 València distrito 05;4625005015 València sección 05015;Fuente de ingreso: salario;2021;9.632,00
46250 València;4625005 València distrito 05;4625005016 València sección 05016;Renta bruta media por persona;2021;16.868,00
46250 València;4625005 València distrito 05;4625005016 València sección 05016;Fuente de ingreso: salario;2021;10.047,00
46250 València;4625005 València distrito 05;4625005017 València sección 05017;Renta bruta media por persona;2021;17.654,00
46250 València;4625005 València distrito 05;4625005017 València sección 05017;Fuente de ingreso: salario;2021;10.663,00
46250 València;4625005 València distrito 05;4625005018 València sección 05018;Renta bruta media por persona;2021;15.976,00
46250 València;4625005 València distrito 05;4625005018 València sección 05018;Fuente de ingreso: salario;2021;9.141,00
46250 València;4625005 València distrito 05;4625005019 València sección 05019;Renta bruta media por persona;2021;
46250 València;4625005 València distrito 05;4625005019 València sección 05019;Fuente de ingreso: salario;2021;
46250 València;4625005 València distrito 05;4625005021 València sección 05021;Renta bruta media por persona;2021;14.931,00
46250 València;4625005 València distrito 05;4625005021 València sección 05021;Fuente de ingreso: salario;2021;8.432,00
46250 València;4625005 València distrito 05;4625005022 València sección 05022;Renta bruta media por persona;2021;16.018,00
46250 València;4625005 València distrito 05;4625005022 València sección 05022;Fuente de ingreso: salario;2021;8.887,00
46250 València;4625005 València distrito 05;4625005025 València sección 05025;Renta bruta media por persona;2021;19.449,00
46250 València;4625005 València distrito 05;4625005025 València sección 05025;Fuente de ingreso: salario;2021;10.483,00
46250 València;4625005 València distrito 05;4625005026 València sección 05026;Renta bruta media por persona;2021;19.718,00
46250 València;4625005 València distrito 05;4625005026 València sección 05026;Fuente de ingreso: salario;2021;10.124,00
46250 València;4625005 València distrito 05;4625005027 València sección 05027;Renta bruta media por persona;2021;17.687,00
46250 València;4625005 València distrito 05;4625005027 València sección 05027;Fuente de ingreso: salario;2021;9.726,00
46250 València;4625005 València distrito 05;4625005028 València sección 05028;Renta bruta media por persona;2021;22.763,00
46250 València;4625005 València distrito 05;4625005028 València sección 05028;Fuente de ingreso: salario;2021;11.984,00
46250 València;4625005 València distrito 05;4625005029 València sección 05029;Renta bruta media por persona;2021;12.742,00
46250 València;4625005 València distrito 05;4625005029 València sección 05029;Fuente de ingreso: salario;2021;6.542,00
46250 València;4625005 València distrito 05;4625005031 València sección 05031;Renta bruta media por persona;2021;13.239,00
46250 València;4625005 València distrito 05;4625005031 València sección 05031;Fuente de ingreso: salario;2021;8.991,00
46250 València;4625005 València distrito 05;4625005033 València sección 05033;Renta bruta media por persona;2021;15.012,00
46250 València;4625005 València distrito 05;4625005033 València sección 05033;Fuente de ingreso: salario;2021;8.776,00
46250 València;4625005 València distrito 05;4625005034 València sección 05034;Renta bruta media por persona;2021;9.262,00
46250 València;4625005 València distrito 05;4625005034 València sección 05034;Fuente de ingreso: salario;2021;5.138,00
46250 València;4625005 València distrito 05;4625005036 València sección 05036;Renta bruta media por persona;2021;12.105,00
46250 València;4625005 València distrito 05;4625005036 València sección 05036;Fuente de ingreso: salario;2021;6.864,00
46250 València;4625005 València distrito 05;4625005037 València sección 05037;Renta bruta media por persona;2021;17.580,00
46250 València;4625005 València distrito 05;4625005037 València sección 05037;Fuente de ingreso: salario;2021;10.797,00
46250 València;4625005 València distrito 05;4625005038 València sección 05038;Renta bruta media por persona;2021;19.192,00
46250 València;4625005 València distrito 05;4625005038 València sección 05038;Fuente de ingreso: salario;2021;11.179,00
46250 València;4625005 València distrito 05;4625005039 València sección 05039;Renta bruta media por persona;2021;16.885,00
46250 València;4625005 València distrito 05;4625005039 València sección 05039;Fuente de ingreso: salario;2021;9.384,00
46250 València;4625005 València distrito 05;4625005040 València sección 05040;Renta bruta media por persona;2021;18.366,00
46250 València;4625005 València distrito 05;4625005040 València sección 05040;Fuente de ingreso: salario;2021;10.960,00
46250 València;4625005 València distrito 05;4625005041 València sección 05041;Renta bruta media por persona;2021;20.437,00
46250 València;4625005 València distrito 05;4625005041 València sección 05041;Fuente de ingreso: salario;2021;12.534,00
46250 València;4625005 València distrito 05;4625005042 València sección 05042;Renta bruta media por persona;2021;15.889,00
46250 València;4625005 València distrito 05;4625005042 València sección 05042;Fuente de ingreso: salario;2021;9.030,00
46250 València;4625005 València distrito 05;4625005043 València sección 05043;Renta bruta media por persona;2021;17.332,00
46250 València;4625005 València distrito 05;4625005043 València sección 05043;Fuente de ingreso: salario;2021;11.435,00
46250 València;4625005 València distrito 05;4625005044 València sección 05044;Renta bruta media por persona;2021;
46250 València;4625005 València distrito 05;4625005044 València sección 05044;Fuente de ingreso: salario;2021;
46250 València;4625006 València distrito 06;;Renta bruta media por persona;2021;28.438,00
46250 València;4625006 València distrito 06;;Fuente de ingreso: salario;2021;14.491,00
46250 València;4625006 València distrito 06;4625006001 València sección 06001;Renta bruta media por persona;2021;35.278,00
46250 València;4625006 València distrito 06;4625006001 València sección 06001;Fuente de ingreso: salario;2021;16.920,00
46250 València;4625006 València distrito 06;4625006002 València sección 06002;Renta bruta media por persona;2021;28.960,00
46250 València;4625006 València distrito 06;4625006002 València sección 06002;Fuente de ingreso: salario;2021;15.014,00
46250 València;4625006 València distrito 06;4625006003 València sección 06003;Renta bruta media por persona;2021;31.405,00
46250 València;4625006 València distrito 06;4625006003 València sección 06003;Fuente de ingreso: salario;2021;15.969,00
46250 València;4625006 València distrito 06;4625006004 València sección 06004;Renta bruta media por persona;2021;26.182,00
46250 València;4625006 València distrito 06;4625006004 València sección 06004;Fuente de ingreso: salario;2021;13.178,00
46250 València;4625006 València distrito 06;4625006006 València sección 06006;Renta bruta media por persona;2021;46.570,00
46250 València;4625006 València distrito 06;4625006006 València sección 06006;Fuente de ingreso: salario;2021;19.123,00
46250 València;4625006 València distrito 06;4625006007 València sección 06007;Renta bruta media por persona;2021;34.639,00
46250 València;4625006 València distrito 06;4625006007 València sección 06007;Fuente de ingreso: salario;2021;19.378,00
46250 València;4625006 València distrito 06;4625006008 València sección 06008;Renta bruta media por persona;2021;27.189,00
46250 València;4625006 València distrito 06;4625006008 València sección 06008;Fuente de ingreso: salario;2021;15.162,00
46250 València;4625006 València distrito 06;4625006009 València sección 06009;Renta bruta media por persona;2021;15.926,00
46250 València;4625006 València distrito 06;4625006009 València sección 06009;Fuente de ingreso: salario;2021;8.665,00
46250 València;4625006 València distrito 06;4625006011 València sección 06011;Renta bruta media por persona;2021;13.597,00
46250 València;4625006 València distrito 06;4625006011 València sección 06011;Fuente de ingreso: salario;2021;7.857,00
46250 València;4625006 València distrito 06;4625006012 València sección 06012;Renta bruta media por persona;2021;26.727,00
46250 València;4625006 València distrito 06;4625006012 València sección 06012;Fuente de ingreso: salario;2021;14.239,00
46250 València;4625006 València distrito 06;4625006013 València sección 06013;Renta bruta media por persona;2021;23.415,00
46250 València;4625006 València distrito 06;4625006013 València sección 06013;Fuente de ingreso: salario;2021;13.489,00
46250 València;4625006 València distrito 06;4625006014 València sección 06014;Renta bruta media por persona;2021;28.224,00
46250 València;4625006 València distrito 06;4625006014 València sección 06014;Fuente de ingreso: salario;2021;15.278,00
46250 València;4625006 València distrito 06;4625006015 València sección 06015;Renta bruta media por persona;2021;24.738,00
46250 València;4625006 València distrito 06;4625006015 València sección 06015;Fuente de ingreso: salario;2021;13.849,00
46250 València;4625006 València distrito 06;4625006016 València sección 06016;Renta bruta media por persona;2021;32.866,00
46250 València;4625006 València distrito 06;4625006016 València sección 06016;Fuente de ingreso: salario;2021;14.524,00
46250 València;4625006 València distrito 06;4625006017 València sección 06017;Renta bruta media por persona;2021;29.825,00
46250 València;4625006 València distrito 06;4625006017 València sección 06017;Fuente de ingreso: salario;2021;14.418,00
46250 València;4625006 València distrito 06;4625006018 València sección 06018;Renta bruta media por persona;2021;42.565,00
46250 València;4625006 València distrito 06;4625006018 València sección 06018;Fuente de ingreso: salario;2021;18.807,00
46250 València;4625006 València distrito 06;4625006019 València sección 06019;Renta bruta media por persona;2021;32.434,00
46250 València;4625006 València distrito 06;4625006019 València sección 06019;Fuente de ingreso: salario;2021;15.135,00
46250 València;4625006 València distrito 06;4625006020 València sección 06020;Renta bruta media por persona;2021;
46250 València;4625006 València distrito 06;4625006020 València sección 06020;Fuente de ingreso: salario;2021;
46250 València;4625006 València distrito 06;4625006021 València sección 06021;Renta bruta media por persona;2021;33.844,00
46250 València;4625006 València distrito 06;4625006021 València sección 06021;Fuente de ingreso: salario;2021;15.021,00
46250 València;4625006 València distrito 06;4625006022 València sección 06022;Renta bruta media por persona;2021;27.465,00
46250 València;4625006 València distrito 06;4625006022 València sección 06022;Fuente de ingreso: salario;2021;13.441,00
46250 València;4625006 València distrito 06;4625006023 València sección 06023;Renta bruta media por persona;2021;25.442,00
46250 València;4625006 València distrito 06;4625006023 València sección 06023;Fuente de ingreso: salario;2021;13.743,00
46250 València;4625006 València distrito 06;4625006024 València sección 06024;Renta bruta media por persona;2021;24.328,00
46250 València;4625006 València distrito 06;4625006024 València sección 06024;Fuente de ingreso: salario;2021;12.205,00
46250 València;4625006 València distrito 06;4625006026 València sección 06026;Renta bruta media por persona;2021;24.660,00
46250 València;4625006 València distrito 06;4625006026 València sección 06026;Fuente de ingreso: salario;2021;13.652,00
46250 València;4625006 València distrito 06;4625006027 València sección 06027;Renta bruta media por persona;2021;24.997,00
46250 València;4625006 València distrito 06;4625006027 València sección 06027;Fuente de ingreso: salario;2021;14.102,00
46250 València;4625007 València distrito 07;;Renta bruta media por persona;2021;13.870,00
46250 València;4625007 València distrito 07;;Fuente de ingreso: salario;2021;7.845,00
46250 València;4625007 València distrito 07;4625007001 València sección 07001;Renta bruta media por persona;2021;14.896,00
46250 València;4625007 València distrito 07;4625007001 València sección 07001;Fuente de ingreso: salario;2021;8.303,00
46250 València;4625007 València distrito 07;4625007002 València sección 07002;Renta bruta media por persona;2021;12.732,00
46250 València;4625007 València distrito 07;4625007002 València sección 07002;Fuente de ingreso: salario;2021;7.607,00
46250 València;4625007 València distrito 07;4625007003 València sección 07003;Renta bruta media por persona;2021;17.675,00
46250 València;4625007 València distrito 07;4625007003 València sección 07003;Fuente de ingreso: salario;2021;9.257,00
46250 València;4625007 València distrito 07;4625007004 València sección 07004;Renta bruta media por persona;2021;11.323,00
46250 València;4625007 València distrito 07;4625007004 València sección 07004;Fuente de ingreso: salario;2021;6.499,00
46250 València;4625007 València distrito 07;4625007005 València sección 07005;Renta bruta media por persona;2021;15.732,00
46250 València;4625007 València distrito 07;4625007005 València sección 07005;Fuente de ingreso: salario;2021;10.237,00
46250 València;4625007 València distrito 07;4625007006 València sección 07006;Renta bruta media por persona;2021;12.055,00
46250 València;4625007 València distrito 07;4625007006 València sección 07006;Fuente de ingreso: salario;2021;6.984,00
46250 València;4625007 València distrito 07;4625007007 València sección 07007;Renta bruta media por persona;2021;15.066,00
46250 València;4625007 València distrito 07;4625007007 València sección 07007;Fuente de ingreso: salario;2021;8.187,00
46250 València;4625007 València distrito 07;4625007008 València sección 07008;Renta bruta media por persona;2021;17.280,00
46250 València;4625007 València distrito 07;4625007008 València sección 07008;Fuente de ingreso: salario;2021;8.241,00
46250 València;4625007 València distrito 07;4625007009 València sección 07009;Renta bruta media por persona;2021;14.747,00
46250 València;4625007 València distrito 07;4625007009 València sección 07009;Fuente de ingreso: salario;2021;7.991,00
46250 València;4625007 València distrito 07;4625007010 València sección 07010;Renta bruta media por persona;2021;13.772,00
46250 València;4625007 València distrito 07;4625007010 València sección 07010;Fuente de ingreso: salario;2021;7.942,00
46250 València;4625007 València distrito 07;4625007012 València sección 07012;Renta bruta media por persona;2021;15.385,00
46250 València;4625007 València distrito 07;4625007012 València sección 07012;Fuente de ingreso: salario;2021;8.320,00
46250 València;4625007 València distrito 07;4625007013 València sección 07013;Renta bruta media por persona;2021;16.532,00
46250 València;4625007 València distrito 07;4625007013 València sección 07013;Fuente de ingreso: salario;2021;10.261,00
46250 València;4625007 València distrito 07;4625007014 València sección 07014;Renta bruta media por persona;2021;11.594,00
46250 València;4625007 València distrito 07;4625007014 València sección 07014;Fuente de ingreso: salario;2021;6.284,00
46250 València;4625007 València distrito 07;4625007015 València sección 07015;Renta bruta media por persona;2021;13.277,00
46250 València;4625007 València distrito 07;4625007015 València sección 07015;Fuente de ingreso: salario;2021;8.340,00
46250 València;4625007 València distrito 07;4625007016 València sección 07016;Renta bruta media por persona;2021;15.178,00
46250 València;4625007 València distrito 07;4625007016 València sección 07016;Fuente de ingreso: salario;2021;8.569,00
46250 València;4625007 València distrito 07;4625007017 València sección 07017;Renta bruta media por persona;2021;15.014,00
46250 València;4625007 València distrito 07;4625007017 València sección 07017;Fuente de ingreso: salario;2021;8.957,00
46250 València;4625007 València distrito 07;4625007018 València sección 07018;Renta bruta media por persona;2021;14.743,00
46250 València;4625007 València distrito 07;4625007018 València sección 07018;Fuente de ingreso: salario;2021;7.358,00
46250 València;4625007 València distrito 07;4625007019 València sección 07019;Renta bruta media por persona;2021;17.938,00
46250 València;4625007 València distrito 07;4625007019 València sección 07019;Fuente de ingreso: salario;2021;11.005,00
46250 València;4625007 València distrito 07;4625007020 València sección 07020;Renta bruta media por persona;2021;18.006,00
46250 València;4625007 València distrito 07;4625007020 València sección 07020;Fuente de ingreso: salario;2021;9.944,00
46250 València;4625007 València distrito 07;4625007021 València sección 07021;Renta bruta media por persona;2021;15.315,00
46250 València;4625007 València distrito 07;4625007021 València sección 07021;Fuente de ingreso: salario;2021;9.129,00
46250 València;4625007 València distrito 07;4625007022 València sección 07022;Renta bruta media por persona;2021;14.644,00
46250 València;4625007 València distrito 07;4625007022 València sección 07022;Fuente de ingreso: salario;2021;8.558,00
46250 València;4625007 València distrito 07;4625007023 València sección 07023;Renta bruta media por persona;2021;12.932,00
46250 València;4625007 València distrito 07;4625007023 València sección 07023;Fuente de ingreso: salario;2021;6.780,00
46250 València;4625007 València distrito 07;4625007024 València sección 07024;Renta bruta media por persona;2021;13.564,00
46250 València;4625007 València distrito 07;4625007024 València sección 07024;Fuente de ingreso: salario;2021;8.955,00
46250 València;4625007 València distrito 07;4625007025 València sección 07025;Renta bruta media por persona;2021;11.969,00
46250 València;4625007 València distrito 07;4625007025 València sección 07025;Fuente de ingreso: salario;2021;6.093,00
46250 València;4625007 València distrito 07;4625007026 València sección 07026;Renta bruta media por persona;2021;10.221,00
46250 València;4625007 València distrito 07;4625007026 València sección 07026;Fuente de ingreso: salario;2021;6.318,00
46250 València;4625007 València distrito 07;4625007027 València sección 07027;Renta bruta media por persona;2021;7.001,00
46250 València;4625007 València distrito 07;4625007027 València sección 07027;Fuente de ingreso: salario;2021;4.124,00
46250 València;4625007 València distrito 07;4625007029 València sección 07029;Renta bruta media por persona;2021;10.931,00
46250 València;4625007 València distrito 07;4625007029 València sección 07029;Fuente de ingreso: salario;2021;6.060,00
46250 València;4625007 València distrito 07;4625007030 València sección 07030;Renta bruta media por persona;2021;9.834,00
46250 València;4625007 València distrito 07;4625007030 València sección 07030;Fuente de ingreso: salario;2021;5.668,00
46250 València;4625007 València distrito 07;4625007031 València sección 07031;Renta bruta media por persona;2021;11.151,00
46250 València;4625007 València distrito 07;4625007031 València sección 07031;Fuente de ingreso: salario;2021;4.944,00
46250 València;4625007 València distrito 07;4625007032 València sección 07032;Renta bruta media por persona;2021;19.130,00
46250 València;4625007 València distrito 07;4625007032 València sección 07032;Fuente de ingreso: salario;2021;9.493,00
46250 València;4625007 València distrito 07;4625007036 València sección 07036;Renta bruta media por persona;2021;9.455,00
46250 València;4625007 València distrito 07;4625007036 València sección 07036;Fuente de ingreso: salario;2021;4.883,00
46250 València;4625007 València distrito 07;4625007037 València sección 07037;Renta bruta media por persona;2021;9.174,00
46250 València;4625007 València distrito 07;4625007037 València sección 07037;Fuente de ingreso: salario;2021;4.801,00
46250 València;4625007 València distrito 07;4625007039 València sección 07039;Renta bruta media por persona;2021;16.140,00
46250 València;4625007 València distrito 07;4625007039 València sección 07039;Fuente de ingreso: salario;2021;9.071,00
46250 València;4625007 València distrito 07;4625007040 València sección 07040;Renta bruta media por persona;2021;15.003,00
46250 València;4625007 València distrito 07;4625007040 València sección 07040;Fuente de ingreso: salario;2021;7.945,00
46250 València;4625007 València distrito 07;4625007041 València sección 07041;Renta bruta media por persona;2021;14.047,00
46250 València;4625007 València distrito 07;4625007041 València sección 07041;Fuente de ingreso: salario;2021;7.343,00
46250 València;4625007 València distrito 07;4625007042 València sección 07042;Renta bruta media por persona;2021;16.176,00
46250 València;4625007 València distrito 07;4625007042 València sección 07042;Fuente de ingreso: salario;2021;10.069,00
46250 València;4625008 València distrito 08;;Renta bruta media por persona;2021;16.891,00
46250 València;4625008 València distrito 08;;Fuente de ingreso: salario;2021;10.101,00
46250 València;4625008 València distrito 08;4625008001 València sección 08001;Renta bruta media por persona;2021;12.730,00
46250 València;4625008 València distrito 08;4625008001 València sección 08001;Fuente de ingreso: salario;2021;7.435,00
46250 València;4625008 València distrito 08;4625008002 València sección 08002;Renta bruta media por persona;2021;19.519,00
46250 València;4625008 València distrito 08;4625008002 València sección 08002;Fuente de ingreso: salario;2021;10.083,00
46250 València;4625008 València distrito 08;4625008003 València sección 08003;Renta bruta media por persona;2021;18.588,00
46250 València;4625008 València distrito 08;4625008003 València sección 08003;Fuente de ingreso: salario;2021;10.410,00
46250 València;4625008 València distrito 08;4625008004 València sección 08004;Renta bruta media por persona;2021;17.142,00
46250 València;4625008 València distrito 08;4625008004 València sección 08004;Fuente de ingreso: salario;2021;10.177,00
46250 València;4625008 València distrito 08;4625008005 València sección 08005;Renta bruta media por persona;2021;18.637,00
46250 València;4625008 València distrito 08;4625008005 València sección 08005;Fuente de ingreso: salario;2021;9.447,00
46250 València;4625008 València distrito 08;4625008006 València sección 08006;Renta bruta media por persona;2021;21.147,00
46250 València;4625008 València distrito 08;4625008006 València sección 08006;Fuente de ingreso: salario;2021;10.674,00
46250 València;4625008 València distrito 08;4625008007 València sección 08007;Renta bruta media por persona;2021;20.224,00
46250 València;4625008 València distrito 08;4625008007 València sección 08007;Fuente de ingreso: salario;2021;11.727,00
46250 València;4625008 València distrito 08;4625008008 València sección 08008;Renta bruta media por persona;2021;16.040,00
46250 València;4625008 València distrito 08;4625008008 València sección 08008;Fuente de ingreso: salario;2021;9.628,00
46250 València;4625008 València distrito 08;4625008009 València sección 08009;Renta bruta media por persona;2021;18.344,00
46250 València;4625008 València distrito 08;4625008009 València sección 08009;Fuente de ingreso: salario;2021;10.985,00
46250 València;4625008 València distrito 08;4625008010 València sección 08010;Renta bruta media por persona;2021;15.414,00
46250 València;4625008 València distrito 08;4625008010 València sección 08010;Fuente de ingreso: salario;2021;10.414,00
46250 València;4625008 València distrito 08;4625008012 València sección 08012;Renta bruta media por persona;2021;15.035,00
46250 València;4625008 València distrito 08;4625008012 València sección 08012;Fuente de ingreso: salario;2021;8.496,00
46250 València;4625008 València distrito 08;4625008013 València sección 08013;Renta bruta media por persona;2021;18.904,00
46250 València;4625008 València distrito 08;4625008013 València sección 08013;Fuente de ingreso: salario;2021;10.788,00
46250 València;4625008 València distrito 08;4625008014 València sección 08014;Renta bruta media por persona;2021;17.401,00
46250 València;4625008 València distrito 08;4625008014 València sección 08014;Fuente de ingreso: salario;2021;9.431,00
46250 València;4625008 València distrito 08;4625008015 València sección 08015;Renta bruta media por persona;2021;16.132,00
46250 València;4625008 València distrito 08;4625008015 València sección 08015;Fuente de ingreso: salario;2021;9.185,00
46250 València;4625008 València distrito 08;4625008016 València sección 08016;Renta bruta media por persona;2021;14.732,00
46250 València;4625008 València distrito 08;4625008016 València sección 08016;Fuente de ingreso: salario;2021;10.061,00
46250 València;4625008 València distrito 08;4625008017 València sección 08017;Renta bruta media por persona;2021;13.507,00
46250 València;4625008 València distrito 08;4625008017 València sección 08017;Fuente de ingreso: salario;2021;7.530,00
46250 València;4625008 València distrito 08;4625008018 València sección 08018;Renta bruta media por persona;2021;19.090,00
46250 València;4625008 València distrito 08;4625008018 València sección 08018;Fuente de ingreso: salario;2021;12.169,00
46250 València;4625008 València distrito 08;4625008019 València sección 08019;Renta bruta media por persona;2021;18.851,00
46250 València;4625008 València distrito 08;4625008019 València sección 08019;Fuente de ingreso: salario;2021;12.917,00
46250 València;4625008 València distrito 08;4625008020 València sección 08020;Renta bruta media por persona;2021;16.265,00
46250 València;4625008 València distrito 08;4625008020 València sección 08020;Fuente de ingreso: salario;2021;10.832,00
46250 València;4625008 València distrito 08;4625008021 València sección 08021;Renta bruta media por persona;2021;13.296,00
46250 València;4625008 València distrito 08;4625008021 València sección 08021;Fuente de ingreso: salario;2021;8.173,00
46250 València;4625008 València distrito 08;4625008022 València sección 08022;Renta bruta media por persona;2021;16.036,00
46250 València;4625008 València distrito 08;4625008022 València sección 08022;Fuente de ingreso: salario;2021;7.758,00
46250 València;4625008 València distrito 08;4625008023 València sección 08023;Renta bruta media por persona;2021;13.876,00
46250 València;4625008 València distrito 08;4625008023 València sección 08023;Fuente de ingreso: salario;2021;7.933,00
46250 València;4625008 València distrito 08;4625008024 València sección 08024;Renta bruta media por persona;2021;18.003,00
46250 València;4625008 València distrito 08;4625008024 València sección 08024;Fuente de ingreso: salario;2021;10.921,00
46250 València;4625008 València distrito 08;4625008025 València sección 08025;Renta bruta media por persona;2021;12.864,00
46250 València;4625008 València distrito 08;4625008025 València sección 08025;Fuente de ingreso: salario;2021;7.141,00
46250 València;4625008 València distrito 08;4625008026 València sección 08026;Renta bruta media por persona;2021;15.512,00
46250 València;4625008 València distrito 08;4625008026 València sección 08026;Fuente de ingreso: salario;2021;7.125,00
46250 València;4625008 València distrito 08;4625008027 València sección 08027;Renta bruta media por persona;2021;18.082,00
46250 València;4625008 València distrito 08;4625008027 València sección 08027;Fuente de ingreso: salario;2021;12.498,00
46250 València;4625008 València distrito 08;4625008028 València sección 08028;Renta bruta media por persona;2021;17.038,00
46250 València;4625008 València distrito 08;4625008028 València sección 08028;Fuente de ingreso: salario;2021;9.230,00
46250 València;4625008 València distrito 08;4625008029 València sección 08029;Renta bruta media por persona;2021;18.009,00
46250 València;4625008 València distrito 08;4625008029 València sección 08029;Fuente de ingreso: salario;2021;12.021,00
46250 València;4625008 València distrito 08;4625008030 València sección 08030;Renta bruta media por persona;2021;17.174,00
46250 València;4625008 València distrito 08;4625008030 València sección 08030;Fuente de ingreso: salario;2021;10.779,00
46250 València;4625008 València distrito 08;4625008031 València sección 08031;Renta bruta media por persona;2021;16.259,00
46250 València;4625008 València distrito 08;4625008031 València sección 08031;Fuente de ingreso: salario;2021;10.532,00
46250 València;4625008 València distrito 08;4625008032 València sección 08032;Renta bruta media por persona;2021;14.173,00
46250 València;4625008 València distrito 08;4625008032 València sección 08032;Fuente de ingreso: salario;2021;8.912,00
46250 València;4625008 València distrito 08;4625008033 València sección 08033;Renta bruta media por persona;2021;19.718,00
46250 València;4625008 València distrito 08;4625008033 València sección 08033;Fuente de ingreso: salario;2021;10.126,00
46250 València;4625008 València distrito 08;4625008034 València sección 08034;Renta bruta media por persona;2021;15.314,00
46250 València;4625008 València distrito 08;4625008034 València sección 08034;Fuente de ingreso: salario;2021;9.696,00
46250 València;4625008 València distrito 08;4625008035 València sección 08035;Renta bruta media por persona;2021;14.712,00
46250 València;4625008 València distrito 08;4625008035 València sección 08035;Fuente de ingreso: salario;2021;9.987,00
46250 València;4625008 València distrito 08;4625008036 València sección 08036;Renta bruta media por persona;2021;18.403,00
46250 València;4625008 València distrito 08;4625008036 València sección 08036;Fuente de ingreso: salario;2021;8.179,00
46250 València;4625008 València distrito 08;4625008037 València sección 08037;Renta bruta media por persona;2021;17.478,00
46250 València;4625008 València distrito 08;4625008037 València sección 08037;Fuente de ingreso: salario;2021;8.843,00
46250 València;4625008 València distrito 08;4625008038 València sección 08038;Renta bruta media por persona;2021;19.555,00
46250 València;4625008 València distrito 08;4625008038 València sección 08038;Fuente de ingreso: salario;2021;11.054,00
46250 València;4625008 València distrito 08;4625008039 València sección 08039;Renta bruta media por persona;2021;12.195,00
46250 València;4625008 València distrito 08;4625008039 València sección 08039;Fuente de ingreso: salario;2021;6.856,00
46250 València;4625008 València distrito 08;4625008040 València sección 08040;Renta bruta media por persona;2021;16.423,00
46250 València;4625008 València distrito 08;4625008040 València sección 08040;Fuente de ingreso: salario;2021;10.079,00
46250 València;4625008 València distrito 08;4625008041 València sección 08041;Renta bruta media por persona;2021;15.579,00
46250 València;4625008 València distrito 08;4625008041 València sección 08041;Fuente de ingreso: salario;2021;8.582,00
46250 València;4625008 València distrito 08;4625008042 València sección 08042;Renta bruta media por persona;2021;18.791,00
46250 València;4625008 València distrito 08;4625008042 València sección 08042;Fuente de ingreso: salario;2021;13.615,00
46250 València;4625009 València distrito 09;;Renta bruta media por persona;2021;14.602,00
46250 València;4625009 València distrito 09;;Fuente de ingreso: salario;2021;8.574,00
46250 València;4625009 València distrito 09;4625009001 València sección 09001;Renta bruta media por persona;2021;18.781,00
46250 València;4625009 València distrito 09;4625009001 València sección 09001;Fuente de ingreso: salario;2021;10.144,00
46250 València;4625009 València distrito 09;4625009002 València sección 09002;Renta bruta media por persona;2021;20.331,00
46250 València;4625009 València distrito 09;4625009002 València sección 09002;Fuente de ingreso: salario;2021;9.599,00
46250 València;4625009 València distrito 09;4625009003 València sección 09003;Renta bruta media por persona;2021;17.744,00
46250 València;4625009 València distrito 09;4625009003 València sección 09003;Fuente de ingreso: salario;2021;10.279,00
46250 València;4625009 València distrito 09;4625009004 València sección 09004;Renta bruta media por persona;2021;14.837,00
46250 València;4625009 València distrito 09;4625009004 València sección 09004;Fuente de ingreso: salario;2021;7.754,00
